Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LCN15_G00_neg m/z,LCN15_G00_neg RT mean,LCN15_G00_neg Normalized Area,LCN15_G09_neg m/z,LCN15_G09_neg RT mean,LCN15_G09_neg Normalized Area,LCN15_G10_neg m/z,LCN15_G10_neg RT mean,LCN15_G10_neg Normalized Area,LCN15_G11_neg m/z,LCN15_G11_neg RT mean,LCN15_G11_neg Normalized Area,LCN15_G04_neg m/z,LCN15_G04_neg RT mean,LCN15_G04_neg Normalized Area,LCN15_G05_neg m/z,LCN15_G05_neg RT mean,LCN15_G05_neg Normalized Area,LCN15_G06_neg m/z,LCN15_G06_neg RT mean,LCN15_G06_neg Normalized Area,LCN15_G07_neg m/z,LCN15_G07_neg RT mean,LCN15_G07_neg Normalized Area,LCN15_G08_neg m/z,LCN15_G08_neg RT mean,LCN15_G08_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.03,8.35,859.2734,6.98 - 7.05,2,28.1,-,-,0,-,-,0,859.2734,7.00,2.53E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,6.31E1,0,1.00:0,7.00,,
,0.03,8.35,272.1686,8.69 - 9.28,1,121.4,-,-,0,-,-,0,-,-,0,-,-,0,272.1683,9.22,1.53E2,272.1689,8.78,4.69E2,-,-,0,272.1687,8.86,4.71E2,-,-,0,0:0:0:0:0.33:1.00:0:1.00:0,0,2.19E2,0:1.00,8.96,,
,0.03,8.35,397.8874,1.31 - 1.38,1,24.3,-,-,0,-,-,0,-,-,0,397.8874,1.34,2.18E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,5.46E1,0,1.00:0,1.34,,
,0.03,8.35,1289.7617,8.57 - 8.63,1,78.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1289.7617,8.59,7.09E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.42E2,0:1.00,8.59,,
,0.03,5.31,401.9122,10.23 - 10.73,1,53.2,401.9119,10.75,1.83E2,-,-,0,401.9119,10.35,1.85E2,-,-,0,-,-,0,-,-,0,-,-,0,401.9128,10.26,1.11E2,-,-,0,1.00:0:1.01:0:0:0:0:0.60:0,9.2E1,2.21E1,4.16:1.00,10.45,,
,0.03,8.35,332.8591,2.13 - 2.23,1,35.8,-,-,0,-,-,0,-,-,0,332.8591,2.18,3.22E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.06E1,0,1.00:0,2.18,,
,0.03,8.35,450.8473,3.08 - 3.16,2,15.3,-,-,0,450.8473,3.14,1.38E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.45E1,0,1.00:0,3.14,,
,0.03,6.43,643.8484,10.65 - 11.78,1,404.4,643.8492,11.69,8.95E2,-,-,0,-,-,0,643.8475,11.01,2.2E3,-,-,0,-,-,0,-,-,0,643.8484,10.77,5.42E2,-,-,0,1.00:0:0:2.46:0:0:0:0.61:0,7.75E2,1.08E2,7.15:1.00,11.16,,
,0.03,3.19,382.9394,2.11 - 2.91,3,140.2,-,-,0,382.9397,2.33,6.04E2,-,-,0,-,-,0,382.9394,2.86,3.29E2,-,-,0,382.9391,2.17,3.28E2,-,-,0,-,-,0,0:1.00:0:0:0.55:0:0.54:0:0,1.51E2,1.32E2,1.15:1.00,2.46,,
,0.03,8.35,397.8878,4.26 - 4.68,3,83.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,397.8876,4.65,2.31E2,397.8874,4.48,2.58E2,-,-,0,397.8883,4.30,2.64E2,0:0:0:0:0:1.00:1.12:0:1.14,0,1.51E2,0:1.00,4.48,,
,0.03,8.35,272.9257,1.07 - 1.23,1,32.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,272.9257,1.08,2.9E2,0:0:0:0:0:0:0:0:1.00,0,5.81E1,0:1.00,1.08,,
,0.03,8.31,506.8007,20.36 - 20.67,1,96,-,-,0,-,-,0,-,-,0,-,-,0,506.8013,20.53,5.05E2,-,-,0,506.8013,20.57,1.57E2,506.7993,20.43,2.02E2,-,-,0,0:0:0:0:1.00:0:0.31:0.40:0,0,1.73E2,0:1.00,20.51,,
,0.03,3.74,315.8767,0.76 - 1.71,1,378.9,-,-,0,-,-,0,-,-,0,315.8769,1.22,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,315.8766,1.68,2.31E3,0:0:0:1.00:0:0:0:0:2.10,2.75E2,4.62E2,0.60:1.00,1.45,,
,0.03,8.31,353.1728,1.72 - 2.02,1,602.9,-,-,0,-,-,0,-,-,0,-,-,0,353.1728,1.89,5.43E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,1.09E3,0:1.00,1.89,,
,0.03,8.31,989.3036,20.12 - 20.22,1,189.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,989.3036,20.19,1.71E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.41E2,0:1.00,20.19,,
,0.03,8.31,513.9580,0.64 - 2.45,1,1.9E3,-,-,0,513.9578,0.69,9.32E3,513.9583,1.13,7.97E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.85:0:0:0:0:0:0,4.32E3,0,1.00:0,0.91,,
,0.03,4.49,312.8647,4.63 - 6.89,3,375.3,-,-,0,-,-,0,312.8650,6.42,7.8E2,-,-,0,-,-,0,312.8639,6.27,4.43E2,-,-,0,312.8652,5.82,2.15E3,-,-,0,0:0:1.76:0:0:1.00:0:4.86:0,1.95E2,5.2E2,0.38:1.00,6.17,,
,0.03,3.52,947.7806,20.10 - 20.23,1,386.5,-,-,0,-,-,0,947.7819,20.15,1.87E3,-,-,0,-,-,0,947.7793,20.12,1.61E3,-,-,0,-,-,0,-,-,0,0:0:1.16:0:0:1.00:0:0:0,4.67E2,3.22E2,1.45:1.00,20.14,,
,0.03,3.06,684.7568,1.87 - 8.92,1,5.2E3,-,-,0,684.7571,5.33,6.28E3,-,-,0,684.7561,2.92,1.5E4,-,-,0,-,-,0,-,-,0,-,-,0,684.7573,5.83,2.56E4,0:1.00:0:2.39:0:0:0:0:4.08,5.32E3,5.12E3,1.04:1.00,4.69,,
,0.03,8.35,501.3023,3.39 - 3.89,1,941.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,501.3023,3.54,8.47E3,0:0:0:0:0:0:0:0:1.00,0,1.69E3,0:1.00,3.54,,
,0.03,3.19,506.8077,4.51 - 5.09,1,187.8,506.8076,4.60,4.93E2,-,-,0,506.8071,4.58,3.16E2,-,-,0,-,-,0,506.8083,4.85,8.81E2,-,-,0,-,-,0,-,-,0,0.56:0:0.36:0:0:1.00:0:0:0,2.02E2,1.76E2,1.15:1.00,4.68,,
,0.03,8.35,440.9007,10.24 - 11.16,1,320.8,440.9005,11.13,1.51E3,-,-,0,440.9005,10.35,3.54E2,440.9010,10.31,1.02E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.23:0.67:0:0:0:0:0,7.22E2,0,1.00:0,10.60,,
,0.03,8.35,769.7968,14.75 - 15.42,1,158.6,-,-,0,-,-,0,-,-,0,-,-,0,769.7981,14.83,5.91E2,-,-,0,769.7980,15.39,5.16E2,-,-,0,769.7944,15.00,3.21E2,0:0:0:0:1.00:0:0.87:0:0.54,0,2.85E2,0:1.00,15.08,,
,0.03,8.35,1469.6456,20.15 - 20.22,3,102.5,-,-,0,1469.6456,20.22,9.22E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.31E2,0,1.00:0,20.22,,
,0.03,4.37,739.8055,19.20 - 19.59,1,268.3,739.8051,19.53,1.12E3,739.8041,19.27,4.84E2,-,-,0,-,-,0,739.8073,19.25,8.09E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.43:0:0:0.72:0:0:0:0,4.01E2,1.62E2,2.48:1.00,19.35,,
,0.03,8.35,450.8346,15.75 - 16.93,1,454.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,450.8347,15.83,8.57E2,450.8345,16.85,8.13E2,450.8346,16.29,2.42E3,0:0:0:0:0:0:1.00:0.95:2.83,0,8.19E2,0:1.00,16.32,,
,0.03,8.35,1346.3892,20.13 - 20.21,3,227.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1346.3892,20.19,2.04E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,4.09E2,0:1.00,20.19,,
,0.03,8.35,622.8475,12.03 - 12.08,1,23.9,-,-,0,-,-,0,-,-,0,-,-,0,622.8475,12.08,2.15E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,4.3E1,0:1.00,12.08,,
,0.03,8.35,778.8171,3.11 - 3.17,1,16.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,778.8171,3.12,1.45E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.89E1,0:1.00,3.12,,
,0.03,6.18,854.7078,20.29 - 20.51,1,182.2,-,-,0,854.7051,20.35,6.82E2,-,-,0,854.7056,20.41,6.89E2,-,-,0,-,-,0,-,-,0,-,-,0,854.7128,20.41,2.68E2,0:1.00:0:1.01:0:0:0:0:0.39,3.43E2,5.37E1,6.39:1.00,20.39,,
,0.03,8.39,824.7506,9.88 - 10.50,1,45.5,-,-,0,-,-,0,-,-,0,-,-,0,824.7467,10.48,2.14E2,824.7545,9.90,1.95E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.10:1.00:0:0:0,0,8.18E1,0:1.00,10.19,,
,0.03,8.39,734.7572,6.70 - 6.87,1,69.8,734.7565,6.84,1.56E2,734.7587,6.74,1.97E2,734.7564,6.80,2.75E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.26:1.76:0:0:0:0:0:0,1.57E2,0,1.00:0,6.79,,
,0.03,8.39,360.8575,0.61 - 0.74,3,44.2,-,-,0,-,-,0,-,-,0,-,-,0,360.8575,0.68,3.98E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,7.95E1,0:1.00,0.68,,
,0.03,4.16,557.3312,2.40 - 2.96,2,256.8,557.3304,2.47,2.56E2,557.3317,2.76,1.21E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,557.3315,2.82,8.43E2,-,-,0,1.00:4.74:0:0:0:0:0:3.29:0,3.67E2,1.69E2,2.18:1.00,2.68,,
,0.03,8.39,558.7367,0.79 - 0.89,1,43,-,-,0,-,-,0,-,-,0,558.7367,0.87,3.87E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,9.67E1,0,1.00:0,0.87,,
,0.03,3.26,1161.7711,20.12 - 20.23,1,1.5E3,1161.7756,20.18,6.62E3,-,-,0,-,-,0,-,-,0,1161.7622,20.17,4.51E3,-,-,0,-,-,0,1161.7754,20.16,2.36E3,-,-,0,1.00:0:0:0:0.68:0:0:0.36:0,1.65E3,1.37E3,1.20:1.00,20.17,,
,0.03,4.85,846.7423,16.00 - 16.56,1,216.7,846.7432,16.04,5.81E2,846.7398,16.50,8.27E2,-,-,0,-,-,0,-,-,0,846.7439,16.54,5.43E2,-,-,0,-,-,0,-,-,0,1.07:1.52:0:0:0:1.00:0:0:0,3.52E2,1.09E2,3.24:1.00,16.36,,
,0.03,8.39,390.8193,0.47 - 0.64,1,72,-,-,0,-,-,0,-,-,0,390.8193,0.56,6.48E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.62E2,0,1.00:0,0.56,,
,0.03,8.39,678.5505,15.57 - 15.73,1,152.5,-,-,0,-,-,0,-,-,0,678.5505,15.63,1.37E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,3.43E2,0,1.00:0,15.63,,
,0.03,8.39,634.7417,6.13 - 6.33,1,65.9,634.7427,6.30,2.63E2,-,-,0,-,-,0,634.7407,6.15,3.3E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.26:0:0:0:0:0,1.48E2,0,1.00:0,6.22,,
,0.03,8.39,1166.7872,20.12 - 20.22,1,841,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1166.7887,20.20,3.74E3,-,-,0,-,-,0,1166.7856,20.16,3.83E3,0:0:0:0:0:1.00:0:0:1.02,0,1.51E3,0:1.00,20.18,,
,0.03,8.39,656.1572,3.24 - 3.32,1,32.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,656.1572,3.29,2.91E2,0:0:0:0:0:0:0:0:1.00,0,5.83E1,0:1.00,3.29,,
,0.03,4.02,396.8364,14.98 - 15.61,1,148,-,-,0,396.8363,15.29,2.49E2,396.8365,15.04,5.7E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,396.8362,15.55,5.13E2,0:1.00:2.29:0:0:0:0:0:2.06,2.05E2,1.03E2,1.99:1.00,15.29,,
,0.03,3.69,400.1454,3.71 - 3.93,1,774.3,400.1462,3.79,3.93E3,-,-,0,-,-,0,-,-,0,-,-,0,400.1445,3.77,3.04E3,-,-,0,-,-,0,-,-,0,1.30:0:0:0:0:1.00:0:0:0,9.83E2,6.07E2,1.62:1.00,3.78,,
,0.03,8.35,600.8521,9.18 - 11.08,1,425,600.8530,10.21,6.01E2,600.8511,11.03,4.39E2,600.8523,10.14,2.78E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.73:4.63:0:0:0:0:0:0,9.56E2,0,1.00:0,10.46,,
,0.03,8.35,926.7501,18.91 - 19.17,1,341.4,926.7493,18.95,8.02E2,926.7499,19.03,7.49E2,926.7512,19.06,1.52E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.93:1.90:0:0:0:0:0:0,7.68E2,0,1.00:0,19.01,,
,0.03,4.23,333.8978,20.84 - 21.97,1,145.9,333.8978,21.73,4.69E2,333.8979,20.92,3.78E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,333.8978,21.83,4.65E2,-,-,0,1.00:0.81:0:0:0:0:0:0.99:0,2.12E2,9.31E1,2.28:1.00,21.49,,
,0.03,5.24,692.6964,18.30 - 18.79,1,178.3,692.6969,18.35,2.67E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,692.6959,18.72,4.34E2,-,-,0,692.6964,18.69,9.04E2,1.00:0:0:0:0:0:1.62:0:3.38,6.68E1,2.67E2,0.25:1.00,18.59,,
,0.03,8.35,720.7935,7.74 - 14.41,1,6.3E4,-,-,0,720.7979,8.14,5.63E3,-,-,0,-,-,0,720.7919,8.15,1.13E4,720.7957,9.41,1.76E5,-,-,0,720.7897,8.27,2.72E5,720.7922,8.72,1.05E5,0:0.03:0:0:0.06:1.00:0:1.54:0.59,1.41E3,1.13E5,0.01:1.00,8.54,,
,0.03,8.35,646.7667,19.31 - 19.39,1,58.4,-,-,0,-,-,0,-,-,0,-,-,0,646.7667,19.38,5.25E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,1.05E2,0:1.00,19.38,,
,0.03,3.25,439.8864,17.32 - 18.21,1,242.8,439.8863,17.38,5.77E2,-,-,0,-,-,0,439.8863,18.21,4.91E2,-,-,0,-,-,0,439.8865,17.98,1.12E3,-,-,0,-,-,0,1.00:0:0:0.85:0:0:1.93:0:0,2.67E2,2.23E2,1.20:1.00,17.86,,
,0.03,8.35,402.8553,3.09 - 3.15,3,16.6,-,-,0,-,-,0,-,-,0,402.8553,3.11,1.5E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,3.74E1,0,1.00:0,3.11,,
,0.03,6.03,732.7560,5.76 - 7.00,1,140.6,732.7571,5.83,2.08E2,-,-,0,-,-,0,732.7542,6.96,8.37E2,-,-,0,732.7568,5.78,2.21E2,-,-,0,-,-,0,-,-,0,0.94:0:0:3.80:0:1.00:0:0:0,2.61E2,4.41E1,5.92:1.00,6.19,,
,0.03,8.35,441.3015,3.78 - 3.91,1,428.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,441.3015,3.84,3.86E3,0:0:0:0:0:0:0:0:1.00,0,7.71E2,0:1.00,3.84,,
,0.03,8.35,666.8407,10.49 - 12.23,1,659.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,666.8416,11.45,1.46E3,666.8392,10.69,2.57E3,666.8414,11.88,1.9E3,-,-,0,0:0:0:0:0:1.00:1.76:1.30:0,0,1.19E3,0:1.00,11.34,,
,0.03,3.48,746.8014,12.74 - 13.59,1,325.5,-,-,0,-,-,0,746.8001,13.08,1.06E3,-,-,0,-,-,0,-,-,0,746.8018,12.80,1.32E3,746.8021,13.51,5.52E2,-,-,0,0:0:1.00:0:0:0:1.24:0.52:0,2.65E2,3.74E2,0.71:1.00,13.13,,
,0.03,8.35,902.7577,11.48 - 11.54,1,44.6,-,-,0,-,-,0,-,-,0,902.7577,11.51,4.02E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1E2,0,1.00:0,11.51,,
,0.03,4.82,515.8952,10.25 - 10.99,1,184.8,515.8956,10.47,3.19E2,515.8948,10.96,8.77E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,515.8954,10.26,4.68E2,1.00:2.75:0:0:0:0:0:0:1.47,2.99E2,9.35E1,3.20:1.00,10.56,,
,0.03,8.35,260.8728,10.64 - 11.88,1,202.4,-,-,0,-,-,0,-,-,0,-,-,0,260.8727,11.08,7.41E2,-,-,0,260.8728,10.77,6.75E2,260.8728,11.79,4.06E2,-,-,0,0:0:0:0:1.00:0:0.91:0.55:0,0,3.64E2,0:1.00,11.21,,
,0.03,8.35,470.8849,13.97 - 15.26,2,142.9,-,-,0,-,-,0,-,-,0,-,-,0,470.8853,14.90,3.16E2,470.8851,14.06,4.21E2,470.8843,15.24,5.49E2,-,-,0,-,-,0,0:0:0:0:0.75:1.00:1.30:0:0,0,2.57E2,0:1.00,14.73,,
,0.03,8.35,732.8132,19.06 - 20.21,1,1.8E3,732.8128,19.49,3.21E3,732.8135,19.12,7.21E3,732.8132,20.11,5.35E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:2.24:1.67:0:0:0:0:0:0,3.94E3,0,1.00:0,19.57,,
,0.03,3.17,822.7276,16.53 - 16.87,1,450.2,-,-,0,822.7291,16.66,1.68E3,-,-,0,-,-,0,-,-,0,822.7261,16.71,2.37E3,-,-,0,-,-,0,-,-,0,0:0.71:0:0:0:1.00:0:0:0,4.2E2,4.74E2,0.89:1.00,16.68,,
,0.03,8.35,748.7914,17.19 - 17.26,1,44.5,748.7914,17.24,4.01E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1E2,0,1.00:0,17.24,,
,0.03,8.35,434.8610,0.60 - 6.55,3,9.1E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,434.8610,1.55,8.18E5,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.64E5,0:1.00,1.55,,
,0.03,8.35,381.1732,3.29 - 3.94,1,550.5,381.1732,3.79,4.95E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.24E3,0,1.00:0,3.79,,
,0.03,8.35,871.6733,20.72 - 20.79,1,21.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,871.6733,20.75,1.94E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,3.87E1,0:1.00,20.75,,
,0.03,4.70,569.8455,2.93 - 4.53,3,948.6,-,-,0,-,-,0,569.8441,3.87,1.8E3,-,-,0,-,-,0,569.8459,3.88,4.17E3,-,-,0,-,-,0,569.8464,3.47,2.56E3,0:0:0.43:0:0:1.00:0:0:0.61,4.51E2,1.35E3,0.33:1.00,3.74,,
,0.03,4.09,344.8185,17.61 - 18.11,3,200.9,344.8188,18.04,8.81E2,344.8180,17.67,2.5E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,344.8186,18.05,6.77E2,1.00:0.28:0:0:0:0:0:0:0.77,2.83E2,1.35E2,2.09:1.00,17.92,,
,0.03,3.82,634.2404,13.65 - 14.45,2,110.6,634.2398,14.42,2.35E2,-,-,0,634.2406,14.01,3.48E2,-,-,0,-,-,0,634.2407,13.69,4.12E2,-,-,0,-,-,0,-,-,0,0.57:0:0.85:0:0:1.00:0:0:0,1.46E2,8.24E1,1.77:1.00,14.04,,
,0.03,3.14,743.7901,6.25 - 8.32,1,136.9,-,-,0,-,-,0,-,-,0,743.7901,8.30,5.17E2,-,-,0,-,-,0,743.7920,6.28,2.78E2,-,-,0,743.7883,7.10,4.37E2,0:0:0:1.00:0:0:0.54:0:0.84,1.29E2,1.43E2,0.91:1.00,7.23,,
,0.03,8.31,1223.7185,20.14 - 20.22,1,230.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1223.7185,20.21,2.07E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,4.14E2,0:1.00,20.21,,
,0.03,8.31,672.7920,14.14 - 14.24,1,23.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,672.7920,14.21,2.13E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.25E1,0:1.00,14.21,,
,0.03,8.31,292.8167,3.60 - 3.72,1,19.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,292.8167,3.63,1.75E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,3.5E1,0:1.00,3.63,,
,0.03,3.62,367.9052,0.72 - 9.56,3,1.1E5,-,-,0,367.9055,4.54,3.27E5,-,-,0,-,-,0,367.9050,4.55,3.15E5,367.9050,4.56,3.19E5,-,-,0,-,-,0,-,-,0,0:1.02:0:0:0.99:1.00:0:0:0,8.16E4,1.27E5,0.64:1.00,4.55,,
,0.03,4.57,724.8034,5.03 - 10.00,1,6.8E3,-,-,0,724.7982,6.09,9.64E3,-,-,0,724.8103,7.07,-,-,-,0,724.8020,5.89,1.19E4,724.8030,5.07,3.28E4,-,-,0,-,-,0,0:0.81:0:-:0:1.00:2.76:0:0,3.21E3,8.93E3,0.36:1.00,6.03,,
,0.03,8.35,334.2229,1.78 - 1.97,1,28,-,-,0,-,-,0,-,-,0,-,-,0,334.2229,1.89,2.52E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,5.05E1,0:1.00,1.89,,
,0.03,3.37,406.8653,17.85 - 19.19,1,1E3,406.8651,19.02,9.98E2,-,-,0,406.8658,18.06,3.79E3,-,-,0,406.8649,18.19,4.6E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:3.80:0:4.61:0:0:0:0,1.2E3,9.19E2,1.30:1.00,18.42,,
,0.03,8.35,295.1829,6.43 - 6.49,1,4.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,295.1829,6.46,4.13E1,-,-,0,0:0:0:0:0:0:0:1.00:0,0,8.27E0,0:1.00,6.46,,
,0.03,3.65,976.7642,15.04 - 16.12,1,549.5,-,-,0,976.7654,16.05,1.76E3,976.7659,15.08,9.98E2,-,-,0,976.7614,15.76,2.18E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.57:0:1.24:0:0:0:0,6.9E2,4.37E2,1.58:1.00,15.63,,
,0.03,3.08,277.1800,4.00 - 5.90,1,427.3,277.1798,4.24,1.76E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,277.1800,5.47,1.1E3,277.1801,4.55,9.81E2,-,-,0,1.00:0:0:0:0:0:0.62:0.56:0,4.41E2,4.16E2,1.06:1.00,4.75,,
,0.03,3.66,575.7992,6.15 - 6.93,1,228.5,-,-,0,575.7975,6.80,6.17E2,-,-,0,575.7997,6.78,5.33E2,575.8004,6.28,9.07E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0.86:1.47:0:0:0:0,2.87E2,1.81E2,1.59:1.00,6.62,,
,0.03,5.82,397.8883,9.36 - 10.25,3,249.7,-,-,0,397.8882,9.71,2.92E2,-,-,0,-,-,0,397.8883,9.74,2.86E2,397.8884,9.41,1.67E3,-,-,0,-,-,0,-,-,0,0:0.17:0:0:0.17:1.00:0:0:0,7.3E1,3.91E2,0.19:1.00,9.62,,
,0.03,5.24,464.8237,15.62 - 16.85,1,245.9,-,-,0,464.8234,16.82,3.68E2,-,-,0,-,-,0,-,-,0,464.8236,16.00,3.94E2,-,-,0,-,-,0,464.8241,15.86,1.45E3,0:0.93:0:0:0:1.00:0:0:3.68,9.19E1,3.69E2,0.25:1.00,16.23,,
,0.03,8.35,534.8051,18.34 - 18.41,1,35.5,534.8051,18.37,3.19E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,7.98E1,0,1.00:0,18.37,,
,0.03,8.35,588.5693,0.11 - 0.19,1,4E4,-,-,0,-,-,0,-,-,0,-,-,0,588.5693,0.17,3.59E5,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,7.18E4,0:1.00,0.17,,
,0.03,3.27,407.1194,3.48 - 3.94,1,697.1,407.1200,3.79,3.09E3,-,-,0,-,-,0,-,-,0,-,-,0,407.1187,3.77,3.19E3,-,-,0,-,-,0,-,-,0,0.97:0:0:0:0:1.00:0:0:0,7.72E2,6.37E2,1.21:1.00,3.78,,
,0.03,8.35,550.1293,3.12 - 3.50,1,299,550.1296,3.38,7.67E2,-,-,0,550.1290,3.39,1.92E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:2.51:0:0:0:0:0:0,6.73E2,0,1.00:0,3.39,,
,0.03,8.35,414.8038,1.80 - 1.89,1,22.5,-,-,0,-,-,0,414.8038,1.83,2.02E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,5.06E1,0,1.00:0,1.83,,
,0.03,5.47,277.1801,10.26 - 12.50,1,142.3,277.1796,12.46,1.93E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,277.1800,10.34,6.32E2,277.1806,10.93,4.57E2,-,-,0,1.00:0:0:0:0:0:3.28:2.37:0,4.82E1,2.18E2,0.22:1.00,11.24,,
,0.03,8.35,861.7941,13.19 - 13.28,1,32.2,-,-,0,-,-,0,-,-,0,-,-,0,861.7941,13.23,2.9E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,0,5.8E1,0:1.00,13.23,,
,0.03,8.35,564.9355,11.87 - 12.03,2,61.3,-,-,0,564.9355,11.96,5.52E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.38E2,0,1.00:0,11.96,,
