Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,FABP1_C00_neg m/z,FABP1_C00_neg RT mean,FABP1_C00_neg Normalized Area,FABP1_C05_neg m/z,FABP1_C05_neg RT mean,FABP1_C05_neg Normalized Area,FABP1_C06_neg m/z,FABP1_C06_neg RT mean,FABP1_C06_neg Normalized Area,FABP1_C07_neg m/z,FABP1_C07_neg RT mean,FABP1_C07_neg Normalized Area,FABP1_C11_neg m/z,FABP1_C11_neg RT mean,FABP1_C11_neg Normalized Area,FABP1_C12_neg m/z,FABP1_C12_neg RT mean,FABP1_C12_neg Normalized Area,FABP1_C08_neg m/z,FABP1_C08_neg RT mean,FABP1_C08_neg Normalized Area,FABP1_C09_neg m/z,FABP1_C09_neg RT mean,FABP1_C09_neg Normalized Area,FABP1_C10_neg m/z,FABP1_C10_neg RT mean,FABP1_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.01,8.14,838.7020,18.44 - 18.88,1,208.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,838.7012,18.78,1.44E3,838.7027,18.46,4.38E2,-,-,0,0:0:0:0:0:0:1.00:0.30:0,0,6.26E2,0:1.00,18.62,,
,0.01,4.24,611.3145,11.86 - 12.83,2,178.7,-,-,0,-,-,0,-,-,0,611.3135,12.71,7.4E2,-,-,0,-,-,0,-,-,0,611.3154,12.13,8.68E2,-,-,0,0:0:0:1.00:0:0:0:1.17:0,1.23E2,2.89E2,1.00:2.34,12.42,,
,0.01,8.14,768.7870,5.57 - 5.86,1,80.4,-,-,0,-,-,0,-,-,0,768.7851,5.62,4.12E2,-,-,0,768.7890,5.81,3.12E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0.76:0:0:0,1.21E2,0,1.00:0,5.71,,
,0.01,4.35,768.7913,19.22 - 19.89,1,167.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,768.7909,19.81,6.67E2,-,-,0,-,-,0,768.7917,19.30,8.37E2,0:0:0:0:0:1.00:0:0:1.25,1.11E2,2.79E2,1.00:2.51,19.55,,
,0.01,4.45,376.8317,8.82 - 9.95,1,288.1,-,-,0,-,-,0,-,-,0,376.8314,9.01,2.18E3,-,-,0,-,-,0,-,-,0,376.8321,9.62,4.08E2,-,-,0,0:0:0:1.00:0:0:0:0.19:0,3.64E2,1.36E2,1.00:0.37,9.32,,
,0.01,3.18,655.8159,12.43 - 18.10,1,978.4,-,-,0,-,-,0,-,-,0,-,-,0,655.8152,13.10,6.12E3,-,-,0,-,-,0,655.8165,12.68,2.68E3,-,-,0,0:0:0:0:1.00:0:0:0.44:0,1.02E3,8.95E2,1.00:0.88,12.89,,
,0.01,5.70,532.8113,4.60 - 6.48,1,101.3,532.8114,4.63,2.49E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,532.8112,6.40,6.63E2,-,-,0,-,-,0,1.00:0:0:0:0:0:2.66:0:0,4.15E1,2.21E2,1.00:5.33,5.51,,
,0.01,8.14,429.8597,21.74 - 22.00,1,122.1,-,-,0,-,-,0,-,-,0,429.8597,21.87,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.83E2,0,1.00:0,21.87,,
,0.01,8.14,602.7929,16.92 - 17.31,1,54.3,-,-,0,-,-,0,602.7905,17.25,2.58E2,-,-,0,-,-,0,602.7953,16.96,2.31E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0.89:0:0:0,8.14E1,0,1.00:0,17.10,,
,0.01,8.14,461.0844,2.30 - 2.48,1,111.8,-,-,0,-,-,0,-,-,0,-,-,0,461.0844,2.38,1.01E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.68E2,0,1.00:0,2.38,,
,0.01,5.10,768.7300,12.08 - 13.61,1,246.3,-,-,0,-,-,0,-,-,0,768.7320,12.19,7.55E2,-,-,0,-,-,0,768.7281,13.13,1.46E3,-,-,0,-,-,0,0:0:0:1.00:0:0:1.93:0:0,1.26E2,4.87E2,1.00:3.87,12.66,,
,0.01,8.14,644.7810,6.28 - 6.75,1,60.4,-,-,0,-,-,0,-,-,0,644.7795,6.69,2.47E2,644.7825,6.32,2.97E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0.83:1.00:0:0:0:0,9.06E1,0,1.00:0,6.51,,
,0.01,8.14,528.8504,5.98 - 7.77,1,395.7,528.8506,6.77,2.08E3,528.8505,7.75,-,-,-,0,-,-,0,-,-,0,528.8501,6.11,1.09E3,-,-,0,-,-,0,-,-,0,1.00:-:0:0:0:0.52:0:0:0,6.33E2,0,1.00:0,6.88,,
,0.01,8.14,747.8011,18.78 - 19.53,1,147.9,747.7979,18.83,5.74E2,-,-,0,-,-,0,-,-,0,747.8043,19.44,7.57E2,-,-,0,-,-,0,-,-,0,-,-,0,0.76:0:0:0:1.00:0:0:0:0,2.22E2,0,1.00:0,19.13,,
,0.01,8.14,382.8585,4.14 - 4.50,2,127.9,-,-,0,-,-,0,-,-,0,382.8585,4.37,1.15E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.92E2,0,1.00:0,4.37,,
,0.01,3.23,944.8103,19.43 - 19.90,1,106.9,-,-,0,-,-,0,-,-,0,-,-,0,944.8092,19.81,6.04E2,-,-,0,-,-,0,-,-,0,944.8114,19.43,3.58E2,0:0:0:0:1.00:0:0:0:0.59,1.01E2,1.19E2,1.00:1.19,19.62,,
,0.01,4.63,872.7469,14.79 - 15.08,1,65.5,-,-,0,-,-,0,-,-,0,-,-,0,872.7501,14.83,2.37E2,-,-,0,872.7437,15.05,3.53E2,-,-,0,-,-,0,0:0:0:0:1.00:0:1.49:0:0,3.95E1,1.18E2,1.00:2.98,14.94,,
,0.01,8.14,439.8891,20.71 - 22.00,1,643.4,-,-,0,-,-,0,439.8887,21.77,1.81E3,439.8895,21.00,3.98E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:2.20:0:0:0:0:0,9.65E2,0,1.00:0,21.39,,
,0.01,8.14,349.9448,8.97 - 9.58,1,133.9,-,-,0,349.9448,9.37,7.18E2,-,-,0,-,-,0,349.9448,8.97,4.87E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.47:0:0:1.00:0:0:0:0,2.01E2,0,1.00:0,9.17,,
,0.01,4.93,542.8618,10.54 - 12.09,1,30.8,-,-,0,-,-,0,542.8616,10.55,1E2,-,-,0,-,-,0,-,-,0,542.8621,12.05,1.77E2,-,-,0,-,-,0,0:0:1.00:0:0:0:1.77:0:0,1.67E1,5.9E1,1.00:3.53,11.30,,
,0.01,8.14,427.0858,1.18 - 1.63,1,113.1,-,-,0,-,-,0,-,-,0,427.0862,1.52,4.83E2,427.0854,1.25,5.35E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0.90:1.00:0:0:0:0,1.7E2,0,1.00:0,1.39,,
,0.01,3.26,368.9617,11.83 - 12.45,3,34.4,-,-,0,-,-,0,-,-,0,368.9614,12.41,1.92E2,-,-,0,-,-,0,-,-,0,368.9619,11.88,1.17E2,-,-,0,0:0:0:1.00:0:0:0:0.61:0,3.21E1,3.9E1,1.00:1.22,12.15,,
,0.01,3.18,304.8442,6.34 - 8.50,1,361.5,-,-,0,-,-,0,304.8444,7.32,2.07E3,-,-,0,-,-,0,-,-,0,-,-,0,304.8440,6.42,1.18E3,-,-,0,0:0:1.00:0:0:0:0:0.57:0,3.45E2,3.94E2,1.00:1.14,6.87,,
,0.01,3.48,545.8432,15.89 - 16.62,1,37.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,545.8416,15.95,2E2,-,-,0,545.8447,16.59,1.41E2,-,-,0,0:0:0:0:0:1.00:0:0.71:0,3.33E1,4.71E1,1.00:1.41,16.27,,
,0.01,8.21,583.8831,10.40 - 11.97,1,40.7,583.8835,10.44,1.99E2,583.8826,11.94,1.67E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.84:0:0:0:0:0:0:0,6.11E1,0,1.00:0,11.19,,
,0.01,3.60,713.7743,5.20 - 5.58,1,49.5,-,-,0,-,-,0,-,-,0,713.7750,5.53,2.52E2,-,-,0,-,-,0,-,-,0,-,-,0,713.7737,5.25,1.94E2,0:0:0:1.00:0:0:0:0:0.77,4.19E1,6.47E1,1.00:1.54,5.39,,
,0.01,8.21,509.8114,6.92 - 7.69,1,116.1,509.8115,7.01,6.99E2,-,-,0,-,-,0,-,-,0,509.8114,7.59,3.45E2,-,-,0,-,-,0,-,-,0,-,-,0,2.02:0:0:0:1.00:0:0:0:0,1.74E2,0,1.00:0,7.30,,
,0.01,4.24,320.8411,18.29 - 18.81,3,41.9,-,-,0,-,-,0,320.8407,18.31,1.74E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,320.8416,18.64,2.03E2,0:0:1.00:0:0:0:0:0:1.17,2.9E1,6.77E1,1.00:2.33,18.47,,
,0.01,8.21,411.8801,4.02 - 4.17,1,64.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,411.8801,4.04,5.81E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.94E2,0:1.00,4.04,,
,0.01,8.21,872.3188,20.15 - 20.24,1,102.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,872.3188,20.17,9.19E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.06E2,0:1.00,20.17,,
,0.01,4.68,454.7963,11.73 - 12.39,1,36.1,-,-,0,-,-,0,-,-,0,454.7961,12.39,1.29E2,-,-,0,-,-,0,454.7966,11.80,1.95E2,-,-,0,-,-,0,0:0:0:1.00:0:0:1.51:0:0,2.15E1,6.51E1,1.00:3.02,12.10,,
,0.01,8.21,395.2741,3.36 - 3.89,2,785.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,395.2741,3.57,7.07E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.18E3,0,1.00:0,3.57,,
,0.01,8.21,782.7681,9.71 - 10.54,1,77.5,-,-,0,-,-,0,782.7705,9.79,4.4E2,-,-,0,-,-,0,782.7656,10.51,2.58E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0.59:0:0:0,1.16E2,0,1.00:0,10.15,,
,0.01,8.21,1245.7385,20.14 - 20.22,1,197.7,-,-,0,-,-,0,1245.7385,20.18,1.78E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.97E2,0,1.00:0,20.18,,
,0.01,8.21,1175.7727,8.00 - 8.19,1,197.4,1175.7727,8.06,1.78E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.96E2,0,1.00:0,8.06,,
,0.01,3.16,493.8194,20.92 - 21.25,1,40.9,-,-,0,-,-,0,493.8190,21.24,2.36E2,-,-,0,-,-,0,-,-,0,493.8199,20.95,1.33E2,-,-,0,-,-,0,0:0:1.00:0:0:0:0.56:0:0,3.93E1,4.42E1,1.00:1.13,21.10,,
,0.01,8.21,448.0642,2.21 - 2.38,1,95.9,-,-,0,-,-,0,448.0642,2.27,8.64E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.44E2,0,1.00:0,2.27,,
,0.01,8.21,789.7941,12.82 - 13.96,1,242.1,-,-,0,-,-,0,-,-,0,789.7949,13.87,1.65E3,789.7933,12.89,5.31E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:3.10:1.00:0:0:0:0,3.63E2,0,1.00:0,13.38,,
,0.01,8.21,723.8055,12.03 - 12.58,1,200.7,-,-,0,-,-,0,-,-,0,723.8045,12.23,1.2E3,723.8065,12.53,6.1E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.96:1.00:0:0:0:0,3.01E2,0,1.00:0,12.38,,
,0.01,8.21,349.9449,10.13 - 10.32,1,68.3,-,-,0,349.9449,10.19,6.14E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.02E2,0,1.00:0,10.19,,
,0.01,5.44,1109.7751,20.16 - 20.23,2,305.6,-,-,0,-,-,0,1109.7788,20.19,8.36E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1109.7715,20.18,1.91E3,0:0:1.00:0:0:0:0:0:2.29,1.39E2,6.38E2,1.00:4.58,20.18,,
,0.01,8.21,382.8601,4.64 - 5.19,1,78.8,382.8595,5.14,2.24E2,-,-,0,-,-,0,-,-,0,382.8608,4.73,4.85E2,-,-,0,-,-,0,-,-,0,-,-,0,0.46:0:0:0:1.00:0:0:0:0,1.18E2,0,1.00:0,4.94,,
,0.01,8.21,552.8707,9.95 - 10.81,1,107.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,552.8706,10.03,4.31E2,552.8708,10.68,5.35E2,-,-,0,0:0:0:0:0:0:1.00:1.24:0,0,3.22E2,0:1.00,10.35,,
,0.01,3.42,382.8603,16.05 - 16.40,3,71.7,-,-,0,-,-,0,382.8599,16.26,3.85E2,-,-,0,-,-,0,-,-,0,-,-,0,382.8607,16.24,2.61E2,-,-,0,0:0:1.00:0:0:0:0:0.68:0,6.41E1,8.69E1,1.00:1.36,16.25,,
,0.01,5.93,464.8245,14.34 - 14.80,1,64.1,-,-,0,-,-,0,464.8235,14.70,1.47E2,-,-,0,-,-,0,-,-,0,464.8254,14.39,4.3E2,-,-,0,-,-,0,0:0:1.00:0:0:0:2.93:0:0,2.45E1,1.43E2,1.00:5.85,14.55,,
,0.01,3.73,515.8980,8.18 - 8.83,1,33.9,-,-,0,-,-,0,-,-,0,-,-,0,515.8970,8.81,1.65E2,-,-,0,-,-,0,-,-,0,515.8991,8.23,1.4E2,0:0:0:0:1.00:0:0:0:0.84,2.76E1,4.65E1,1.00:1.69,8.52,,
,0.01,3.68,578.7798,16.13 - 17.21,1,40.6,-,-,0,-,-,0,-,-,0,-,-,0,578.7814,16.21,2.01E2,-,-,0,-,-,0,578.7782,17.14,1.64E2,-,-,0,0:0:0:0:1.00:0:0:0.82:0,3.35E1,5.47E1,1.00:1.63,16.68,,
,0.01,3.71,750.8100,15.18 - 15.86,1,37.2,-,-,0,-,-,0,-,-,0,-,-,0,750.8104,15.79,1.83E2,-,-,0,-,-,0,750.8095,15.20,1.52E2,-,-,0,0:0:0:0:1.00:0:0:0.83:0,3.05E1,5.06E1,1.00:1.66,15.50,,
,0.01,8.21,698.2848,18.07 - 20.13,2,2.7E3,698.2850,18.38,6.61E3,-,-,0,698.2845,18.41,1.75E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:2.65:0:0:0:0:0:0,4.02E3,0,1.00:0,18.39,,
,0.01,3.10,361.8728,7.93 - 8.47,1,193.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,361.8731,8.17,1.19E3,-,-,0,361.8725,8.01,5.53E2,-,-,0,0:0:0:0:0:1.00:0:0.47:0,1.98E2,1.84E2,1.00:0.93,8.09,,
,0.01,8.21,594.8410,3.67 - 3.75,1,89.6,-,-,0,-,-,0,594.8410,3.69,8.07E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.34E2,0,1.00:0,3.69,,
,0.01,3.83,298.8880,21.52 - 21.99,3,25.7,-,-,0,-,-,0,-,-,0,-,-,0,298.8882,21.97,1.22E2,-,-,0,-,-,0,-,-,0,298.8878,21.59,1.09E2,0:0:0:0:1.00:0:0:0:0.90,2.03E1,3.65E1,1.00:1.79,21.78,,
,0.01,8.21,602.7990,8.65 - 9.51,1,82.9,602.7985,8.73,5.2E2,-,-,0,-,-,0,602.7996,9.50,2.26E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0.43:0:0:0:0:0,1.24E2,0,1.00:0,9.11,,
,0.01,8.21,776.8099,15.30 - 16.20,1,253.9,776.8132,15.37,7.25E2,-,-,0,-,-,0,-,-,0,776.8066,16.13,1.56E3,-,-,0,-,-,0,-,-,0,-,-,0,0.46:0:0:0:1.00:0:0:0:0,3.81E2,0,1.00:0,15.75,,
,0.01,8.21,1180.7235,20.09 - 20.24,1,210.5,-,-,0,-,-,0,-,-,0,-,-,0,1180.7235,20.17,1.89E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,3.16E2,0,1.00:0,20.17,,
,0.01,8.21,276.9200,16.86 - 17.18,1,67.6,-,-,0,276.9200,16.96,6.08E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.01E2,0,1.00:0,16.96,,
,0.01,8.21,616.8482,5.10 - 5.76,1,230.6,-,-,0,-,-,0,-,-,0,616.8482,5.16,2.08E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,3.46E2,0,1.00:0,5.16,,
,0.01,8.21,497.3325,16.60 - 16.85,2,134.1,-,-,0,497.3325,16.70,1.21E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.01E2,0,1.00:0,16.70,,
,0.01,8.21,658.7652,20.24 - 20.40,1,80.6,-,-,0,-,-,0,-,-,0,-,-,0,658.7628,20.38,1.19E2,658.7677,20.27,6.07E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:5.10:0:0:0,1.21E2,0,1.00:0,20.33,,
,0.01,5.40,620.8558,17.46 - 18.06,1,289.6,-,-,0,-,-,0,620.8540,17.96,8.05E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,620.8575,17.61,1.8E3,0:0:1.00:0:0:0:0:0:2.24,1.34E2,6.01E2,1.00:4.48,17.78,,
,0.01,8.21,1191.7538,20.14 - 20.15,1,127.2,-,-,0,-,-,0,-,-,0,1191.7538,20.14,1.14E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.91E2,0,1.00:0,20.14,,
,0.01,8.21,596.7858,11.16 - 11.33,1,49.7,-,-,0,-,-,0,-,-,0,-,-,0,596.7882,11.23,2.18E2,596.7833,11.29,2.29E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:1.05:0:0:0,7.45E1,0,1.00:0,11.26,,
,0.01,3.85,756.8274,17.99 - 18.29,1,207.2,-,-,0,-,-,0,-,-,0,-,-,0,756.8245,18.04,9.77E2,-,-,0,-,-,0,-,-,0,756.8304,18.09,8.88E2,0:0:0:0:1.00:0:0:0:0.91,1.63E2,2.96E2,1.00:1.82,18.06,,
,0.01,8.21,414.0462,1.02 - 1.32,1,78.4,414.0462,1.28,7.05E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.18E2,0,1.00:0,1.28,,
,0.01,8.21,662.8317,5.06 - 6.68,1,752.9,-,-,0,-,-,0,-,-,0,662.8319,5.25,4.2E3,-,-,0,662.8315,6.53,2.57E3,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0.61:0:0:0,1.13E3,0,1.00:0,5.89,,
,0.01,8.21,885.8105,20.13 - 20.21,1,143,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,885.8105,20.15,1.29E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,4.29E2,0:1.00,20.15,,
,0.01,8.21,411.3839,4.92 - 5.34,2,130.3,-,-,0,411.3839,5.08,1.17E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.95E2,0,1.00:0,5.08,,
,0.01,8.21,577.7979,5.05 - 6.35,1,139.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,577.7969,6.19,8.83E2,-,-,0,577.7990,5.12,3.7E2,0:0:0:0:0:0:1.00:0:0.42,0,4.18E2,0:1.00,5.66,,
,0.01,8.21,599.5281,14.57 - 15.28,3,53,-,-,0,599.5271,15.23,2.54E2,599.5292,14.68,2.22E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.87:0:0:0:0:0:0,7.95E1,0,1.00:0,14.95,,
,0.01,8.21,605.8146,3.95 - 4.73,1,70.8,-,-,0,-,-,0,-,-,0,605.8130,3.91,3.97E2,605.8162,4.69,2.4E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.66:1.00:0:0:0:0,1.06E2,0,1.00:0,4.30,,
,0.01,8.21,473.8359,0.00 - 0.09,1,160.4,-,-,0,473.8359,0.04,1.44E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.41E2,0,1.00:0,0.04,,
,0.01,3.86,522.8359,9.11 - 15.28,1,537,-,-,0,-,-,0,522.8358,14.11,-,522.8359,14.12,3.24E3,-,-,0,-,-,0,-,-,0,522.8360,12.28,1.06E3,-,-,0,0:0:-:1.00:0:0:0:0.33:0,6.47E2,3.53E2,1.00:0.55,13.50,,
,0.01,3.44,748.3036,19.38 - 20.22,2,164.3,-,-,0,-,-,0,-,-,0,748.3029,20.01,1.08E3,-,-,0,-,-,0,-,-,0,-,-,0,748.3044,19.43,3.94E2,0:0:0:1.00:0:0:0:0:0.36,1.81E2,1.31E2,1.00:0.73,19.72,,
,0.01,8.21,722.7863,8.81 - 9.80,1,122.2,-,-,0,722.7833,9.69,4.93E2,-,-,0,-,-,0,722.7893,8.98,6.06E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0.81:0:0:1.00:0:0:0:0,1.83E2,0,1.00:0,9.33,,
,0.01,8.21,411.8825,12.09 - 13.33,1,39.8,-,-,0,411.8821,13.24,2.19E2,-,-,0,-,-,0,411.8828,12.15,1.39E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.58:0:0:1.00:0:0:0:0,5.98E1,0,1.00:0,12.70,,
,0.01,8.21,597.8219,19.08 - 19.44,1,58.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,597.8231,19.14,2.29E2,597.8206,19.39,2.94E2,0:0:0:0:0:0:0:1.00:1.28,0,1.75E2,0:1.00,19.26,,
,0.01,3.11,478.8544,5.64 - 5.80,1,69.6,-,-,0,-,-,0,478.8517,5.73,4.28E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,478.8571,5.74,1.98E2,0:0:1.00:0:0:0:0:0:0.46,7.14E1,6.6E1,1.00:0.92,5.73,,
,0.01,8.21,621.8577,18.02 - 18.29,1,95.2,-,-,0,-,-,0,-,-,0,-,-,0,621.8553,18.24,3.47E2,621.8601,18.13,5.09E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:1.47:0:0:0,1.43E2,0,1.00:0,18.18,,
,0.01,8.21,754.7440,6.80 - 14.28,1,1.7E4,-,-,0,-,-,0,-,-,0,-,-,0,754.7440,9.28,1.57E5,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,2.61E4,0,1.00:0,9.28,,
,0.01,8.21,634.7433,14.77 - 16.11,1,254.1,-,-,0,-,-,0,634.7428,14.92,1.24E3,-,-,0,634.7439,15.99,1.05E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.18:0:1.00:0:0:0:0,3.81E2,0,1.00:0,15.45,,
,0.01,8.21,714.7711,6.13 - 6.63,1,145.5,-,-,0,714.7711,6.54,1.31E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.18E2,0,1.00:0,6.54,,
,0.01,8.21,566.7665,12.58 - 12.76,1,115.1,-,-,0,-,-,0,-,-,0,566.7655,12.68,7.03E2,-,-,0,566.7676,12.70,3.33E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0.47:0:0:0,1.73E2,0,1.00:0,12.69,,
,0.01,3.30,601.8129,10.59 - 11.48,1,40.3,601.8144,10.67,2.23E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,601.8114,11.44,1.39E2,-,-,0,-,-,0,1.00:0:0:0:0:0:0.62:0:0,3.72E1,4.63E1,1.00:1.24,11.06,,
,0.01,4.91,704.7296,19.41 - 19.90,1,168.3,-,-,0,-,-,0,-,-,0,-,-,0,704.7258,19.86,5.56E2,-,-,0,-,-,0,-,-,0,704.7333,19.55,9.58E2,0:0:0:0:1.00:0:0:0:1.72,9.27E1,3.19E2,1.00:3.45,19.70,,
,0.01,4.73,614.8345,20.24 - 20.41,1,82.8,-,-,0,-,-,0,-,-,0,-,-,0,614.8322,20.24,2.92E2,-,-,0,614.8368,20.26,4.54E2,-,-,0,-,-,0,0:0:0:0:1.00:0:1.56:0:0,4.86E1,1.51E2,1.00:3.11,20.25,,
,0.01,8.21,717.8463,17.12 - 17.60,1,80,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,717.8439,17.20,4.33E2,-,-,0,717.8486,17.57,2.87E2,0:0:0:0:0:0:1.00:0:0.66,0,2.4E2,0:1.00,17.39,,
,0.01,8.21,552.8706,10.13 - 10.61,1,77,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,552.8704,10.19,5.61E2,552.8707,10.57,1.31E2,-,-,0,0:0:0:0:0:0:1.00:0.23:0,0,2.31E2,0:1.00,10.38,,
,0.01,4.43,668.7872,16.80 - 17.18,1,121.9,-,-,0,-,-,0,-,-,0,-,-,0,668.7870,17.01,4.76E2,-,-,0,-,-,0,-,-,0,668.7874,16.94,6.21E2,0:0:0:0:1.00:0:0:0:1.30,7.94E1,2.07E2,1.00:2.61,16.98,,
,0.01,4.45,702.7297,17.24 - 17.54,1,91.9,-,-,0,-,-,0,702.7280,17.27,3.56E2,-,-,0,-,-,0,-,-,0,702.7313,17.45,4.71E2,-,-,0,-,-,0,0:0:1.00:0:0:0:1.32:0:0,5.94E1,1.57E2,1.00:2.64,17.36,,
,0.01,8.21,471.1058,4.07 - 4.49,1,241.6,-,-,0,-,-,0,-,-,0,471.1058,4.15,2.17E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,3.62E2,0,1.00:0,4.15,,
,0.01,3.07,738.7638,17.01 - 17.75,1,76.5,-,-,0,-,-,0,-,-,0,-,-,0,738.7659,17.08,4.51E2,-,-,0,-,-,0,738.7617,17.75,2.38E2,-,-,0,0:0:0:0:1.00:0:0:0.53:0,7.52E1,7.93E1,1.00:1.05,17.42,,
,0.01,5.05,723.8033,6.74 - 7.33,1,180.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,723.8046,7.26,5.69E2,723.8019,6.77,1.06E3,-,-,0,-,-,0,0:0:0:0:0:1.00:1.86:0:0,9.48E1,3.53E2,1.00:3.73,7.02,,
,0.01,3.38,392.7532,9.24 - 10.53,2,656.6,392.7532,10.13,3.56E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,392.7532,9.83,2.35E3,1.00:0:0:0:0:0:0:0:0.66,5.93E2,7.84E2,1.00:1.32,9.98,,
