Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,CLVS1_A00_neg m/z,CLVS1_A00_neg RT mean,CLVS1_A00_neg Normalized Area,CLVS1_A04_neg m/z,CLVS1_A04_neg RT mean,CLVS1_A04_neg Normalized Area,CLVS1_A05_neg m/z,CLVS1_A05_neg RT mean,CLVS1_A05_neg Normalized Area,CLVS1_A06_neg m/z,CLVS1_A06_neg RT mean,CLVS1_A06_neg Normalized Area,CLVS1_A07_neg m/z,CLVS1_A07_neg RT mean,CLVS1_A07_neg Normalized Area,CLVS1_A08_neg m/z,CLVS1_A08_neg RT mean,CLVS1_A08_neg Normalized Area,CLVS1_A09_neg m/z,CLVS1_A09_neg RT mean,CLVS1_A09_neg Normalized Area,CLVS1_A10_neg m/z,CLVS1_A10_neg RT mean,CLVS1_A10_neg Normalized Area,CLVS1_A11_neg m/z,CLVS1_A11_neg RT mean,CLVS1_A11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.29,21.06,775.5476,8.55 - 9.38,1,1.3E4,-,-,0,775.5476,9.14,7.4E4,775.5477,9.15,3.38E4,775.5475,9.11,6.25E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.46:0.08:0:0:0:0:0,1.9E4,0,1.00:0,9.13,,
,0.60,21.06,442.0889,2.87 - 4.35,1,4.9E5,442.0886,3.79,1.51E5,442.0884,3.82,1.74E6,442.0891,3.77,1.09E6,-,-,-,442.0882,3.76,4.37E5,442.0885,3.76,2.78E5,442.0889,3.77,1.64E5,442.0898,3.83,1.61E4,442.0895,3.79,3.94E4,0.92:10.59:6.62:-:2.66:1.69:1.00:0.10:0.24,7.39E5,7.33E4,10.08:1.00,3.78,,
,0.39,21.06,824.4656,7.19 - 7.98,1,2.2E4,-,-,0,824.4639,7.68,1.02E5,824.4645,7.69,6.46E4,824.4647,7.66,1.65E4,824.4661,7.65,8.29E3,824.4688,7.61,2.13E3,-,-,0,-,-,0,-,-,0,0:1.00:0.63:0.16:0.08:0.02:0:0:0,3.23E4,0,1.00:0,7.66,,
,0.59,21.05,318.0685,0.57 - 2.04,1,3.4E4,-,-,0,318.0686,1.95,1.28E5,318.0685,1.91,5.93E4,318.0686,1.90,3.36E4,318.0686,1.89,3.77E4,318.0685,1.89,3.24E4,318.0684,1.89,1.55E4,-,-,0,-,-,0,0:8.28:3.83:2.17:2.43:2.09:1.00:0:0,4.86E4,5.16E3,9.40:1.00,1.90,,
,0.32,21.03,424.1911,3.83 - 4.48,1,1E4,-,-,0,424.1911,4.34,6.31E4,424.1913,4.31,2.11E4,424.1908,4.30,5.95E3,424.1912,4.30,1.83E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.33:0.09:0.03:0:0:0:0,1.53E4,0,1.00:0,4.31,,
,0.62,20.99,702.5069,8.05 - 8.81,1,2.3E5,-,-,0,702.5062,8.51,1.06E6,702.5070,8.52,5.83E5,702.5062,8.49,1.75E5,702.5072,8.46,1.07E5,702.5076,8.47,5.78E4,702.5070,8.49,4.87E4,-,-,0,702.5070,8.48,2.35E4,0:21.82:11.95:3.59:2.20:1.19:1.00:0:0.48,3.31E5,2.41E4,13.74:1.00,8.49,,
,0.46,20.98,409.2351,1.82 - 2.26,1,8.7E3,-,-,0,409.2352,2.04,2.98E4,409.2354,2.01,1.82E4,409.2351,2.00,1.38E4,409.2353,2.00,1.08E4,409.2347,2.00,5.67E3,-,-,0,-,-,0,-,-,0,0:1.00:0.61:0.46:0.36:0.19:0:0:0,1.3E4,0,1.00:0,2.01,,
,0.51,20.87,716.5220,8.54 - 9.26,1,5.2E5,-,-,0,716.5222,8.98,2.66E6,716.5219,8.98,1.42E6,716.5215,8.95,4.01E5,-,-,0,716.5220,8.94,1.32E5,-,-,0,-,-,0,716.5223,8.95,5.88E4,0:1.00:0.53:0.15:0:0.05:0:0:0.02,7.68E5,1.96E4,39.22:1.00,8.96,,
,0.40,20.86,540.8200,0.00 - 5.04,1,3.8E4,540.8206,0.04,2.21E3,540.8196,0.05,3.52E3,540.8201,0.05,4.93E3,540.8206,0.05,3.31E3,-,-,0,540.8199,0.04,3.4E3,540.8203,0.05,4.23E3,540.8182,0.04,3.2E5,540.8210,0.04,4.24E3,0.52:0.83:1.17:0.78:0:0.80:1.00:75.75:1.00,2.89E3,1.1E5,0.03:1.00,0.05,,
,0.35,20.84,920.4841,8.61 - 9.25,1,1.4E4,-,-,0,920.4833,8.98,6.69E4,920.4843,8.97,4.22E4,920.4843,8.96,1.08E4,920.4847,8.95,5.65E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.63:0.16:0.08:0:0:0:0,2.09E4,0,1.00:0,8.96,,
,0.35,20.84,883.4907,7.03 - 8.04,1,2.2E4,-,-,0,883.4897,7.78,1.09E5,883.4904,7.79,6.91E4,883.4901,7.77,1.36E4,883.4926,7.73,2.72E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.64:0.13:0.02:0:0:0:0,3.24E4,0,1.00:0,7.77,,
,0.55,20.81,435.2508,1.84 - 2.49,1,3.3E4,-,-,0,435.2505,2.19,1.13E5,435.2508,2.16,6.99E4,435.2508,2.15,4.96E4,435.2509,2.14,3.84E4,435.2511,2.14,1.87E4,435.2507,2.14,6.81E3,-,-,0,-,-,0,0:16.56:10.26:7.28:5.65:2.75:1.00:0:0,4.82E4,2.27E3,21.25:1.00,2.15,,
,0.46,20.81,295.2632,3.72 - 4.45,1,8E3,-,-,0,295.2634,4.35,2.43E4,295.2632,4.31,2.13E4,295.2630,4.29,1.17E4,295.2635,4.29,9.48E3,295.2627,4.30,4.91E3,-,-,0,-,-,0,-,-,0,0:1.00:0.88:0.48:0.39:0.20:0:0:0,1.19E4,0,1.00:0,4.31,,
,0.40,20.78,523.3030,1.95 - 2.67,1,8.1E3,-,-,0,523.3027,2.42,3.56E4,523.3031,2.37,1.84E4,523.3029,2.36,7.77E3,523.3033,2.37,6.43E3,523.3031,2.50,4.73E3,-,-,0,-,-,0,-,-,0,0:1.00:0.52:0.22:0.18:0.13:0:0:0,1.22E4,0,1.00:0,2.40,,
,0.46,20.78,303.2319,2.46 - 3.37,1,1.1E4,-,-,0,303.2321,3.20,3.2E4,303.2320,3.16,3.63E4,303.2316,3.16,1.71E4,303.2322,3.16,1.16E4,303.2318,3.15,4.97E3,-,-,0,-,-,0,-,-,0,0:1.00:1.13:0.54:0.36:0.16:0:0:0,1.7E4,0,1.00:0,3.16,,
,0.54,20.74,747.5173,6.98 - 8.02,1,6.3E5,-,-,0,747.5157,7.79,3.6E6,747.5160,7.79,1.35E6,747.5172,7.77,4.1E5,747.5178,7.74,1.92E5,747.5180,7.74,6.79E4,747.5176,7.76,3.6E4,-,-,0,747.5190,7.75,6.06E3,0:100.07:37.54:11.40:5.33:1.89:1.00:0:0.17,9.36E5,1.4E4,66.86:1.00,7.76,,
,0.32,20.73,774.4795,8.61 - 9.25,1,1.3E4,-,-,0,774.4795,8.98,6.89E4,774.4800,8.98,3.74E4,774.4795,8.95,9.2E3,774.4791,8.96,3.8E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.54:0.13:0.06:0:0:0:0,1.99E4,0,1.00:0,8.97,,
,0.67,20.73,370.0396,0.24 - 2.04,1,5.9E4,370.0396,1.89,4.86E4,370.0397,1.92,8.95E4,370.0397,1.91,1.31E5,370.0396,1.90,6.6E4,370.0397,1.89,8.07E4,370.0397,1.89,8.98E4,-,-,0,-,-,0,370.0392,1.91,2.41E4,1.00:1.84:2.69:1.36:1.66:1.85:0:0:0.50,8.42E4,8.04E3,10.48:1.00,1.90,,
,0.55,20.69,602.7007,0.10 - 0.23,1,3.7E5,602.7007,0.19,6.32E5,602.7003,0.16,5.94E5,602.7009,0.15,5.73E5,602.7000,0.18,5.21E5,602.7006,0.17,4.48E5,602.7019,0.18,5.51E5,-,-,0,-,-,0,-,-,0,1.00:0.94:0.91:0.83:0.71:0.87:0:0:0,5.53E5,0,1.00:0,0.17,,
,0.51,20.59,495.2718,0.64 - 1.80,1,1.6E4,-,-,0,495.2720,1.70,4.92E4,495.2719,1.67,4.18E4,495.2717,1.68,1.97E4,495.2718,1.66,2.15E4,495.2716,1.66,9.72E3,-,-,0,-,-,0,-,-,0,0:1.00:0.85:0.40:0.44:0.20:0:0:0,2.37E4,0,1.00:0,1.68,,
,0.32,20.55,469.2829,1.19 - 2.22,1,8E3,469.2828,2.11,3.05E4,469.2825,2.15,1.59E4,469.2830,2.12,2.13E4,-,-,0,-,-,0,469.2830,2.10,2.44E3,469.2833,2.10,1.52E3,-,-,0,-,-,0,20.05:10.43:14.01:0:0:1.61:1.00:0:0,1.17E4,5.07E2,23.05:1.00,2.12,,
,0.28,20.54,353.1414,2.40 - 3.20,1,1E4,-,-,0,353.1415,3.03,6.31E4,353.1414,3.02,1.87E4,353.1411,3.02,1.08E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.30:0.17:0:0:0:0:0,1.54E4,0,1.00:0,3.02,,
,0.32,20.36,388.1273,2.80 - 3.65,1,2.1E4,-,-,0,388.1273,3.52,1.24E5,388.1274,3.51,5E4,388.1273,3.50,1.69E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.40:0.14:0:0:0:0:0,3.19E4,0,1.00:0,3.51,,
,0.52,20.29,458.1013,3.79 - 4.48,1,3E4,-,-,0,458.1013,4.35,1.03E5,458.1014,4.31,7.23E4,458.1011,4.29,4E4,458.1017,4.29,3.81E4,458.1011,4.30,1.54E4,-,-,0,-,-,0,-,-,0,0:1.00:0.71:0.39:0.37:0.15:0:0:0,4.47E4,0,1.00:0,4.31,,
,0.29,20.24,881.4763,5.87 - 7.10,1,1.3E4,-,-,0,881.4757,6.76,7.02E4,881.4759,6.73,4.11E4,881.4772,6.72,8.05E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.59:0.11:0:0:0:0:0,1.99E4,0,1.00:0,6.74,,
,0.32,20.22,546.8379,0.00 - 3.15,1,4.3E3,546.8384,0.01,5.09E2,-,-,0,546.8364,0.05,4.22E2,546.8387,0.04,5.23E2,546.8378,0.01,7.8E2,546.8387,0.05,5.11E2,546.8387,0.05,8.55E2,546.8369,0.50,3.42E4,546.8378,0.05,1.1E3,0.60:0:0.49:0.61:0.91:0.60:1.00:39.94:1.28,4.57E2,1.2E4,0.04:1.00,0.09,,
,0.36,20.22,319.9613,0.30 - 0.85,1,1.1E4,319.9610,0.69,1.47E4,319.9611,0.72,3.65E4,319.9615,0.70,1.51E4,319.9615,0.70,2.97E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:2.48:1.02:2.02:0:0:0:0:0,1.6E4,0,1.00:0,0.70,,
,0.51,20.22,745.5017,5.81 - 7.05,1,4.2E5,-,-,0,745.5010,6.74,2.11E6,745.5012,6.73,1.14E6,745.5012,6.70,3.06E5,745.5020,6.70,1.35E5,745.5023,6.70,4.18E4,745.5023,6.72,1.15E4,-,-,0,-,-,0,0:183.07:98.94:26.56:11.72:3.62:1.00:0:0,6.22E5,3.84E3,161.95:1.00,6.72,,
,0.39,20.21,700.4912,6.86 - 7.64,1,4.5E4,-,-,0,700.4912,7.36,2.24E5,700.4910,7.33,1.3E5,700.4900,7.33,3.22E4,700.4910,7.31,1.35E4,700.4915,7.30,3.93E3,700.4924,7.34,2.03E3,-,-,0,-,-,0,0:110.71:64.30:15.90:6.64:1.94:1.00:0:0,6.74E4,6.75E2,99.75:1.00,7.33,,
,0.34,20.19,765.9186,8.38 - 9.74,2,3.1E4,-,-,0,765.9183,8.66,1.43E5,765.9186,8.63,1.08E5,765.9181,8.70,2.53E4,765.9193,8.79,1.93E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.75:0.18:0.01:0:0:0:0,4.63E4,0,1.00:0,8.69,,
,0.35,20.15,307.0937,0.10 - 0.16,1,1E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,307.0933,0.14,4.26E5,-,-,0,307.0940,0.14,4.87E5,0:0:0:0:0:0:1.00:0:1.14,0,3.04E5,0:1.00,0.14,,
,0.50,20.14,728.5226,8.21 - 8.98,1,1.1E5,-,-,0,728.5222,8.65,4.98E5,728.5220,8.64,2.98E5,728.5218,8.60,8.43E4,728.5222,8.60,4.68E4,728.5236,8.59,2.22E4,728.5231,8.64,1.62E4,-,-,0,728.5231,8.62,6.26E3,0:30.72:18.35:5.20:2.89:1.37:1.00:0:0.39,1.58E5,7.49E3,21.11:1.00,8.62,,
,0.54,20.12,723.5932,3.35 - 3.97,1,6E4,-,-,0,723.5931,3.90,2.21E5,723.5935,3.85,4.86E3,723.5925,3.83,2.58E5,723.5931,3.84,2.06E4,723.5931,3.84,1.83E4,723.5937,3.84,2.19E4,-,-,0,-,-,0,0:10.09:0.22:11.80:0.94:0.84:1.00:0:0,8.71E4,7.29E3,11.94:1.00,3.85,,
,0.32,20.12,700.5719,6.82 - 7.46,1,2.5E3,700.5732,7.28,1.67E3,700.5708,7.32,7.21E3,700.5711,7.32,9.48E3,-,-,0,-,-,0,700.5723,7.26,3.95E3,-,-,0,-,-,0,-,-,0,1.00:4.31:5.67:0:0:2.36:0:0:0,3.72E3,0,1.00:0,7.29,,
,0.35,20.09,787.4731,5.64 - 6.85,1,2.5E4,-,-,0,787.4725,6.64,1.34E5,787.4729,6.63,7.29E4,787.4727,6.59,1.6E4,787.4744,6.57,4.34E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.54:0.12:0.03:0:0:0:0,3.78E4,0,1.00:0,6.61,,
,0.35,20.09,297.8266,0.00 - 1.18,1,2.1E4,297.8271,0.04,6.89E2,297.8261,0.05,6.24E3,297.8271,0.05,3.13E3,297.8269,0.05,1.87E3,297.8263,0.05,2.51E3,297.8268,0.05,1.56E3,297.8270,0.04,1.42E3,297.8254,0.04,1.68E5,-,-,0,0.48:4.39:2.21:1.31:1.77:1.10:1.00:118.09:0,2.67E3,5.64E4,0.05:1.00,0.05,,
,0.32,20.09,699.4279,7.35 - 7.92,1,2.2E3,-,-,0,699.4268,7.60,5.97E3,699.4280,7.63,6.64E3,699.4281,7.62,5.7E3,699.4287,7.59,1.68E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.11:0.95:0.28:0:0:0:0,3.33E3,0,1.00:0,7.61,,
,0.39,20.07,695.5027,9.28 - 9.90,1,9.9E3,695.5020,9.60,2.72E3,695.5037,9.61,5.63E4,695.5024,9.62,5.98E3,695.5028,9.59,1.3E4,-,-,0,695.5031,9.58,9.67E3,-,-,0,-,-,0,695.5021,9.60,1.81E3,1.00:20.70:2.20:4.77:0:3.55:0:0:0.66,1.46E4,6.02E2,24.28:1.00,9.60,,
,0.35,20.07,646.4249,3.30 - 3.86,1,1.8E4,-,-,0,646.4249,3.82,7.22E4,646.4254,3.77,7.71E4,646.4246,3.75,6.48E3,646.4249,3.76,8.83E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.07:0.09:0.12:0:0:0:0,2.74E4,0,1.00:0,3.77,,
,0.32,20.06,573.4073,5.06 - 6.08,1,8.3E3,-,-,0,-,-,0,573.4071,5.59,3.29E4,573.4067,5.56,2.55E4,573.4076,5.56,1.12E4,573.4076,5.55,5.17E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0.77:0.34:0.16:0:0:0,1.25E4,0,1.00:0,5.57,,
,0.44,20.05,531.3310,3.06 - 3.82,1,9.9E3,-,-,0,531.3305,3.73,3.44E4,531.3307,3.69,6.86E3,-,-,0,531.3312,3.69,6.48E3,531.3311,3.68,3.62E4,531.3315,3.69,4.84E3,-,-,0,-,-,0,0:7.11:1.42:0:1.34:7.48:1.00:0:0,1.4E4,1.61E3,8.67:1.00,3.70,,
,0.48,20.03,400.1461,3.15 - 3.97,1,1.5E5,400.1461,3.78,5.71E3,400.1464,3.82,5.82E5,400.1467,3.77,5.44E5,400.1461,3.75,1.62E5,400.1461,3.76,5.01E4,400.1459,3.76,3.34E4,400.1453,3.77,8.2E3,-,-,0,-,-,0,0.70:71.05:66.38:19.79:6.11:4.08:1.00:0:0,2.3E5,2.73E3,84.05:1.00,3.77,,
,0.29,20.01,662.4196,3.60 - 3.86,1,1.2E4,-,-,0,662.4197,3.82,5.27E4,662.4199,3.77,4.87E4,662.4192,3.79,3.08E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.92:0.06:0:0:0:0:0,1.74E4,0,1.00:0,3.79,,
,0.35,19.98,307.8553,0.00 - 0.10,1,5.3E4,-,-,0,307.8550,0.05,8.7E3,307.8554,0.05,3.98E3,307.8555,0.05,2.4E3,307.8554,0.04,2.85E3,307.8553,0.04,2E3,-,-,0,307.8549,0.04,4.53E5,307.8553,0.04,1.9E3,0:1.00:0.46:0.28:0.33:0.23:0:52.07:0.22,3.32E3,1.52E5,0.02:1.00,0.04,,
,0.47,19.96,402.1427,3.12 - 3.97,1,6E4,402.1432,3.78,2.6E3,402.1427,3.82,2.39E5,402.1427,3.77,1.86E5,402.1422,3.75,5.48E4,402.1423,3.76,4.68E4,402.1432,3.76,1.49E4,-,-,0,-,-,0,-,-,0,1.00:91.82:71.43:21.06:17.99:5.73:0:0:0,9.06E4,0,1.00:0,3.77,,
,0.37,19.91,728.6029,8.21 - 8.85,1,7E3,728.6042,8.57,6.93E3,728.6011,8.65,2.11E4,728.6031,8.64,2.15E4,-,-,0,-,-,0,728.6033,8.58,1.36E4,-,-,0,-,-,0,-,-,0,1.00:3.04:3.10:0:0:1.96:0:0:0,1.05E4,0,1.00:0,8.61,,
,0.35,19.90,810.5250,8.73 - 9.39,1,2.5E4,-,-,0,810.5245,9.10,1.22E5,810.5252,9.12,7.49E4,810.5243,9.07,1.87E4,810.5254,9.07,8.04E3,810.5254,9.05,1.86E3,-,-,0,-,-,0,-,-,0,0:1.00:0.61:0.15:0.07:0.02:0:0:0,3.76E4,0,1.00:0,9.08,,
,0.31,19.89,850.4803,7.34 - 8.22,1,1.7E4,-,-,0,850.4794,7.83,8.4E4,850.4807,7.82,5.69E4,850.4810,7.78,1.23E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.68:0.15:0:0:0:0:0,2.55E4,0,1.00:0,7.81,,
,0.34,19.88,693.4706,5.65 - 6.60,1,1.1E4,-,-,0,693.4700,6.42,6.48E4,693.4705,6.40,2.46E4,693.4712,6.38,8.66E3,693.4709,6.34,3.24E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.38:0.13:0.05:0:0:0:0,1.69E4,0,1.00:0,6.39,,
,0.40,19.86,452.0203,0.30 - 0.68,1,3.7E4,-,-,0,452.0203,0.51,8.68E4,452.0206,0.50,6.24E4,452.0201,0.48,5.15E4,452.0200,0.52,8.23E4,452.0208,0.53,5.28E4,-,-,0,-,-,0,-,-,0,0:1.00:0.72:0.59:0.95:0.61:0:0:0,5.6E4,0,1.00:0,0.51,,
,0.50,19.80,407.2195,1.01 - 1.60,1,1.4E4,-,-,0,407.2195,1.25,4.59E4,407.2199,1.24,2.66E4,407.2199,1.22,2.04E4,407.2194,1.23,1.82E4,407.2188,1.23,8.93E3,407.2194,1.22,3.08E3,-,-,0,-,-,0,0:14.90:8.64:6.62:5.91:2.90:1.00:0:0,2E4,1.03E3,19.48:1.00,1.23,,
,0.34,19.77,958.5173,20.23 - 20.78,2,3.5E3,-,-,0,958.5192,20.32,9.23E3,958.5172,20.31,1.2E4,958.5179,20.30,6.46E3,958.5145,20.29,2.7E3,958.5176,20.31,9.54E2,-,-,0,-,-,0,-,-,0,0:1.00:1.30:0.70:0.29:0.10:0:0:0,5.21E3,0,1.00:0,20.31,,
,0.70,19.73,520.1376,3.17 - 4.05,1,1.1E5,520.1381,3.85,1.5E4,520.1377,3.90,5.51E5,520.1375,3.85,3.68E4,520.1371,3.83,2.67E5,520.1373,3.84,2.36E4,520.1378,3.84,4.7E4,520.1379,3.84,5.45E4,-,-,0,-,-,0,0.27:10.11:0.68:4.90:0.43:0.86:1.00:0:0,1.57E5,1.82E4,8.63:1.00,3.85,,
,0.36,19.72,317.9641,0.28 - 0.83,1,1.1E4,317.9638,0.69,1.65E4,317.9640,0.71,3.87E4,317.9644,0.71,1.35E4,317.9644,0.70,3.29E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:2.34:0.82:1.99:0:0:0:0:0,1.69E4,0,1.00:0,0.70,,
,0.32,19.69,845.4300,7.35 - 7.88,1,4.3E3,-,-,0,845.4272,7.66,1.47E4,845.4298,7.61,1.2E4,845.4312,7.62,8.97E3,845.4316,7.64,3.32E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.81:0.61:0.22:0:0:0:0,6.51E3,0,1.00:0,7.63,,
,0.32,19.69,414.3212,0.59 - 2.04,1,1.4E4,414.3207,1.56,9.63E3,414.3213,1.62,5.4E4,-,-,0,414.3213,1.56,2.1E4,-,-,0,414.3214,1.60,3.93E4,-,-,0,-,-,0,-,-,0,1.00:5.61:0:2.18:0:4.08:0:0:0,2.07E4,0,1.00:0,1.59,,
,0.34,19.67,878.5126,8.71 - 9.38,1,1.5E4,-,-,0,878.5117,9.11,7.53E4,878.5125,9.10,4.81E4,878.5131,9.09,1.15E4,878.5133,9.05,4.25E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.64:0.15:0.06:0:0:0:0,2.32E4,0,1.00:0,9.09,,
,0.32,19.64,409.2600,2.22 - 3.00,1,6.3E3,409.2616,2.83,1.87E3,409.2589,2.93,2.86E4,409.2617,2.84,7.2E3,-,-,0,409.2589,2.89,7.38E3,409.2586,2.89,1.2E4,-,-,0,-,-,0,-,-,0,1.00:15.27:3.84:0:3.94:6.42:0:0:0,9.52E3,0,1.00:0,2.87,,
,0.37,19.60,460.0983,3.82 - 4.45,1,7.7E3,-,-,0,460.0979,4.35,2.97E4,460.0986,4.31,1.94E4,460.0982,4.29,1.01E4,460.0983,4.30,9.84E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.65:0.34:0.33:0:0:0:0,1.15E4,0,1.00:0,4.31,,
,0.32,19.51,549.1387,1.90 - 3.10,1,1.6E4,549.1384,2.95,1.96E4,549.1393,3.00,6.85E4,549.1389,2.95,3.89E4,549.1381,2.96,1.36E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:3.50:1.99:0.69:0:0:0:0:0,2.34E4,0,1.00:0,2.97,,
,0.32,19.51,602.2200,5.90 - 6.56,1,4.9E3,-,-,0,-,-,0,602.2196,6.29,1.56E4,602.2200,6.24,9.71E3,602.2204,6.24,1.11E4,602.2202,6.22,7.71E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0.62:0.71:0.49:0:0:0,7.36E3,0,1.00:0,6.25,,
,0.32,19.49,620.4089,3.37 - 3.86,1,9.2E3,-,-,0,620.4090,3.69,5.06E4,620.4091,3.69,2.13E4,-,-,0,620.4088,3.66,6.36E3,620.4087,3.68,4.1E3,-,-,0,-,-,0,-,-,0,0:1.00:0.42:0:0.13:0.08:0:0:0,1.37E4,0,1.00:0,3.68,,
,0.34,19.48,537.3530,2.50 - 3.13,1,3.5E3,537.3535,3.02,3.26E3,-,-,0,537.3527,3.02,1.49E4,537.3526,3.01,3.94E3,-,-,0,537.3531,3.01,9.08E3,-,-,0,-,-,0,-,-,0,1.00:0:4.57:1.21:0:2.78:0:0:0,5.2E3,0,1.00:0,3.01,,
,0.34,19.47,518.3690,1.41 - 2.52,1,3.5E3,518.3695,2.23,2.77E3,518.3691,2.27,9.8E3,518.3685,2.37,3.81E3,518.3690,2.37,1.49E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:3.54:1.38:5.40:0:0:0:0:0,5.22E3,0,1.00:0,2.31,,
,0.33,19.43,591.4619,5.87 - 6.44,1,5.6E3,-,-,0,-,-,0,591.4619,6.21,8.52E3,591.4614,6.20,1.15E4,591.4619,6.20,1.7E4,591.4622,6.18,1.35E4,-,-,0,-,-,0,-,-,0,0:0:1.00:1.35:1.99:1.58:0:0:0,8.42E3,0,1.00:0,6.20,,
,0.29,19.37,951.4778,7.03 - 8.06,1,1.1E4,-,-,0,951.4771,7.78,5.59E4,951.4786,7.81,3.31E4,951.4762,7.75,4.41E3,951.4795,7.76,1.36E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.59:0.08:0.02:0:0:0:0,1.58E4,0,1.00:0,7.77,,
,0.36,19.34,841.5196,7.18 - 8.18,1,3.2E4,-,-,0,841.5186,7.92,1.64E5,841.5189,7.91,9.76E4,841.5194,7.87,2E4,841.5216,7.87,4.11E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.59:0.12:0.03:0:0:0:0,4.77E4,0,1.00:0,7.89,,
,0.28,19.30,918.4681,7.36 - 8.20,1,9.7E3,-,-,0,918.4673,7.82,4.73E4,918.4688,7.81,3.39E4,918.4683,7.80,6.48E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.72:0.14:0:0:0:0:0,1.46E4,0,1.00:0,7.81,,
,0.40,19.24,852.4958,8.59 - 9.27,1,2.6E4,-,-,0,852.4961,8.96,1.19E5,852.4961,8.98,7.38E4,852.4961,8.93,1.98E4,852.4954,8.95,1.05E4,852.4954,8.93,4.42E3,852.4960,8.93,2.67E3,-,-,0,-,-,0,0:44.43:27.59:7.39:3.95:1.65:1.00:0:0,3.79E4,8.91E2,42.50:1.00,8.95,,
,0.36,19.17,561.1641,2.22 - 3.08,1,4.7E3,561.1643,2.94,5.12E3,561.1642,2.98,2.18E4,561.1639,2.95,1.14E4,561.1641,2.96,3.95E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:4.26:2.23:0.77:0:0:0:0:0,7.06E3,0,1.00:0,2.96,,
,0.34,19.16,763.5118,5.10 - 6.73,1,1.4E4,-,-,0,763.5109,6.61,1.56E4,763.5115,6.20,9.24E4,763.5112,6.19,1.72E4,763.5136,6.16,2.7E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:5.93:1.10:0.17:0:0:0:0,2.13E4,0,1.00:0,6.29,,
,0.28,19.16,960.4389,7.19 - 7.93,1,6E3,-,-,0,960.4395,7.66,2.96E4,960.4392,7.69,2.04E4,960.4381,7.61,3.84E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.69:0.13:0:0:0:0:0,8.98E3,0,1.00:0,7.65,,
,0.40,19.14,579.3151,0.34 - 0.62,1,3.5E4,-,-,0,579.3154,0.51,1.04E5,-,-,0,-,-,0,579.3146,0.52,1.18E5,579.3153,0.53,9.01E4,-,-,0,-,-,0,-,-,0,0:1.00:0:0:1.13:0.87:0:0:0,5.2E4,0,1.00:0,0.52,,
,0.40,19.13,490.3739,2.15 - 3.00,1,1E4,490.3738,2.87,9.07E3,490.3743,2.92,1.12E4,490.3738,2.88,6.29E4,-,-,0,-,-,0,490.3736,2.86,9.45E3,-,-,0,-,-,0,-,-,0,1.00:1.24:6.93:0:0:1.04:0:0:0,1.54E4,0,1.00:0,2.88,,
,0.46,19.09,449.2172,0.89 - 1.55,1,9.6E4,-,-,0,449.2171,1.29,2.02E5,-,-,0,449.2172,1.35,1.86E3,449.2175,1.33,3.93E5,449.2168,1.32,2.65E5,-,-,0,-,-,0,-,-,0,0:1.00:0:0.01:1.94:1.31:0:0:0,1.44E5,0,1.00:0,1.32,,
