Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,ORP10_C00_neg m/z,ORP10_C00_neg RT mean,ORP10_C00_neg Normalized Area,ORP10_C07_neg m/z,ORP10_C07_neg RT mean,ORP10_C07_neg Normalized Area,ORP10_C08_neg m/z,ORP10_C08_neg RT mean,ORP10_C08_neg Normalized Area,ORP10_C09_neg m/z,ORP10_C09_neg RT mean,ORP10_C09_neg Normalized Area,ORP10_C10_neg m/z,ORP10_C10_neg RT mean,ORP10_C10_neg Normalized Area,ORP10_C11_neg m/z,ORP10_C11_neg RT mean,ORP10_C11_neg Normalized Area,ORP10_C04_neg m/z,ORP10_C04_neg RT mean,ORP10_C04_neg Normalized Area,ORP10_C05_neg m/z,ORP10_C05_neg RT mean,ORP10_C05_neg Normalized Area,ORP10_C06_neg m/z,ORP10_C06_neg RT mean,ORP10_C06_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.79,3.93,738.4258,3.91 - 4.90,1,2.8E4,738.4261,4.53,1.45E4,738.4247,4.55,3.11E4,738.4265,4.57,2.26E4,738.4257,4.54,3.07E4,738.4249,4.53,3.95E4,738.4261,4.54,1.72E4,738.4261,4.59,2.5E4,738.4260,4.56,5.29E4,738.4261,4.54,1.84E4,0.27:0.59:0.43:0.58:0.75:0.33:0.47:1.00:0.35,2.59E4,3.21E4,0.81:1.00,4.55,,
,0.78,5.61,540.7504,0.11 - 0.26,1,5.4E5,540.7509,0.16,5.73E5,540.7504,0.17,5.46E5,540.7501,0.18,4.45E5,540.7500,0.18,9.92E5,-,-,0,540.7498,0.19,1.19E6,-,-,0,540.7510,0.16,3.23E5,540.7504,0.18,7.82E5,1.78:1.69:1.38:3.07:0:3.69:0:1.00:2.42,6.25E5,3.68E5,1.70:1.00,0.17,,
,0.78,4.03,459.3142,2.98 - 3.78,1,3E4,459.3140,3.62,6.31E3,459.3143,3.62,4.7E4,459.3141,3.63,4.01E4,459.3139,3.63,3.45E4,459.3140,3.62,4.08E4,459.3143,3.63,2.27E4,-,-,0,459.3142,3.63,4.32E4,459.3144,3.62,3.26E4,0.15:1.09:0.93:0.80:0.95:0.53:0:1.00:0.75,3.19E4,2.52E4,1.26:1.00,3.63,,
,0.78,3.91,574.7856,15.75 - 20.13,1,4.4E4,574.7859,18.98,5.16E4,574.7856,18.85,3.44E4,574.7861,18.51,7.6E4,574.7855,19.00,3.2E4,574.7850,19.04,2.76E4,574.7861,18.72,2.27E4,574.7850,18.98,4.59E4,574.7863,18.81,6.16E4,574.7852,19.01,4.31E4,0.84:0.56:1.23:0.52:0.45:0.37:0.75:1.00:0.70,4.07E4,5.02E4,0.81:1.00,18.88,,
,0.78,3.12,444.0880,2.85 - 4.41,1,4.6E4,444.0878,3.78,1.13E5,444.0879,3.79,4.26E4,444.0885,3.82,1.87E4,444.0879,3.81,1.71E4,444.0878,3.80,5.24E4,444.0879,3.79,3.2E4,444.0879,3.73,3.58E4,444.0880,3.79,6.89E4,444.0881,3.80,3.71E4,1.63:0.62:0.27:0.25:0.76:0.46:0.52:1.00:0.54,4.59E4,4.73E4,0.97:1.00,3.79,,
,0.78,6.45,509.3781,7.95 - 11.94,1,4.6E4,509.3781,8.11,3.19E4,509.3779,8.21,7.4E4,509.3783,8.34,3.15E4,509.3784,8.29,2.35E4,509.3784,8.22,2.71E4,509.3783,8.27,2.16E4,509.3778,8.57,7.3E4,509.3778,8.54,9.85E4,509.3778,8.23,3E4,0.32:0.75:0.32:0.24:0.27:0.22:0.74:1.00:0.31,3.49E4,6.72E4,0.52:1.00,8.31,,
,0.78,5.90,374.1328,2.74 - 5.18,1,7.3E4,374.1328,3.66,6.32E4,374.1328,3.66,5.91E4,374.1330,3.68,4.49E4,374.1328,3.68,6.76E4,374.1325,3.66,8.77E4,374.1328,3.67,2.69E4,374.1331,3.70,1.65E5,374.1329,3.68,1E5,374.1330,3.67,4.3E4,0.63:0.59:0.45:0.67:0.87:0.27:1.64:1.00:0.43,5.82E4,1.03E5,0.57:1.00,3.67,,
,0.77,3.73,889.8295,20.04 - 20.23,2,1.1E4,889.8298,20.16,1.16E4,889.8296,20.16,1.26E4,889.8298,20.16,1.37E4,889.8290,20.16,9.31E3,889.8292,20.17,9.39E3,889.8293,20.17,7.22E3,889.8293,20.17,1.57E4,889.8286,20.15,1.21E4,889.8307,20.15,9.97E3,0.96:1.04:1.13:0.77:0.77:0.59:1.30:1.00:0.82,1.06E4,1.26E4,0.84:1.00,20.16,,
,0.77,3.52,472.0090,0.26 - 0.62,1,3.8E4,472.0090,0.48,3.08E4,472.0089,0.47,5.06E4,472.0084,0.50,7.39E4,472.0093,0.48,1.77E4,472.0090,0.48,4.77E4,472.0091,0.51,1.72E4,-,-,0,472.0096,0.47,5.82E4,472.0089,0.48,4.69E4,0.53:0.87:1.27:0.30:0.82:0.30:0:1.00:0.81,3.96E4,3.51E4,1.13:1.00,0.48,,
,0.77,3.47,622.8920,19.14 - 20.25,2,9.9E3,622.8922,20.18,1.11E4,622.8917,20.18,1.15E4,622.8918,20.17,1.06E4,622.8922,20.16,8.17E3,622.8915,20.17,9.11E3,622.8922,20.18,6.71E3,622.8918,20.17,1.33E4,622.8923,20.17,1.01E4,622.8925,20.15,8.58E3,1.10:1.13:1.05:0.81:0.90:0.66:1.31:1.00:0.85,9.54E3,1.07E4,0.89:1.00,20.17,,
,0.77,3.57,644.7709,17.10 - 20.14,1,4.7E4,644.7707,18.57,5.22E4,644.7705,18.93,4.3E4,644.7720,18.94,5.03E4,644.7719,18.92,4.4E4,644.7697,18.96,5.08E4,644.7708,18.99,3E4,644.7714,19.00,5.97E4,644.7689,18.91,6.16E4,644.7726,19.11,3.32E4,0.85:0.70:0.82:0.71:0.83:0.49:0.97:1.00:0.54,4.51E4,5.15E4,0.88:1.00,18.93,,
,0.77,6.79,364.0064,0.39 - 2.02,1,2.9E4,364.0064,1.90,7.05E4,364.0063,1.91,2.93E4,364.0064,1.90,4.9E4,364.0064,1.90,1.5E4,364.0062,1.90,1.3E4,364.0064,1.89,3.11E4,-,-,0,364.0065,1.89,9.26E3,364.0064,1.89,4.22E4,7.61:3.16:5.29:1.62:1.40:3.36:0:1.00:4.56,3.47E4,1.72E4,2.02:1.00,1.90,,
,0.77,3.76,826.8552,20.07 - 20.24,2,1.1E4,826.8562,20.18,1.24E4,826.8552,20.18,1.16E4,826.8552,20.17,1.3E4,826.8551,20.16,9.34E3,826.8536,20.19,9.67E3,826.8552,20.18,8.05E3,826.8548,20.19,1.58E4,826.8564,20.17,1.18E4,826.8550,20.17,1.09E4,1.05:0.98:1.10:0.79:0.82:0.68:1.33:1.00:0.92,1.07E4,1.28E4,0.83:1.00,20.18,,
,0.77,4.47,687.5811,15.30 - 16.47,1,5.9E4,687.5815,15.99,2.67E4,687.5807,15.93,5.55E4,687.5813,15.90,7.25E4,687.5812,15.91,5.43E4,687.5812,15.90,6.29E4,687.5811,15.87,4.29E4,687.5804,15.85,9.25E4,687.5815,15.90,7.29E4,687.5814,15.86,5.43E4,0.37:0.76:0.99:0.74:0.86:0.59:1.27:1.00:0.75,5.25E4,7.32E4,0.72:1.00,15.90,,
,0.77,3.66,800.8483,20.08 - 20.23,2,8E3,800.8481,20.18,8.16E3,800.8480,20.18,8.82E3,800.8483,20.17,9.32E3,800.8477,20.16,6.58E3,800.8478,20.17,8.02E3,800.8483,20.18,4.51E3,800.8486,20.19,1.04E4,800.8485,20.18,9.09E3,800.8492,20.17,7.12E3,0.90:0.97:1.02:0.72:0.88:0.50:1.15:1.00:0.78,7.57E3,8.89E3,0.85:1.00,20.17,,
,0.77,9.40,507.9937,0.26 - 0.62,1,5.5E4,-,-,0,507.9936,0.51,7.3E4,507.9935,0.50,3.19E4,507.9940,0.54,6.2E4,507.9934,0.50,2.17E4,507.9939,0.56,9.92E3,-,-,0,507.9938,0.51,2.23E5,507.9935,0.52,7.37E4,0:0.33:0.14:0.28:0.10:0.04:0:1.00:0.33,3.31E4,9.89E4,0.33:1.00,0.52,,
,0.77,4.43,461.3299,3.57 - 4.27,1,3E4,461.3300,4.13,9.13E3,461.3300,4.13,4.93E4,461.3300,4.14,4.04E4,461.3296,4.14,3.22E4,461.3293,4.13,4.16E4,461.3300,4.13,2.35E4,-,-,0,461.3301,4.13,3.64E4,461.3301,4.13,3.43E4,0.25:1.35:1.11:0.89:1.14:0.64:0:1.00:0.94,3.27E4,2.36E4,1.39:1.00,4.13,,
,0.76,9.05,505.9967,0.11 - 0.63,1,6E4,-,-,0,505.9967,0.51,8.72E4,505.9966,0.50,3.52E4,505.9971,0.54,6.62E4,505.9966,0.50,2.53E4,505.9970,0.56,9.61E3,-,-,0,505.9969,0.51,2.4E5,505.9962,0.52,8.01E4,0:0.36:0.15:0.28:0.11:0.04:0:1.00:0.33,3.73E4,1.07E5,0.35:1.00,0.52,,
,0.76,4.72,527.4483,11.52 - 12.27,1,4.6E4,527.4483,11.83,5.09E4,527.4482,11.84,5.93E4,527.4484,11.87,6.09E4,527.4483,11.85,4.68E4,527.4481,11.85,6.02E4,527.4481,11.83,3.31E4,-,-,0,527.4485,11.85,5.65E4,527.4484,11.85,4.97E4,0.90:1.05:1.08:0.83:1.07:0.59:0:1.00:0.88,5.19E4,3.54E4,1.46:1.00,11.85,,
,0.76,4.38,462.0410,0.43 - 2.69,1,3.8E4,462.0411,2.15,1.04E4,462.0412,2.14,5.13E4,462.0410,2.15,4.89E4,462.0410,2.15,4.02E4,462.0410,2.14,6.09E4,462.0411,2.14,3.56E4,-,-,0,462.0407,2.14,4.86E4,462.0411,2.14,4.17E4,0.21:1.06:1.01:0.83:1.25:0.73:0:1.00:0.86,4.12E4,3.01E4,1.37:1.00,2.14,,
,0.76,5.15,428.0692,0.28 - 0.63,1,2.6E4,428.0693,0.49,4.17E4,428.0690,0.51,4.14E4,428.0689,0.50,5.58E4,428.0693,0.50,6.09E3,428.0690,0.50,2.43E4,428.0697,0.51,6.56E3,-,-,0,428.0690,0.51,1.51E4,428.0691,0.52,4.02E4,2.75:2.73:3.68:0.40:1.60:0.43:0:1.00:2.66,2.93E4,1.85E4,1.59:1.00,0.51,,
,0.76,3.79,894.8429,20.08 - 20.24,2,8.6E3,894.8433,20.18,9.18E3,894.8422,20.18,9.63E3,894.8446,20.17,8.95E3,894.8422,20.16,7.04E3,894.8428,20.17,7.33E3,894.8424,20.18,6.01E3,894.8433,20.19,1.23E4,894.8430,20.17,8.89E3,894.8428,20.17,7.95E3,1.03:1.08:1.01:0.79:0.83:0.68:1.38:1.00:0.89,8.02E3,9.7E3,0.83:1.00,20.17,,
,0.76,5.12,564.3458,3.93 - 5.31,1,3.1E4,564.3461,5.14,1.72E4,564.3460,5.14,5.28E4,564.3461,5.16,4.3E4,564.3459,5.15,3.07E4,564.3459,5.14,3.64E4,564.3459,5.15,3.25E4,-,-,0,564.3453,5.15,3.44E4,564.3454,5.15,3.3E4,0.50:1.54:1.25:0.89:1.06:0.95:0:1.00:0.96,3.54E4,2.25E4,1.58:1.00,5.15,,
,0.76,3.08,470.0123,0.26 - 0.62,1,4.4E4,470.0126,0.48,3.4E4,470.0124,0.47,5.64E4,470.0123,0.46,8.31E4,470.0128,0.48,1.96E4,470.0118,0.48,5.19E4,470.0126,0.48,1.85E4,-,-,0,470.0120,0.47,7.8E4,470.0117,0.48,5.13E4,0.44:0.72:1.07:0.25:0.66:0.24:0:1.00:0.66,4.39E4,4.31E4,1.02:1.00,0.48,,
,0.76,6.32,702.5101,8.10 - 8.80,1,5.4E4,-,-,0,702.5100,8.49,1.16E5,702.5101,8.50,4.99E4,702.5102,8.50,3.44E4,702.5098,8.47,3.98E4,702.5097,8.48,1.5E4,-,-,0,702.5102,8.48,1.55E5,702.5104,8.47,7.59E4,0:0.75:0.32:0.22:0.26:0.10:0:1.00:0.49,4.25E4,7.7E4,0.55:1.00,8.48,,
,0.76,6.26,498.1608,3.61 - 5.49,1,3.5E4,498.1621,4.32,1.26E4,498.1611,4.48,3.27E4,498.1609,4.52,3.59E4,498.1597,4.55,2.77E4,498.1602,4.55,3.36E4,498.1608,4.54,2.24E4,498.1613,4.59,6.66E4,498.1604,4.56,5.21E4,498.1609,4.58,2.9E4,0.24:0.63:0.69:0.53:0.65:0.43:1.28:1.00:0.56,2.75E4,4.92E4,0.56:1.00,4.52,,
,0.76,5.58,337.1827,0.26 - 0.62,1,3.4E4,337.1823,0.49,5.46E4,337.1824,0.51,4.67E4,337.1826,0.50,8.55E4,337.1829,0.50,1.2E4,337.1826,0.50,3.04E4,337.1832,0.51,6.23E3,-,-,0,337.1827,0.51,1.79E4,337.1826,0.52,5.49E4,3.05:2.60:4.77:0.67:1.69:0.35:0:1.00:3.06,3.92E4,2.43E4,1.62:1.00,0.51,,
,0.76,3.36,547.3280,0.26 - 0.56,1,2.3E4,547.3280,0.41,1.55E4,547.3279,0.44,3.25E4,547.3280,0.42,5.04E4,547.3286,0.39,9.04E3,547.3274,0.44,2.61E4,547.3285,0.45,9.23E3,-,-,0,547.3281,0.38,2.37E4,547.3275,0.43,4.23E4,0.65:1.37:2.13:0.38:1.10:0.39:0:1.00:1.79,2.38E4,2.2E4,1.08:1.00,0.42,,
,0.76,3.55,388.0442,0.63 - 3.24,1,8E4,388.0441,2.83,7.03E4,388.0442,2.85,8.95E4,388.0442,2.85,8.01E4,388.0442,2.84,7.9E4,388.0440,2.84,7.47E4,388.0443,2.84,7.33E4,-,-,-,388.0443,2.84,1.05E5,388.0445,2.84,7E4,0.67:0.85:0.76:0.75:0.71:0.70:-:1.00:0.67,7.78E4,8.76E4,0.89:1.00,2.84,,
,0.76,9.27,384.1617,2.54 - 5.88,1,6.3E4,384.1617,3.69,4.27E4,384.1617,3.66,4.87E4,384.1620,3.68,3.61E4,384.1619,3.66,4.16E4,384.1614,3.66,5.77E4,384.1617,3.67,1.79E4,384.1620,3.70,2.16E5,384.1618,3.68,7.01E4,384.1612,3.67,3.28E4,0.61:0.69:0.52:0.59:0.82:0.26:3.08:1.00:0.47,4.08E4,1.06E5,0.38:1.00,3.68,,
,0.75,3.27,275.2020,1.62 - 2.68,1,1.6E4,275.2019,2.57,1.93E4,275.2020,2.58,1.63E4,275.2020,2.58,9.56E3,275.2020,2.58,1.19E4,275.2019,2.58,2.98E4,275.2019,2.58,1.06E4,-,-,0,275.2020,2.58,3.13E4,275.2020,2.57,1.46E4,0.62:0.52:0.30:0.38:0.95:0.34:0:1.00:0.46,1.62E4,1.53E4,1.06:1.00,2.58,,
,0.75,3.86,834.8429,18.95 - 20.24,2,1.5E4,834.8442,20.18,1.55E4,834.8431,20.18,1.6E4,834.8434,20.17,1.76E4,834.8439,20.16,8.95E3,834.8429,20.17,1.32E4,834.8420,20.18,1.03E4,834.8431,20.19,2.11E4,834.8413,20.17,1.62E4,834.8424,20.17,1.21E4,0.96:0.99:1.09:0.55:0.81:0.64:1.30:1.00:0.75,1.36E4,1.65E4,0.83:1.00,20.17,,
,0.75,4.65,436.0324,0.28 - 0.62,1,1.7E4,436.0324,0.49,1.45E4,436.0322,0.47,2.22E4,436.0320,0.50,3.23E4,436.0329,0.50,8.12E3,436.0323,0.48,2.32E4,436.0327,0.51,1.09E4,-,-,0,436.0328,0.51,1.68E4,436.0322,0.48,2.27E4,0.86:1.32:1.92:0.48:1.39:0.65:0:1.00:1.36,1.85E4,1.32E4,1.41:1.00,0.49,,
,0.75,8.05,428.1876,3.82 - 4.97,1,4.6E4,428.1875,4.54,4.25E4,428.1877,4.53,3.52E4,428.1877,4.55,2.22E4,428.1874,4.55,3.58E4,428.1871,4.53,4.21E4,428.1876,4.52,1.24E4,428.1879,4.56,1.37E5,428.1876,4.53,6.2E4,428.1878,4.54,2.35E4,0.69:0.57:0.36:0.58:0.68:0.20:2.22:1.00:0.38,3.17E4,7.43E4,0.43:1.00,4.54,,
,0.75,4.66,452.0219,0.26 - 0.68,1,2.4E4,452.0220,0.49,3.49E4,452.0215,0.51,3.31E4,452.0215,0.50,4.65E4,452.0219,0.50,1.02E4,452.0217,0.50,2.31E4,452.0233,0.56,1.09E4,-,-,0,452.0222,0.51,1.41E4,452.0216,0.52,4.22E4,2.48:2.35:3.30:0.73:1.64:0.78:0:1.00:3.00,2.65E4,1.88E4,1.41:1.00,0.51,,
,0.75,3.98,732.8607,20.08 - 20.25,2,8.6E3,732.8611,20.18,7.79E3,732.8610,20.18,8.96E3,732.8605,20.16,1.02E4,732.8610,20.16,6.98E3,732.8596,20.17,7.51E3,732.8608,20.18,6.17E3,732.8615,20.19,1.23E4,732.8602,20.17,9.23E3,732.8605,20.17,8.02E3,0.84:0.97:1.11:0.76:0.81:0.67:1.33:1.00:0.87,7.94E3,9.84E3,0.81:1.00,20.17,,
,0.75,3.71,863.8230,20.04 - 20.24,2,1.2E4,863.8240,20.19,1.34E4,863.8224,20.16,1.1E4,863.8229,20.16,1.36E4,863.8228,20.16,9.53E3,863.8209,20.16,1E4,863.8221,20.18,8.3E3,863.8248,20.19,1.52E4,863.8225,20.17,1.3E4,863.8243,20.19,1.02E4,1.03:0.85:1.04:0.73:0.77:0.64:1.17:1.00:0.78,1.1E4,1.28E4,0.86:1.00,20.17,,
,0.75,3.02,821.8416,19.78 - 20.23,2,1.4E4,821.8414,20.16,1.74E4,821.8419,20.16,1.43E4,821.8413,20.16,1.76E4,821.8422,20.16,1.21E4,821.8411,20.15,1.31E4,821.8413,20.15,1.07E4,821.8417,20.17,1.66E4,821.8412,20.16,1.51E4,821.8423,20.15,1.09E4,1.15:0.95:1.17:0.80:0.87:0.71:1.10:1.00:0.72,1.42E4,1.42E4,1.00:1.00,20.16,,
,0.75,8.62,393.2786,3.26 - 3.95,1,3.9E4,393.2786,3.84,8.13E3,393.2783,3.84,1.71E5,393.2786,3.86,1.06E4,393.2787,3.86,4.28E4,393.2786,3.85,4.08E4,393.2785,3.84,1.56E4,-,-,0,393.2786,3.85,3.5E4,393.2788,3.84,2.35E4,0.23:4.89:0.30:1.22:1.17:0.45:0:1.00:0.67,4.82E4,1.95E4,2.47:1.00,3.85,,
,0.75,3.90,965.8041,20.05 - 20.24,2,1.1E4,965.8041,20.18,1.18E4,965.8040,20.18,1.2E4,965.8040,20.17,1.14E4,965.8033,20.18,7.25E3,965.8033,20.19,1.03E4,965.8033,20.18,7.62E3,965.8049,20.19,1.43E4,965.8042,20.17,1.24E4,965.8059,20.19,9.64E3,0.95:0.96:0.92:0.58:0.83:0.61:1.15:1.00:0.78,1.01E4,1.21E4,0.83:1.00,20.18,,
,0.74,3.36,957.8167,20.08 - 20.23,2,9.1E3,957.8176,20.16,9.98E3,957.8159,20.16,9.54E3,957.8168,20.16,1.11E4,957.8173,20.16,7.76E3,957.8157,20.17,8.12E3,957.8159,20.17,6.48E3,957.8152,20.17,1.1E4,957.8177,20.15,9.37E3,957.8181,20.15,8.26E3,1.06:1.02:1.18:0.83:0.87:0.69:1.17:1.00:0.88,8.83E3,9.54E3,0.93:1.00,20.16,,
,0.74,4.50,424.0148,0.24 - 0.56,1,1.5E4,424.0152,0.39,1.13E4,424.0144,0.39,1.5E4,424.0146,0.42,2.19E4,424.0150,0.40,1.14E4,424.0147,0.42,2.81E4,424.0149,0.42,1.35E4,-,-,0,424.0149,0.43,2.25E4,424.0149,0.39,1.53E4,0.50:0.67:0.97:0.50:1.25:0.60:0:1.00:0.68,1.69E4,1.26E4,1.34:1.00,0.41,,
,0.74,3.57,931.8106,20.05 - 20.24,2,1.1E4,931.8119,20.18,1.18E4,931.8077,20.18,1.08E4,931.8114,20.17,1.32E4,931.8096,20.16,7.84E3,931.8105,20.17,1.01E4,931.8115,20.17,6.78E3,931.8110,20.19,1.35E4,931.8105,20.17,1.18E4,931.8109,20.17,8.88E3,1.00:0.92:1.12:0.67:0.86:0.58:1.15:1.00:0.76,1.01E4,1.14E4,0.89:1.00,20.17,,
,0.74,3.65,326.8304,20.24 - 20.36,1,9.7E3,326.8308,20.28,9.94E3,326.8302,20.27,9.78E3,326.8309,20.28,1.06E4,326.8302,20.27,8.61E3,326.8301,20.29,7.92E3,326.8301,20.29,8.93E3,326.8303,20.28,1.12E4,326.8302,20.27,1.33E4,326.8303,20.27,7.37E3,0.75:0.73:0.79:0.65:0.59:0.67:0.84:1.00:0.55,9.29E3,1.06E4,0.87:1.00,20.28,,
,0.74,7.47,412.1926,3.80 - 5.18,1,4.9E4,412.1920,4.54,4.33E4,412.1922,4.56,4.37E4,412.1933,4.55,2.74E4,412.1931,4.57,3.74E4,412.1918,4.53,5.04E4,412.1932,4.52,1.8E4,412.1929,4.58,1.31E5,412.1922,4.55,6.64E4,412.1924,4.54,2.77E4,0.65:0.66:0.41:0.56:0.76:0.27:1.97:1.00:0.42,3.67E4,7.49E4,0.49:1.00,4.55,,
,0.74,6.36,458.0112,0.26 - 0.70,1,1.1E5,458.0113,0.49,1.68E5,458.0111,0.51,1.62E5,458.0109,0.50,2.33E5,458.0117,0.50,4.86E4,458.0107,0.50,9E4,458.0113,0.51,4.29E4,-,-,0,-,-,0,458.0113,0.52,2.12E5,1.00:0.96:1.38:0.29:0.54:0.26:0:0:1.26,1.24E5,7.07E4,1.75:1.00,0.51,,
,0.74,7.02,484.1635,3.16 - 3.97,1,2.9E4,484.1636,3.85,9.26E3,484.1631,3.84,1.25E5,484.1638,3.86,9.77E3,484.1635,3.86,2.86E4,484.1632,3.85,2.8E4,484.1633,3.84,1.1E4,-,-,0,484.1635,3.85,3.11E4,484.1638,3.84,2.22E4,0.30:4.03:0.31:0.92:0.90:0.35:0:1.00:0.71,3.53E4,1.77E4,1.99:1.00,3.85,,
,0.74,3.83,433.2983,2.67 - 3.49,1,2.6E4,433.2982,3.39,6.36E3,433.2983,3.39,3.79E4,433.2985,3.39,3.38E4,433.2982,3.39,2.64E4,433.2981,3.39,3.81E4,433.2985,3.39,2.09E4,-,-,0,433.2983,3.39,3.87E4,433.2985,3.39,2.98E4,0.16:0.98:0.87:0.68:0.99:0.54:0:1.00:0.77,2.73E4,2.28E4,1.19:1.00,3.39,,
,0.74,5.80,417.9804,0.24 - 0.51,1,1.4E4,417.9807,0.39,1.16E4,417.9803,0.39,1.43E4,417.9803,0.37,2.21E4,417.9807,0.40,1.09E4,417.9801,0.42,2.89E4,417.9806,0.42,9.85E3,-,-,0,417.9805,0.43,1.72E4,417.9804,0.39,1.19E4,0.67:0.83:1.29:0.63:1.68:0.57:0:1.00:0.70,1.63E4,9.71E3,1.68:1.00,0.40,,
,0.73,3.69,829.8291,20.03 - 20.25,2,1.4E4,829.8297,20.16,1.54E4,829.8289,20.18,1.5E4,829.8282,20.17,1.69E4,829.8292,20.16,1.25E4,829.8292,20.19,1.28E4,829.8281,20.18,9.43E3,829.8298,20.19,1.99E4,829.8306,20.17,1.6E4,829.8281,20.17,1.18E4,0.96:0.94:1.06:0.78:0.80:0.59:1.25:1.00:0.73,1.37E4,1.59E4,0.86:1.00,20.17,,
,0.73,3.83,999.7981,20.07 - 20.24,2,9.3E3,999.7988,20.16,1.04E4,999.7964,20.18,1.09E4,999.7988,20.17,9.05E3,999.7988,20.16,8E3,999.7990,20.19,8.38E3,999.7979,20.18,5.83E3,999.7981,20.17,1.4E4,999.7977,20.18,9.15E3,999.7976,20.19,8.2E3,1.14:1.19:0.99:0.87:0.92:0.64:1.53:1.00:0.90,8.76E3,1.05E4,0.84:1.00,20.17,,
,0.73,6.13,409.1451,0.10 - 0.64,1,3E4,409.1449,0.49,4.66E4,409.1445,0.51,4.18E4,409.1444,0.50,6.6E4,409.1455,0.50,9.47E3,409.1453,0.50,3.14E4,409.1461,0.51,1.5E4,-,-,0,409.1454,0.51,2.08E4,409.1445,0.52,3.93E4,2.24:2.01:3.17:0.46:1.51:0.72:0:1.00:1.89,3.5E4,2E4,1.75:1.00,0.51,,
,0.73,3.36,379.0174,0.20 - 0.52,1,1.9E4,379.0175,0.39,7.15E3,379.0176,0.39,1.86E4,379.0170,0.37,2.19E4,379.0178,0.39,1.39E4,379.0169,0.39,2.45E4,379.0178,0.42,2.71E4,-,-,0,379.0168,0.38,4.61E4,379.0176,0.39,1.53E4,0.16:0.40:0.47:0.30:0.53:0.59:0:1.00:0.33,1.89E4,2.05E4,0.92:1.00,0.39,,
,0.73,3.83,795.8349,19.96 - 20.25,2,1.3E4,795.8351,20.18,1.28E4,795.8341,20.18,1.4E4,795.8341,20.16,1.4E4,795.8347,20.16,1.07E4,795.8344,20.17,1.22E4,795.8347,20.17,8.58E3,795.8355,20.19,1.75E4,795.8350,20.15,1.49E4,795.8362,20.19,1.08E4,0.86:0.94:0.94:0.72:0.82:0.58:1.17:1.00:0.72,1.2E4,1.44E4,0.84:1.00,20.17,,
,0.72,7.25,571.4993,9.19 - 9.95,1,4.2E4,571.4993,9.60,1.42E4,571.4987,9.62,4.44E4,571.4995,9.64,1.53E4,571.4993,9.62,8.78E4,571.4993,9.59,1.32E5,571.4996,9.59,8.27E3,-,-,0,571.4995,9.60,6.28E4,571.4995,9.60,1.04E4,0.23:0.71:0.24:1.40:2.11:0.13:0:1.00:0.17,5.04E4,2.44E4,2.06:1.00,9.61,,
,0.72,3.72,897.8163,20.05 - 20.25,2,1.2E4,897.8165,20.16,1.31E4,897.8156,20.17,1.38E4,897.8158,20.16,1.3E4,897.8153,20.16,1.07E4,897.8147,20.17,1.04E4,897.8157,20.18,8.56E3,897.8174,20.19,1.78E4,897.8180,20.17,1.3E4,897.8177,20.17,9.91E3,1.01:1.06:1.00:0.82:0.80:0.66:1.37:1.00:0.76,1.16E4,1.36E4,0.85:1.00,20.17,,
,0.72,3.34,381.0140,0.22 - 0.52,1,1.1E4,381.0144,0.39,3.84E3,381.0139,0.39,9.84E3,381.0139,0.37,1.36E4,381.0139,0.39,7.53E3,381.0139,0.40,1.49E4,381.0141,0.42,1.59E4,-,-,0,381.0138,0.38,2.69E4,381.0139,0.39,8.53E3,0.14:0.37:0.51:0.28:0.55:0.59:0:1.00:0.32,1.09E4,1.18E4,0.93:1.00,0.39,,
,0.72,3.51,850.8209,14.48 - 20.25,1,4.8E5,850.8209,20.13,5E5,-,-,-,850.8213,20.13,5.7E5,850.8208,20.13,4.13E5,850.8209,20.13,4.7E5,850.8210,20.13,3.34E5,850.8213,20.13,5.59E5,850.8204,19.48,5.53E5,850.8208,20.13,4.26E5,0.90:-:1.03:0.75:0.85:0.60:1.01:1.00:0.77,4.57E5,5.13E5,0.89:1.00,20.05,,
,0.72,3.82,1033.7925,20.09 - 20.24,2,8.5E3,1033.7925,20.18,7.84E3,1033.7913,20.18,9.33E3,1033.7919,20.17,9.37E3,1033.7922,20.16,7.16E3,1033.7930,20.17,8.31E3,1033.7905,20.17,6.05E3,1033.7947,20.19,1.12E4,1033.7935,20.17,9.89E3,1033.7930,20.19,7.63E3,0.79:0.94:0.95:0.72:0.84:0.61:1.13:1.00:0.77,8.01E3,9.56E3,0.84:1.00,20.17,,
,0.72,5.35,402.1636,3.82 - 5.00,1,6.7E4,402.1634,4.54,7.16E4,402.1635,4.55,6.15E4,402.1644,4.55,2.19E4,402.1633,4.55,6.68E4,402.1640,4.55,9.08E4,402.1634,4.52,2.39E4,402.1637,4.57,1.15E5,402.1634,4.55,1.12E5,402.1636,4.54,3.8E4,0.64:0.55:0.20:0.60:0.81:0.21:1.02:1.00:0.34,5.61E4,8.82E4,0.64:1.00,4.55,,
