Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,PITPNC1_G00_neg m/z,PITPNC1_G00_neg RT mean,PITPNC1_G00_neg Normalized Area,PITPNC1_G05_neg m/z,PITPNC1_G05_neg RT mean,PITPNC1_G05_neg Normalized Area,PITPNC1_G06_neg m/z,PITPNC1_G06_neg RT mean,PITPNC1_G06_neg Normalized Area,PITPNC1_G07_neg m/z,PITPNC1_G07_neg RT mean,PITPNC1_G07_neg Normalized Area,PITPNC1_G10_neg m/z,PITPNC1_G10_neg RT mean,PITPNC1_G10_neg Normalized Area,PITPNC1_G11_neg m/z,PITPNC1_G11_neg RT mean,PITPNC1_G11_neg Normalized Area,PITPNC1_G12_neg m/z,PITPNC1_G12_neg RT mean,PITPNC1_G12_neg Normalized Area,PITPNC1_G08_neg m/z,PITPNC1_G08_neg RT mean,PITPNC1_G08_neg Normalized Area,PITPNC1_G09_neg m/z,PITPNC1_G09_neg RT mean,PITPNC1_G09_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.74,4.45,275.2011,1.69 - 2.69,1,2.1E4,275.2010,2.58,2.32E4,275.2011,2.58,3.32E4,275.2010,2.58,1.04E4,275.2011,2.59,1.47E4,275.2018,2.59,1.1E4,275.2010,2.59,2.8E4,275.2010,2.58,2.01E4,275.2010,2.59,1.11E4,275.2009,2.58,3.91E4,0.70:1.00:0.31:0.44:0.33:0.84:0.61:0.34:1.18,2.01E4,2.51E4,1.00:1.25,2.59,,
,0.73,3.62,868.8309,20.10 - 20.23,2,8E3,868.8302,20.17,6.46E3,868.8306,20.18,9.17E3,868.8304,20.19,6.17E3,868.8316,20.16,8.58E3,868.8318,20.17,7.96E3,868.8309,20.18,9.34E3,868.8301,20.17,9.75E3,868.8315,20.14,5.27E3,868.8310,20.16,9.53E3,0.70:1.00:0.67:0.94:0.87:1.02:1.06:0.57:1.04,8.21E3,7.4E3,1.00:0.90,20.17,,
,0.73,3.89,897.8110,20.06 - 20.24,2,1.4E4,897.8118,20.19,1.02E4,897.8109,20.16,1.61E4,897.8110,20.19,1.5E4,897.8107,20.18,1.17E4,897.8094,20.17,1.51E4,897.8112,20.19,1.57E4,897.8131,20.19,1.58E4,897.8098,20.17,1.16E4,897.8106,20.16,1.29E4,0.63:1.00:0.93:0.73:0.94:0.98:0.98:0.72:0.80,1.42E4,1.23E4,1.00:0.86,20.18,,
,0.73,15.72,402.1621,3.87 - 4.77,1,5.2E4,402.1620,4.55,3.05E4,402.1624,4.54,3.29E4,402.1623,4.56,3.33E4,402.1623,4.55,3.11E4,402.1620,4.55,1.29E4,402.1625,4.55,4.19E4,402.1622,4.55,5.55E4,402.1617,4.56,2.15E5,402.1620,4.56,1.34E4,0.93:1.00:1.01:0.95:0.39:1.27:1.69:6.53:0.41,3.4E4,1.14E5,1.00:3.35,4.55,,
,0.73,3.92,800.8436,20.09 - 20.23,2,8.8E3,800.8434,20.19,7.06E3,800.8437,20.16,1.15E4,800.8446,20.17,8.89E3,800.8434,20.18,7.66E3,800.8430,20.17,1.07E4,800.8443,20.18,8.62E3,800.8428,20.17,9.28E3,800.8434,20.17,4.79E3,800.8433,20.16,1.09E4,0.61:1.00:0.77:0.67:0.93:0.75:0.81:0.42:0.94,9.11E3,7.83E3,1.00:0.86,20.17,,
,0.73,10.43,409.1353,3.86 - 4.77,1,1.6E4,409.1353,4.54,1.11E4,409.1350,4.54,9.72E3,409.1353,4.54,1.18E4,409.1351,4.55,1.09E4,409.1353,4.55,1.02E4,409.1354,4.55,1.56E4,409.1355,4.54,1.94E4,409.1354,4.57,4.9E4,409.1352,4.55,9.76E3,1.14:1.00:1.22:1.12:1.05:1.60:2.00:5.05:1.00,1.27E4,2.94E4,1.00:2.32,4.55,,
,0.73,4.88,732.8565,20.06 - 20.24,2,9.5E3,732.8557,20.19,9.24E3,732.8568,20.18,1.26E4,732.8568,20.17,1.05E4,732.8572,20.18,8.6E3,732.8562,20.19,9.53E3,732.8576,20.17,9.43E3,732.8564,20.19,1.05E4,732.8564,20.17,6.94E3,732.8555,20.16,8.19E3,0.73:1.00:0.84:0.68:0.76:0.75:0.84:0.55:0.65,1.01E4,7.56E3,1.00:0.75,20.18,,
,0.73,4.50,876.8178,19.81 - 20.25,1,2.4E4,876.8176,20.17,2.57E4,876.8176,20.18,2.4E4,876.8168,20.15,1.97E4,876.8173,20.16,1.96E4,876.8184,20.16,3.35E4,876.8189,20.16,2.74E4,876.8176,20.19,2.51E4,876.8179,20.17,1.5E4,876.8181,20.16,2.43E4,1.07:1.00:0.82:0.82:1.40:1.14:1.04:0.63:1.01,2.5E4,1.97E4,1.00:0.79,20.17,,
,0.72,8.83,434.3031,2.00 - 3.43,1,1.5E5,434.3031,2.95,3.22E4,434.3033,2.94,2.86E5,434.3022,2.96,2.71E4,434.3031,2.96,6.68E4,434.3033,2.95,9.81E4,434.3033,2.95,1.28E5,434.3027,2.95,2.07E5,434.3034,2.95,2.29E5,434.3034,2.94,2.69E5,0.11:1.00:0.09:0.23:0.34:0.45:0.72:0.80:0.94,1.21E5,2.49E5,1.00:2.06,2.95,,
,0.72,3.71,863.8175,20.08 - 20.25,2,1.3E4,863.8160,20.19,1.21E4,863.8175,20.15,1.63E4,863.8176,20.17,1.45E4,863.8201,20.15,1.19E4,863.8185,20.19,1.57E4,863.8187,20.19,1.19E4,863.8160,20.15,1.28E4,863.8174,20.14,1.06E4,863.8153,20.16,1.35E4,0.74:1.00:0.89:0.73:0.97:0.73:0.79:0.65:0.83,1.36E4,1.2E4,1.00:0.89,20.17,,
,0.72,3.72,499.9064,0.66 - 1.54,1,1.5E4,-,-,0,499.9060,1.43,3.95E4,499.9066,1.44,1.75E4,499.9065,1.44,1.21E4,499.9065,1.44,1.23E4,499.9066,1.43,1.64E4,499.9061,1.43,1.15E4,499.9061,1.44,1.08E4,499.9066,1.43,1.68E4,0:1.00:0.44:0.31:0.31:0.42:0.29:0.27:0.42,1.56E4,1.38E4,1.00:0.88,1.43,,
,0.72,3.68,492.1258,1.98 - 7.42,1,7.3E4,492.1258,4.30,1.93E4,492.1251,4.59,1.4E5,492.1256,4.35,8E4,492.1256,4.43,8.38E4,492.1261,4.31,4.21E4,492.1257,4.39,9.28E4,492.1260,4.40,6.26E4,492.1260,4.84,3.53E4,492.1260,4.40,9.69E4,0.14:1.00:0.57:0.60:0.30:0.66:0.45:0.25:0.69,7.44E4,6.61E4,1.00:0.89,4.44,,
,0.72,5.64,490.1104,1.68 - 3.22,1,2.9E4,490.1100,3.09,1.71E4,490.1103,3.10,3.32E4,490.1103,3.10,2.24E4,490.1109,3.10,1.51E4,490.1109,3.11,5.94E3,490.1100,3.10,9.04E4,490.1106,3.10,3.59E4,490.1100,3.09,1.46E4,490.1104,3.09,2.77E4,0.52:1.00:0.68:0.45:0.18:2.73:1.08:0.44:0.84,3.14E4,2.11E4,1.00:0.67,3.10,,
,0.72,3.84,394.8907,0.00 - 0.13,1,8.5E3,394.8908,0.05,5.63E3,394.8907,0.08,1.42E4,394.8907,0.05,9.38E3,394.8907,0.05,7.34E3,394.8907,0.05,7.94E3,394.8906,0.05,8.32E3,394.8907,0.05,8.17E3,394.8907,0.05,6.26E3,394.8906,0.05,8.82E3,0.40:1.00:0.66:0.52:0.56:0.58:0.57:0.44:0.62,8.72E3,7.54E3,1.00:0.86,0.05,,
,0.71,13.68,599.5280,10.85 - 11.54,1,6.7E4,599.5279,11.11,2.35E4,599.5278,11.16,7.14E4,599.5280,11.15,5.48E4,599.5279,11.16,2.83E4,599.5289,11.19,2.33E4,599.5273,11.15,2.96E5,599.5283,11.14,5.24E4,599.5277,11.16,5.09E4,-,-,0,0.33:1.00:0.77:0.40:0.33:4.15:0.73:0.71:0,7.86E4,2.55E4,1.00:0.32,11.15,,
,0.71,23.97,428.0082,0.24 - 0.50,1,1.5E5,-,-,0,-,-,0,428.0082,0.38,4.57E5,428.0080,0.36,1.28E5,428.0082,0.37,5.83E5,428.0090,0.37,1E5,428.0080,0.37,3.3E4,-,-,0,428.0080,0.37,6.55E4,0:0:1.00:0.28:1.28:0.22:0.07:0:0.14,1.86E5,3.27E4,1.00:0.18,0.37,,
,0.71,11.10,283.2634,3.20 - 4.85,1,1.3E5,283.2633,4.55,9.48E4,283.2633,4.55,8.13E4,283.2635,4.56,7.61E4,283.2634,4.53,6.38E4,283.2632,4.55,9.76E4,283.2635,4.55,1.32E5,283.2635,4.53,1.17E5,283.2632,4.56,4.18E5,283.2633,4.54,6.26E4,1.17:1.00:0.94:0.78:1.20:1.63:1.44:5.14:0.77,9.47E4,2.4E5,1.00:2.54,4.55,,
,0.71,20.20,505.9952,0.27 - 0.63,1,1.3E5,-,-,0,-,-,0,505.9954,0.54,4.1E5,505.9952,0.52,1.9E5,505.9954,0.50,3.8E5,505.9950,0.53,1.42E5,-,-,0,-,-,0,505.9949,0.52,6.92E4,0:0:1.00:0.46:0.93:0.35:0:0:0.17,1.6E5,3.46E4,1.00:0.22,0.52,,
,0.71,6.64,413.9848,0.27 - 0.53,1,7.1E4,-,-,0,413.9844,0.39,7.21E4,413.9850,0.43,7.45E4,413.9850,0.43,8.02E4,-,-,0,413.9850,0.42,1.43E5,413.9848,0.37,6.06E4,413.9849,0.42,4.84E4,413.9848,0.41,1.57E5,0:1.00:1.03:1.11:0:1.98:0.84:0.67:2.18,6.15E4,1.03E5,1.00:1.67,0.41,,
,0.71,3.81,457.3161,1.42 - 4.82,1,3.7E4,457.3162,3.34,1.83E4,457.3166,3.30,4.48E4,457.3159,3.31,3.5E4,457.3160,3.33,2.14E4,457.3166,3.31,4.06E4,457.3158,3.31,3.82E4,457.3160,3.30,6.55E4,457.3160,3.30,3.55E4,457.3162,3.35,3.01E4,0.41:1.00:0.78:0.48:0.91:0.85:1.46:0.79:0.67,3.77E4,3.28E4,1.00:0.87,3.32,,
,0.70,6.35,448.0982,3.80 - 7.07,1,1.1E5,448.0978,4.55,7.59E4,448.0981,4.54,8.29E4,448.0984,4.56,9.39E4,448.0981,4.55,9.55E4,-,-,-,448.0981,4.55,1.02E5,448.0986,4.54,1E5,448.0982,4.57,2.22E5,448.0980,4.55,7.51E4,0.92:1.00:1.13:1.15:-:1.23:1.21:2.67:0.91,9.17E4,1.48E5,1.00:1.62,4.55,,
,0.70,34.27,645.4491,6.21 - 7.54,1,2.3E6,-,-,0,645.4495,7.07,8.15E4,645.4484,7.07,5.12E5,645.4487,7.07,3.87E6,645.4489,7.09,1.16E6,645.4494,7.07,1.17E5,645.4507,7.09,2.35E4,645.4486,7.05,9.57E6,645.4489,7.09,5.44E6,0:1.00:6.29:47.55:14.30:1.43:0.29:117.52:66.80,8.25E5,7.51E6,1.00:9.11,7.07,,
,0.70,3.91,416.0733,2.31 - 8.68,1,5.4E5,416.0731,3.66,4.56E5,416.0735,3.68,4.91E5,416.0729,3.68,5.49E5,416.0733,3.67,4.31E5,416.0735,3.68,5.87E5,416.0729,3.68,5.55E5,416.0738,3.68,5.6E5,416.0732,3.69,8.17E5,416.0737,3.67,3.95E5,0.93:1.00:1.12:0.88:1.20:1.13:1.14:1.66:0.80,5.19E5,6.06E5,1.00:1.17,3.68,,
,0.69,3.78,439.9393,0.60 - 1.44,1,1.3E4,439.9394,0.81,1.58E4,439.9394,1.29,2.58E4,439.9394,1.29,9.19E3,439.9393,0.85,1.3E4,439.9393,1.29,1.11E4,439.9394,1.29,1.12E4,439.9393,1.29,1.08E4,439.9392,1.29,9.5E3,439.9391,1.29,1.47E4,0.61:1.00:0.36:0.50:0.43:0.43:0.42:0.37:0.57,1.38E4,1.21E4,1.00:0.87,1.19,,
,0.69,9.95,585.9798,1.57 - 2.95,1,2.2E4,585.9800,2.50,3.05E4,585.9800,2.51,3.53E4,585.9796,2.50,2.57E4,585.9801,2.50,2.03E4,585.9803,2.51,1.71E4,585.9797,2.51,3.66E4,585.9791,2.50,1.49E4,585.9799,2.51,9.29E3,585.9799,2.51,1.24E4,0.87:1.00:0.73:0.58:0.49:1.04:0.42:0.26:0.35,2.58E4,1.09E4,1.00:0.42,2.51,,
,0.69,5.53,861.8476,19.56 - 20.25,1,9.5E3,861.8480,20.15,7.85E3,861.8473,20.16,1.46E4,861.8486,20.15,8.96E3,861.8469,20.15,9.74E3,861.8475,20.17,1.21E4,861.8466,20.16,9.49E3,861.8480,20.15,8.97E3,861.8470,20.17,7.46E3,861.8483,20.16,6.27E3,0.54:1.00:0.61:0.67:0.83:0.65:0.61:0.51:0.43,1.03E4,6.87E3,1.00:0.67,20.16,,
,0.69,3.13,581.5258,9.25 - 9.96,1,5.5E4,581.5264,9.64,1.64E4,581.5255,9.62,6.1E4,581.5259,9.62,3.85E4,581.5256,9.63,2.27E4,581.5261,9.64,1.69E4,581.5258,9.62,1.81E5,581.5253,9.60,5.42E4,581.5258,9.61,5.17E4,581.5257,9.63,5.72E4,0.27:1.00:0.63:0.37:0.28:2.96:0.89:0.85:0.94,5.58E4,5.45E4,1.00:0.98,9.62,,
,0.69,4.87,265.1474,0.05 - 5.81,1,1.6E6,265.1472,0.81,1.37E6,265.1468,0.79,2.31E6,265.1476,0.80,1.31E6,265.1476,0.79,1.57E6,265.1474,0.79,2.68E6,265.1474,0.80,8.28E5,265.1474,0.79,2.05E6,265.1480,0.80,1.6E6,265.1471,0.79,9.47E5,0.59:1.00:0.57:0.68:1.16:0.36:0.89:0.69:0.41,1.73E6,1.27E6,1.00:0.73,0.79,,
,0.69,3.37,931.8058,20.09 - 20.23,2,1E4,931.8033,20.17,9.35E3,931.8044,20.16,1.05E4,931.8074,20.20,1.02E4,931.8057,20.18,1.08E4,931.8073,20.20,1.02E4,931.8093,20.17,1.14E4,931.8054,20.17,8.5E3,931.8046,20.17,9.27E3,931.8044,20.16,1.25E4,0.89:1.00:0.97:1.03:0.98:1.09:0.81:0.89:1.19,1.01E4,1.09E4,1.00:1.07,20.18,,
,0.69,3.27,497.9094,0.62 - 1.54,1,2E4,-,-,0,497.9092,1.43,4.99E4,497.9091,1.44,2.33E4,497.9099,1.43,1.62E4,497.9098,1.43,1.44E4,497.9091,1.43,2.15E4,497.9089,1.43,1.55E4,497.9095,1.44,1.52E4,497.9096,1.43,2.32E4,0:1.00:0.47:0.33:0.29:0.43:0.31:0.30:0.47,2.01E4,1.92E4,1.00:0.95,1.43,,
,0.69,23.35,293.1744,0.10 - 0.62,1,1E7,293.1750,0.16,5.28E7,293.1751,0.51,8.16E6,293.1743,0.15,2.84E6,293.1741,0.15,3.14E6,293.1742,0.15,5.57E6,293.1743,0.15,2.66E6,-,-,-,293.1738,0.15,2.96E6,293.1741,0.15,1.96E6,6.47:1.00:0.35:0.38:0.68:0.33:-:0.36:0.24,1.25E7,2.46E6,1.00:0.20,0.20,,
,0.69,3.33,536.3947,7.98 - 9.30,1,2.7E4,536.3953,8.17,9.21E3,536.3944,8.55,5.3E4,536.3940,8.55,2.85E4,536.3942,8.19,2.48E4,536.3947,8.56,2.94E4,536.3953,8.56,1.8E4,536.3958,8.57,2.64E4,536.3944,8.56,2.49E4,536.3948,8.55,2.63E4,0.17:1.00:0.54:0.47:0.55:0.34:0.50:0.47:0.50,2.7E4,2.56E4,1.00:0.95,8.47,,
,0.69,4.79,834.8375,19.62 - 20.24,2,1.3E4,834.8373,20.17,1.46E4,834.8379,20.16,1.41E4,834.8369,20.17,1.33E4,834.8375,20.18,1.37E4,834.8369,20.17,1.5E4,834.8376,20.16,1.3E4,834.8387,20.17,1.55E4,834.8386,20.17,1.11E4,834.8358,20.16,1.05E4,1.04:1.00:0.95:0.97:1.07:0.93:1.10:0.79:0.75,1.42E4,1.08E4,1.00:0.76,20.17,,
,0.69,12.46,400.1548,2.71 - 3.91,1,2E4,400.1544,3.68,5.93E3,400.1548,3.66,1.88E4,400.1551,3.69,1.49E4,400.1550,3.69,1.21E4,400.1549,3.68,9.38E3,400.1544,3.69,1.5E4,400.1553,3.68,2.45E4,400.1547,3.69,6.47E4,400.1542,3.68,1.27E4,0.32:1.00:0.79:0.64:0.50:0.80:1.30:3.44:0.68,1.44E4,3.87E4,1.00:2.69,3.68,,
,0.69,4.67,489.0135,0.88 - 1.53,1,8.8E3,-,-,0,489.0134,1.43,2.29E4,489.0136,1.44,1.01E4,489.0136,1.43,6.04E3,489.0136,1.44,7.7E3,489.0136,1.44,1.06E4,489.0134,1.43,7.54E3,489.0135,1.44,4.19E3,489.0136,1.43,9.82E3,0:1.00:0.44:0.26:0.34:0.46:0.33:0.18:0.43,9.28E3,7E3,1.00:0.76,1.44,,
,0.69,6.38,255.2319,2.70 - 8.69,1,1.1E5,255.2321,3.68,8.02E4,255.2319,3.67,7.41E4,255.2319,3.68,9.1E4,255.2318,3.68,4.36E4,255.2323,3.69,8.47E4,255.2318,3.68,1.2E5,255.2319,3.68,1.71E5,255.2321,3.69,2.56E5,255.2318,3.67,5.84E4,1.08:1.00:1.23:0.59:1.14:1.62:2.31:3.46:0.79,9.5E4,1.57E5,1.00:1.66,3.68,,
,0.69,11.17,742.5389,8.72 - 9.46,1,3.1E5,-,-,0,742.5372,9.10,1.46E6,742.5386,9.10,6.27E5,742.5388,9.09,3.05E5,742.5393,9.10,6.43E4,742.5398,9.11,3.36E4,742.5399,9.12,2.4E4,742.5392,9.09,1.68E5,742.5386,9.11,1E5,0:1.00:0.43:0.21:0.04:0.02:0.02:0.12:0.07,3.59E5,1.34E5,1.00:0.37,9.10,,
,0.69,8.98,716.5227,8.58 - 9.29,1,4E5,-,-,0,716.5216,8.97,1.98E6,716.5219,8.97,7.83E5,716.5226,8.96,3.86E5,-,-,0,716.5234,8.98,5.54E4,-,-,0,716.5233,8.97,2.53E5,716.5231,8.97,1.64E5,0:1.00:0.40:0.19:0:0.03:0:0.13:0.08,4.58E5,2.08E5,1.00:0.46,8.97,,
,0.68,6.38,362.0082,0.31 - 2.20,1,1.2E5,362.0079,1.92,3.88E5,362.0079,1.90,9.15E4,362.0085,1.90,3.19E4,362.0084,1.90,2.69E4,362.0080,1.91,1.08E5,362.0085,1.91,5.22E4,362.0078,1.91,2.16E5,362.0080,1.91,1.32E5,362.0085,1.91,3.23E4,4.24:1.00:0.35:0.29:1.18:0.57:2.36:1.44:0.35,1.31E5,8.2E4,1.00:0.63,1.91,,
,0.68,3.14,266.8028,18.16 - 18.97,3,1.2E4,266.8025,18.39,1.01E4,266.8030,18.45,1.32E4,266.8029,18.43,1.15E4,266.8027,18.39,1.07E4,266.8026,18.42,1.24E4,266.8029,18.46,1.44E4,266.8026,18.44,9.94E3,266.8033,18.47,1.05E4,266.8030,18.46,1.24E4,0.76:1.00:0.87:0.81:0.93:1.09:0.75:0.80:0.94,1.17E4,1.15E4,1.00:0.98,18.43,,
,0.68,3.71,795.8306,19.96 - 20.25,2,1.2E4,795.8292,20.17,1.03E4,795.8290,20.16,1.5E4,795.8328,20.21,1.1E4,795.8293,20.18,1.13E4,795.8337,20.21,1.22E4,795.8301,20.19,1.19E4,795.8306,20.19,1.26E4,795.8297,20.17,1.17E4,795.8309,20.16,1.53E4,0.69:1.00:0.73:0.75:0.81:0.79:0.84:0.78:1.02,1.2E4,1.35E4,1.00:1.12,20.18,,
,0.68,4.41,309.1692,0.10 - 0.62,1,1.8E6,309.1696,0.16,7.06E5,309.1700,0.51,2.22E6,309.1699,0.47,3.69E5,309.1688,0.15,1.02E6,309.1693,0.15,1.92E6,-,-,-,309.1689,0.15,4.04E6,309.1686,0.15,2.82E6,309.1688,0.15,1.41E6,0.32:1.00:0.17:0.46:0.86:-:1.82:1.27:0.63,1.71E6,2.12E6,1.00:1.24,0.24,,
,0.68,3.31,447.0633,0.70 - 2.63,1,5E4,-,-,0,447.0631,2.43,8.88E4,447.0633,2.44,5.33E4,447.0634,2.42,3.96E4,447.0635,2.43,6.3E4,447.0632,2.43,7.28E4,447.0632,2.43,3.3E4,447.0633,2.43,2.98E4,447.0632,2.43,6.54E4,0:1.00:0.60:0.45:0.71:0.82:0.37:0.34:0.74,5.01E4,4.76E4,1.00:0.95,2.43,,
,0.68,3.80,576.7801,17.69 - 20.09,1,3.5E4,576.7802,18.72,4.34E4,576.7791,18.86,1.4E4,576.7820,18.72,2.68E4,576.7798,18.65,3.43E4,576.7794,18.52,4.1E4,576.7810,18.63,5.1E4,576.7802,18.48,2.83E4,576.7797,18.55,3.5E4,576.7792,18.55,4.23E4,3.10:1.00:1.91:2.45:2.93:3.64:2.02:2.50:3.02,3.41E4,3.86E4,1.00:1.13,18.63,,
,0.68,5.21,299.2009,1.40 - 2.25,1,1E4,299.2012,2.15,1.03E4,299.2004,2.15,1.51E4,299.2010,2.15,1.17E4,299.2010,2.15,7.17E3,299.2009,2.15,8.2E3,299.2011,2.15,1.07E4,299.2009,2.14,1.14E4,299.2008,2.16,7.45E3,299.2008,2.15,8.22E3,0.68:1.00:0.77:0.48:0.54:0.71:0.76:0.49:0.55,1.07E4,7.83E3,1.00:0.73,2.15,,
,0.68,9.58,596.0090,1.86 - 3.16,1,1.7E4,596.0090,2.50,1.91E4,596.0092,2.51,2.4E4,596.0082,2.50,1.77E4,596.0093,2.51,1.8E4,596.0095,2.51,1.31E4,596.0088,2.50,2.43E4,596.0084,2.50,1.59E4,596.0095,2.51,6.98E3,596.0092,2.51,1.13E4,0.80:1.00:0.74:0.75:0.54:1.01:0.66:0.29:0.47,1.89E4,9.15E3,1.00:0.48,2.51,,
,0.68,15.07,383.1884,3.84 - 4.80,1,3.2E4,383.1887,4.54,2.1E4,383.1879,4.54,2.05E4,383.1885,4.57,2.36E4,383.1888,4.55,2.07E4,383.1886,4.57,8.43E3,383.1878,4.55,2.49E4,383.1888,4.55,3.48E4,383.1881,4.52,1.22E5,383.1888,4.54,9.3E3,1.02:1.00:1.15:1.01:0.41:1.21:1.70:5.94:0.45,2.2E4,6.56E4,1.00:2.98,4.55,,
,0.68,3.37,387.0966,1.55 - 2.44,1,1.8E4,387.0970,2.34,4.15E3,387.0966,2.34,3.6E4,387.0967,2.35,1.76E4,387.0966,2.35,1.19E4,387.0967,2.35,1.77E4,387.0964,2.35,1.77E4,387.0964,2.35,2.61E4,387.0966,2.35,1.16E4,387.0967,2.34,2.35E4,0.12:1.00:0.49:0.33:0.49:0.49:0.72:0.32:0.65,1.87E4,1.75E4,1.00:0.94,2.35,,
,0.68,3.70,678.5026,0.10 - 0.20,1,4.8E5,678.5023,0.16,8.83E5,-,-,0,678.5021,0.17,6.28E5,678.5027,0.17,1.01E6,678.5024,0.15,3.08E5,-,-,0,678.5021,0.15,4.14E5,678.5037,0.17,1.05E6,-,-,0,1.00:0:0.71:1.15:0.35:0:0.47:1.19:0,4.63E5,5.24E5,1.00:1.13,0.16,,
,0.68,3.10,521.9901,0.92 - 2.65,1,2.3E4,521.9902,1.63,1.48E4,521.9899,1.62,2.36E4,521.9904,1.63,1.44E4,521.9902,1.63,3.38E4,521.9903,1.64,2.5E4,521.9901,1.65,2.64E4,521.9895,1.62,2.37E4,521.9897,1.64,1.69E4,521.9904,1.63,2.85E4,0.63:1.00:0.61:1.43:1.06:1.12:1.01:0.72:1.21,2.31E4,2.27E4,1.00:0.98,1.63,,
,0.68,3.41,944.8057,19.68 - 20.25,1,1.5E4,944.8051,20.17,1.6E4,944.8055,20.16,1.76E4,944.8054,20.19,1.71E4,944.8063,20.16,1.46E4,944.8073,20.16,1.7E4,944.8064,20.18,1.43E4,944.8038,20.17,1.25E4,944.8053,20.17,1.23E4,944.8062,20.15,1.66E4,0.91:1.00:0.97:0.83:0.97:0.81:0.71:0.70:0.95,1.56E4,1.45E4,1.00:0.93,20.17,,
,0.68,5.04,454.1337,1.98 - 3.26,1,1.9E4,454.1336,3.10,1.02E4,454.1339,3.10,1.97E4,454.1332,3.10,1.47E4,454.1339,3.10,9.46E3,454.1339,3.10,4.3E3,454.1331,3.10,5.99E4,454.1341,3.10,2.52E4,454.1337,3.09,1.04E4,454.1339,3.10,1.93E4,0.52:1.00:0.74:0.48:0.22:3.03:1.28:0.53:0.98,2.05E4,1.49E4,1.00:0.72,3.10,,
,0.67,3.82,677.5479,15.42 - 16.20,1,8.1E3,677.5483,15.90,2.5E3,677.5481,15.84,1.34E4,677.5480,15.87,7.6E3,677.5476,15.90,4.35E3,677.5485,15.87,5.11E3,677.5482,15.84,1.15E4,677.5477,15.89,1.4E4,677.5474,15.89,2.39E3,677.5479,15.88,1.21E4,0.19:1.00:0.57:0.32:0.38:0.86:1.04:0.18:0.90,8.36E3,7.24E3,1.00:0.87,15.88,,
,0.67,6.37,360.0112,0.31 - 2.09,1,1.3E5,360.0113,1.92,4.21E5,360.0106,1.90,1.02E5,360.0112,1.90,3.57E4,360.0112,1.91,2.83E4,360.0113,1.91,1.18E5,360.0112,1.91,5.88E4,360.0113,1.90,2.38E5,360.0114,1.91,1.4E5,360.0112,1.90,3.55E4,4.15:1.00:0.35:0.28:1.16:0.58:2.34:1.38:0.35,1.43E5,8.79E4,1.00:0.61,1.91,,
,0.67,3.68,727.8432,19.83 - 20.25,2,1.3E4,727.8452,20.19,1.09E4,727.8425,20.16,1.59E4,727.8428,20.19,1.57E4,727.8431,20.15,1.2E4,727.8441,20.20,1.5E4,727.8444,20.17,1.29E4,727.8408,20.16,1.15E4,727.8431,20.17,1.03E4,727.8429,20.14,1.35E4,0.68:1.00:0.99:0.75:0.95:0.81:0.73:0.65:0.85,1.34E4,1.19E4,1.00:0.89,20.17,,
,0.67,14.01,810.0345,4.60 - 4.88,1,9.8E3,810.0347,4.72,3.76E3,810.0338,4.73,1.26E4,810.0337,4.72,2.11E4,810.0349,4.71,5.75E3,810.0348,4.73,6.41E3,810.0341,4.72,2.56E4,810.0340,4.73,6.26E3,810.0352,4.74,3.38E3,810.0350,4.73,3.7E3,0.30:1.00:1.68:0.46:0.51:2.04:0.50:0.27:0.29,1.16E4,3.54E3,1.00:0.30,4.72,,
,0.67,5.25,999.7919,20.06 - 20.23,2,9.5E3,999.7902,20.19,8.82E3,999.7939,20.16,1.22E4,999.7921,20.17,1.09E4,999.7946,20.16,9.08E3,999.7938,20.19,1.19E4,999.7904,20.18,8.36E3,999.7921,20.19,1.02E4,999.7904,20.17,8.37E3,999.7896,20.16,5.89E3,0.72:1.00:0.90:0.74:0.98:0.69:0.84:0.69:0.48,1.02E4,7.13E3,1.00:0.70,20.17,,
,0.67,4.28,970.8128,20.07 - 20.22,2,7.2E3,970.8143,20.17,5.81E3,970.8114,20.18,8.3E3,970.8129,20.19,7.13E3,970.8123,20.18,6.11E3,970.8143,20.17,7.77E3,970.8129,20.16,8.68E3,970.8102,20.17,9.12E3,970.8123,20.17,4.98E3,970.8144,20.16,7.16E3,0.70:1.00:0.86:0.74:0.94:1.05:1.10:0.60:0.86,7.56E3,6.07E3,1.00:0.80,20.17,,
,0.67,28.08,463.9848,0.27 - 0.50,1,1.1E5,-,-,0,-,-,0,463.9851,0.38,3.11E5,463.9846,0.36,1.29E5,463.9847,0.37,3.9E5,463.9847,0.37,1.14E5,-,-,0,-,-,0,463.9849,0.40,3.65E4,0:0:1.00:0.41:1.25:0.37:0:0:0.12,1.35E5,1.82E4,1.00:0.14,0.38,,
,0.66,12.07,428.1858,3.86 - 4.79,1,2.4E4,428.1862,4.55,1.68E4,428.1850,4.53,1.7E4,428.1852,4.54,2.04E4,428.1864,4.55,8.08E3,428.1859,4.55,7.22E3,428.1864,4.55,2.16E4,428.1854,4.55,2.91E4,428.1856,4.52,8.37E4,428.1862,4.56,1.41E4,0.99:1.00:1.20:0.48:0.43:1.27:1.72:4.93:0.83,1.72E4,4.89E4,1.00:2.85,4.55,,
