Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,CLVS2_C00_neg m/z,CLVS2_C00_neg RT mean,CLVS2_C00_neg Normalized Area,CLVS2_C04_neg m/z,CLVS2_C04_neg RT mean,CLVS2_C04_neg Normalized Area,CLVS2_C05_neg m/z,CLVS2_C05_neg RT mean,CLVS2_C05_neg Normalized Area,CLVS2_C06_neg m/z,CLVS2_C06_neg RT mean,CLVS2_C06_neg Normalized Area,CLVS2_C07_neg m/z,CLVS2_C07_neg RT mean,CLVS2_C07_neg Normalized Area,CLVS2_C08_neg m/z,CLVS2_C08_neg RT mean,CLVS2_C08_neg Normalized Area,CLVS2_C09_neg m/z,CLVS2_C09_neg RT mean,CLVS2_C09_neg Normalized Area,CLVS2_C10_neg m/z,CLVS2_C10_neg RT mean,CLVS2_C10_neg Normalized Area,CLVS2_C11_neg m/z,CLVS2_C11_neg RT mean,CLVS2_C11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.84,4.30,384.1597,2.68 - 3.91,1,3.9E4,384.1598,3.67,2.36E4,384.1599,3.67,7.58E4,384.1595,3.68,3.62E4,384.1596,3.66,5.56E4,384.1597,3.68,2.34E4,384.1595,3.67,3.58E4,384.1593,3.68,3.04E4,384.1595,3.67,3.9E4,384.1601,3.65,2.91E4,0.65:2.09:1.00:1.54:0.65:0.99:0.84:1.08:0.80,4.29E4,3.35E4,1.00:0.78,3.67,,
,0.84,4.60,412.1908,3.85 - 4.83,1,3.6E4,412.1905,4.54,2.24E4,412.1909,4.49,6.97E4,412.1907,4.54,3.31E4,412.1907,4.53,4.98E4,412.1910,4.53,2.94E4,412.1907,4.55,3.35E4,412.1917,4.54,2.82E4,412.1903,4.52,3.46E4,412.1905,4.53,2.52E4,0.68:2.11:1.00:1.50:0.89:1.01:0.85:1.05:0.76,4.09E4,3.04E4,1.00:0.74,4.53,,
,0.84,31.75,742.5382,8.65 - 9.42,1,6.9E5,-,-,0,742.5369,9.06,3.62E6,742.5374,9.07,1.06E6,742.5383,9.08,6.8E5,742.5381,9.09,3.93E5,742.5385,9.10,1.86E5,742.5389,9.10,7.73E4,742.5385,9.10,1E5,742.5388,9.06,5.06E4,0:3.42:1.00:0.64:0.37:0.18:0.07:0.09:0.05,1.15E6,1.03E5,1.00:0.09,9.08,,
,0.83,5.03,422.0327,0.28 - 0.63,1,5.2E4,422.0331,0.52,9.46E3,422.0323,0.51,5.36E4,422.0326,0.49,4.47E4,422.0320,0.51,5.78E4,422.0320,0.51,5.06E4,422.0324,0.49,8.25E4,422.0323,0.49,3.87E4,422.0335,0.50,6.81E4,422.0336,0.47,5.99E4,0.21:1.20:1.00:1.29:1.13:1.84:0.86:1.52:1.34,4.32E4,6.23E4,1.00:1.44,0.50,,
,0.83,3.53,690.8759,19.90 - 20.25,2,2.2E4,690.8757,20.16,1.62E4,690.8761,20.17,2.22E4,690.8765,20.16,2.1E4,690.8761,20.17,2.43E4,690.8757,20.17,2.19E4,690.8753,20.17,2.44E4,690.8758,20.19,2.75E4,690.8761,20.16,1.86E4,690.8756,20.17,2.36E4,0.77:1.06:1.00:1.16:1.04:1.16:1.31:0.88:1.12,2.11E4,2.35E4,1.00:1.11,20.17,,
,0.83,3.96,388.0424,1.39 - 3.08,1,4.9E4,388.0423,2.83,6.51E4,388.0423,2.83,6.87E4,388.0426,2.83,3.14E4,388.0424,2.83,6.58E4,388.0422,2.84,3.36E4,388.0421,2.84,3.94E4,388.0426,2.85,3.48E4,388.0426,2.84,6.23E4,388.0424,2.83,3.88E4,2.07:2.19:1.00:2.09:1.07:1.25:1.11:1.98:1.23,5.29E4,4.38E4,1.00:0.83,2.84,,
,0.83,3.31,758.8630,20.01 - 20.25,2,2.3E4,758.8630,20.19,1.64E4,758.8629,20.19,2.36E4,758.8624,20.18,2.05E4,758.8633,20.17,2.55E4,758.8630,20.17,2.34E4,758.8623,20.18,2.38E4,758.8630,20.19,2.54E4,758.8637,20.17,2.13E4,758.8632,20.17,2.29E4,0.80:1.15:1.00:1.24:1.14:1.16:1.24:1.04:1.11,2.19E4,2.33E4,1.00:1.07,20.18,,
,0.83,4.13,572.4310,9.97 - 11.59,1,3.7E4,572.4312,10.41,2.33E4,572.4305,10.40,3.71E4,572.4309,10.41,3.28E4,572.4309,10.41,3.16E4,572.4309,10.43,4.08E4,572.4310,10.42,4.23E4,572.4312,10.44,3.88E4,572.4312,10.42,3.95E4,572.4311,10.39,4.45E4,0.71:1.13:1.00:0.96:1.24:1.29:1.18:1.20:1.36,3.31E4,4.13E4,1.00:1.25,10.41,,
,0.83,3.32,602.7007,0.10 - 0.24,1,4.5E5,602.6998,0.20,6.08E5,602.7013,0.17,3.61E5,-,-,-,602.7010,0.19,4.01E5,602.7003,0.17,3.84E5,602.7017,0.18,4.09E5,602.7000,0.17,5.14E5,602.7012,0.19,6.19E5,602.7004,0.18,3.31E5,1.00:0.59:-:0.66:0.63:0.67:0.84:1.02:0.54,4.39E5,4.68E5,1.00:1.07,0.18,,
,0.83,3.85,502.1544,3.03 - 6.52,1,5.8E4,502.1540,4.53,4.29E4,502.1536,4.52,9.1E4,502.1549,4.28,5.22E4,502.1544,4.53,5.42E4,502.1544,4.42,7.36E4,502.1541,4.53,4.79E4,502.1546,4.51,5.92E4,502.1546,4.41,5.85E4,502.1551,4.22,4.67E4,0.82:1.74:1.00:1.04:1.41:0.92:1.13:1.12:0.89,6.28E4,5.31E4,1.00:0.85,4.44,,
,0.82,3.04,403.3037,4.18 - 5.11,1,2.7E4,403.3036,4.83,2.34E4,403.3036,4.83,2.51E4,403.3037,4.83,2.67E4,403.3037,4.83,3.29E4,403.3038,4.84,2.61E4,403.3037,4.84,2.14E4,403.3038,4.84,1.47E4,403.3035,4.83,3.48E4,403.3036,4.82,3.71E4,0.87:0.94:1.00:1.23:0.97:0.80:0.55:1.30:1.39,2.68E4,2.7E4,1.00:1.01,4.83,,
,0.82,6.61,416.3373,0.33 - 2.04,1,1.4E5,416.3373,1.69,1.19E5,416.3372,1.88,1.72E5,416.3373,1.88,4.48E4,416.3372,1.89,6.98E4,416.3373,1.70,1.14E5,416.3371,1.70,1.09E5,416.3376,1.70,4.7E4,416.3373,1.70,1.94E5,416.3377,1.88,3.98E5,2.66:3.83:1.00:1.56:2.55:2.43:1.05:4.32:8.88,1.04E5,1.87E5,1.00:1.80,1.78,,
,0.81,4.74,1211.7503,7.98 - 9.42,1,1.2E5,1211.7505,8.94,8E4,1211.7480,8.91,1.48E5,1211.7495,8.92,4.34E4,1211.7502,8.91,2.27E5,1211.7510,8.93,1.98E5,1211.7507,8.93,6.12E4,1211.7505,8.92,1.22E5,1211.7513,8.93,5.49E4,1211.7507,8.92,1.66E5,1.84:3.40:1.00:5.22:4.57:1.41:2.81:1.26:3.82,1.39E5,1.01E5,1.00:0.73,8.92,,
,0.81,3.33,676.5056,0.10 - 0.24,1,1E6,676.5055,0.16,3.3E6,-,-,0,-,-,0,676.5052,0.17,8.75E5,676.5059,0.17,1.18E6,676.5054,0.16,8.93E5,676.5042,0.17,7.89E5,676.5066,0.16,1.17E6,676.5068,0.16,1.15E6,1.00:0:0:0.27:0.36:0.27:0.24:0.35:0.35,1.07E6,9.99E5,1.00:0.93,0.16,,
,0.80,3.10,462.0395,0.95 - 2.29,1,2E4,462.0399,2.13,2.14E4,462.0395,2.13,2.05E4,462.0396,2.13,1.63E4,462.0393,2.15,1.98E4,462.0394,2.15,1.94E4,462.0397,2.14,2.08E4,462.0392,2.14,1.86E4,462.0392,2.14,2.15E4,462.0398,2.14,1.87E4,1.31:1.26:1.00:1.21:1.19:1.28:1.14:1.32:1.15,1.95E4,1.99E4,1.00:1.02,2.14,,
,0.80,3.39,673.2630,2.24 - 3.13,1,5.3E4,673.2626,2.98,5.6E4,673.2630,2.98,3.33E4,673.2632,2.97,4.36E4,673.2633,2.99,5.84E4,673.2626,2.98,6.37E4,673.2632,2.99,5.11E4,673.2628,2.98,6.26E4,673.2626,2.98,5.69E4,673.2634,2.96,5.12E4,1.28:0.76:1.00:1.34:1.46:1.17:1.44:1.30:1.17,5.1E4,5.54E4,1.00:1.09,2.98,,
,0.80,3.03,658.6621,0.10 - 0.21,1,8.2E5,658.6616,0.20,1.43E6,658.6621,0.17,6.75E5,658.6614,0.18,7.33E5,658.6619,0.17,6.75E5,658.6633,0.17,6.05E5,658.6620,0.18,7.07E5,658.6620,0.17,7.21E5,658.6627,0.19,1.03E6,-,-,-,1.95:0.92:1.00:0.92:0.82:0.96:0.98:1.40:-,8.24E5,8.19E5,1.00:0.99,0.18,,
,0.79,25.80,688.4912,7.11 - 7.96,1,5.6E5,-,-,0,688.4899,7.64,2.88E6,688.4902,7.65,8.34E5,688.4907,7.66,5.48E5,688.4915,7.66,3.63E5,688.4916,7.68,1.79E5,688.4919,7.66,7.71E4,688.4918,7.65,9.81E4,688.4917,7.65,4.83E4,0:3.46:1.00:0.66:0.44:0.22:0.09:0.12:0.06,9.26E5,1.01E5,1.00:0.11,7.66,,
,0.79,3.19,394.8903,0.00 - 0.10,1,1.1E4,394.8904,0.05,7.83E3,394.8902,0.05,1.2E4,394.8904,0.05,9.94E3,394.8903,0.05,1.19E4,394.8901,0.05,1.35E4,394.8904,0.05,1.07E4,394.8903,0.05,1.21E4,394.8901,0.05,9.36E3,394.8904,0.05,1.01E4,0.79:1.20:1.00:1.20:1.36:1.07:1.22:0.94:1.02,1.1E4,1.06E4,1.00:0.96,0.05,,
,0.78,5.07,393.2766,3.09 - 3.93,1,1.1E5,393.2770,3.85,1.27E4,393.2765,3.84,1.43E5,393.2767,3.85,2.19E5,393.2768,3.85,1.99E4,393.2767,3.85,5.68E4,393.2761,3.83,1.86E5,393.2766,3.85,3.12E4,393.2762,3.83,1.92E5,393.2763,3.85,1.27E5,0.06:0.65:1.00:0.09:0.26:0.85:0.14:0.88:0.58,9.04E4,1.34E5,1.00:1.48,3.85,,
,0.78,3.20,295.2270,0.62 - 4.67,1,3.6E4,295.2268,1.83,6.08E4,295.2265,1.87,3.02E4,295.2274,1.86,3.65E4,295.2273,1.86,2.39E4,295.2272,1.86,3.27E4,295.2269,1.87,3.35E4,295.2272,1.87,3.08E4,295.2269,1.86,4.68E4,295.2268,1.85,3E4,1.66:0.83:1.00:0.65:0.90:0.92:0.84:1.28:0.82,3.68E4,3.53E4,1.00:0.96,1.86,,
,0.78,3.45,416.0732,2.31 - 8.70,1,4.9E5,416.0738,3.66,5.06E5,416.0728,3.67,6.38E5,416.0728,3.66,3.56E5,416.0735,3.68,6.14E5,416.0736,3.68,4.17E5,416.0733,3.67,4.61E5,416.0731,3.70,4.75E5,416.0727,3.66,4.41E5,416.0729,3.68,4.62E5,1.42:1.79:1.00:1.73:1.17:1.29:1.33:1.24:1.30,5.06E5,4.6E5,1.00:0.91,3.67,,
,0.78,3.66,826.8506,20.08 - 20.25,2,1.7E4,826.8513,20.17,1.23E4,826.8517,20.17,1.7E4,826.8505,20.17,1.68E4,826.8513,20.17,1.75E4,826.8499,20.17,1.61E4,826.8492,20.18,1.8E4,826.8506,20.18,2.2E4,826.8509,20.17,1.52E4,826.8500,20.17,1.81E4,0.73:1.01:1.00:1.04:0.96:1.07:1.31:0.90:1.07,1.59E4,1.83E4,1.00:1.15,20.17,,
,0.78,3.15,732.8563,20.08 - 20.25,2,1.2E4,732.8564,20.17,8.72E3,732.8563,20.19,1.38E4,732.8560,20.18,1.19E4,732.8577,20.17,1.24E4,732.8549,20.17,1.26E4,732.8562,20.18,1.22E4,732.8561,20.19,1.48E4,732.8571,20.17,9.79E3,732.8561,20.17,1.22E4,0.74:1.16:1.00:1.05:1.06:1.03:1.25:0.83:1.03,1.19E4,1.22E4,1.00:1.03,20.18,,
,0.77,6.95,490.1102,1.76 - 3.18,1,3.1E4,490.1110,3.09,1.05E4,490.1098,3.09,2.61E4,490.1104,3.10,4E4,490.1099,3.09,1.08E4,490.1104,3.10,2.57E4,490.1095,3.10,2.18E4,490.1109,3.10,2.63E4,490.1097,3.08,6.38E4,490.1101,3.09,5.58E4,0.26:0.65:1.00:0.27:0.64:0.54:0.66:1.59:1.39,2.26E4,4.19E4,1.00:1.85,3.09,,
,0.77,3.70,636.2377,7.94 - 11.42,1,4.8E4,636.2378,8.24,5.26E4,636.2365,8.23,7.69E4,636.2374,8.11,3.85E4,636.2373,8.16,5.21E4,636.2383,8.22,3.36E4,636.2372,8.15,5.07E4,636.2380,8.21,4.74E4,636.2383,8.17,4.55E4,636.2383,8.14,3.17E4,1.37:2.00:1.00:1.35:0.87:1.32:1.23:1.18:0.82,5.07E4,4.38E4,1.00:0.86,8.18,,
,0.77,4.49,482.1645,3.07 - 3.96,1,7.3E4,482.1651,3.85,1.12E4,482.1646,3.84,1.03E5,482.1641,3.85,1.57E5,482.1646,3.85,1.59E4,482.1644,3.86,3.12E4,482.1644,3.85,1.02E5,482.1648,3.85,2.95E4,482.1642,3.83,1.24E5,482.1641,3.85,8.56E4,0.07:0.66:1.00:0.10:0.20:0.65:0.19:0.79:0.54,6.37E4,8.54E4,1.00:1.34,3.85,,
,0.77,3.54,255.2318,2.76 - 4.06,1,9.3E4,255.2315,3.67,6.4E4,255.2320,3.67,1.73E5,255.2316,3.67,7.16E4,255.2318,3.68,9.3E4,255.2318,3.68,8.65E4,255.2316,3.67,1.13E5,255.2322,3.68,5.16E4,255.2315,3.67,1.07E5,255.2322,3.67,7.61E4,0.89:2.41:1.00:1.30:1.21:1.58:0.72:1.50:1.06,9.76E4,8.69E4,1.00:0.89,3.67,,
,0.77,3.07,367.2630,3.36 - 4.35,1,1.2E4,367.2628,3.44,8.55E3,367.2627,3.43,1.29E4,367.2628,3.42,1.14E4,367.2628,3.43,1.36E4,367.2627,3.43,1.44E4,367.2632,3.42,1.59E4,367.2632,3.42,1.16E4,367.2632,3.42,1.23E4,367.2634,3.42,9.53E3,0.75:1.13:1.00:1.19:1.26:1.39:1.02:1.08:0.83,1.22E4,1.24E4,1.00:1.01,3.43,,
,0.77,3.89,418.0701,2.28 - 8.70,1,4.3E5,418.0702,3.66,3.56E5,418.0702,3.67,5.81E5,418.0694,3.66,4.61E5,418.0700,3.68,5.6E5,418.0700,3.68,3.83E5,418.0697,3.67,2.99E5,418.0705,3.70,4.28E5,418.0702,3.67,4.02E5,418.0702,3.68,4.24E5,0.77:1.26:1.00:1.21:0.83:0.65:0.93:0.87:0.92,4.68E5,3.88E5,1.00:0.83,3.67,,
,0.77,3.89,1307.5610,2.91 - 3.03,1,2E4,1307.5609,2.98,1.8E4,1307.5601,2.97,1.16E4,1307.5616,2.97,1.69E4,1307.5599,2.99,2.09E4,1307.5616,2.98,2.56E4,1307.5601,2.97,1.74E4,1307.5603,2.98,2.97E4,1307.5632,2.98,2.53E4,1307.5616,2.96,1.77E4,1.07:0.69:1.00:1.24:1.52:1.03:1.76:1.50:1.05,1.86E4,2.25E4,1.00:1.21,2.97,,
,0.76,3.33,792.4223,0.10 - 0.22,1,2.2E6,792.4237,0.16,5.89E6,-,-,0,792.4230,0.16,2.92E6,792.4211,0.17,1.99E6,-,-,0,792.4219,0.16,1.95E6,792.4213,0.17,1.87E6,792.4224,0.16,3.3E6,792.4230,0.16,2.18E6,2.02:0:1.00:0.68:0:0.67:0.64:1.13:0.75,2.16E6,2.33E6,1.00:1.08,0.16,,
,0.76,3.02,724.8694,15.16 - 20.27,1,1.1E6,724.8695,20.16,1.08E6,724.8695,20.17,1.47E6,724.8695,20.16,1.44E6,-,-,0,724.8695,20.16,1.62E6,724.8693,20.17,1.61E6,-,-,0,724.8694,20.16,1.32E6,724.8690,20.17,1.53E6,0.75:1.02:1.00:0:1.12:1.12:0:0.92:1.07,1.12E6,1.12E6,1.00:1.00,20.16,,
,0.76,26.18,773.5327,6.94 - 8.19,1,7.7E5,-,-,0,773.5309,7.85,3.04E6,773.5323,7.87,1.35E6,773.5321,7.89,1.22E6,773.5325,7.90,8.43E5,773.5333,7.89,3.24E5,773.5334,7.90,8.76E4,773.5337,7.88,8.08E4,773.5336,7.88,2.23E4,0:2.26:1.00:0.90:0.63:0.24:0.07:0.06:0.02,1.29E6,1.29E5,1.00:0.10,7.88,,
,0.76,3.43,868.8310,20.10 - 20.24,2,9.9E3,868.8309,20.19,7.15E3,868.8306,20.20,8.39E3,868.8314,20.17,1.06E4,868.8312,20.19,9.98E3,868.8313,20.17,1.12E4,868.8307,20.18,9.94E3,868.8300,20.19,1.05E4,868.8314,20.17,9.98E3,868.8312,20.19,1.13E4,0.67:0.79:1.00:0.94:1.05:0.93:0.98:0.94:1.06,9.47E3,1.04E4,1.00:1.10,20.19,,
,0.76,3.60,460.0426,0.61 - 2.24,1,2E4,460.0422,2.14,2.38E4,460.0425,2.14,2.19E4,460.0427,2.14,1.93E4,460.0425,2.14,2.26E4,460.0427,2.15,2.01E4,460.0421,2.14,2.35E4,460.0426,2.15,2.17E4,460.0424,2.14,2.48E4,460.0433,1.29,5.36E3,1.23:1.13:1.00:1.17:1.04:1.22:1.12:1.28:0.28,2.15E4,1.88E4,1.00:0.88,2.05,,
,0.75,6.78,353.1996,0.28 - 1.31,1,3.1E4,353.1996,1.20,8.81E4,353.1996,1.20,1.49E4,353.1995,1.19,3.79E4,353.1995,1.20,2.69E4,353.1995,1.21,2.75E4,353.1994,1.20,9.36E3,353.1997,1.20,7.98E3,353.1994,1.20,4.89E4,353.1996,1.19,1.41E4,2.33:0.39:1.00:0.71:0.73:0.25:0.21:1.29:0.37,3.91E4,2.01E4,1.00:0.51,1.20,,
,0.75,3.11,1053.8832,16.81 - 17.12,1,2.9E4,1053.8818,16.87,2.38E4,1053.8832,16.88,2.94E4,1053.8835,16.87,2.68E4,1053.8823,16.88,3.13E4,1053.8829,16.89,3.16E4,1053.8831,16.89,2.96E4,1053.8840,16.89,2.87E4,1053.8846,16.87,2.84E4,1053.8832,16.87,3.07E4,0.89:1.10:1.00:1.17:1.18:1.10:1.07:1.06:1.14,2.86E4,2.93E4,1.00:1.03,16.88,,
,0.75,3.31,281.2475,3.05 - 4.04,1,1E5,281.2474,3.79,4.01E4,281.2475,3.78,5.25E4,281.2476,3.77,3.26E4,281.2477,3.77,9.91E4,281.2479,3.77,3.06E5,281.2472,3.77,2.48E5,281.2475,3.78,5.31E4,281.2476,3.76,7.49E4,281.2474,3.77,2.02E4,1.23:1.61:1.00:3.04:9.41:7.61:1.63:2.30:0.62,1.06E5,9.9E4,1.00:0.93,3.77,,
,0.75,4.42,800.8436,20.09 - 20.24,2,1.1E4,800.8429,20.17,8.68E3,800.8452,20.16,9.86E3,800.8434,20.18,1.08E4,800.8442,20.19,1.16E4,800.8436,20.16,8.53E3,800.8431,20.18,1.38E4,800.8428,20.18,1.38E4,800.8441,20.17,1.14E4,800.8433,20.17,1.4E4,0.81:0.91:1.00:1.07:0.79:1.28:1.28:1.06:1.30,9.88E3,1.33E4,1.00:1.34,20.17,,
,0.75,4.52,499.3049,3.02 - 3.97,1,3.9E4,499.3046,3.71,9.52E3,499.3042,3.70,6.11E4,499.3051,3.83,5.94E4,499.3052,3.71,2.37E4,499.3050,3.72,1.28E4,499.3044,3.83,5.16E4,499.3057,3.73,1.82E4,499.3044,3.70,6.17E4,499.3052,3.70,5.04E4,0.16:1.03:1.00:0.40:0.21:0.87:0.31:1.04:0.85,3.33E4,4.55E4,1.00:1.37,3.74,,
,0.75,8.76,520.3840,1.90 - 2.99,1,2.7E4,520.3840,2.86,5.97E4,520.3838,2.85,1.04E4,520.3840,2.86,3.15E4,520.3838,2.86,4.09E4,520.3839,2.87,4.02E4,520.3842,2.87,1.08E4,520.3838,2.87,1.93E4,520.3839,2.86,2.36E4,520.3845,2.86,4.75E3,1.90:0.33:1.00:1.30:1.28:0.34:0.61:0.75:0.15,3.65E4,1.46E4,1.00:0.40,2.86,,
,0.75,3.37,766.8500,19.06 - 20.26,2,2.1E4,766.8500,20.19,1.43E4,766.8505,20.17,2.59E4,766.8505,20.18,2.26E4,766.8506,20.17,2.19E4,766.8501,20.19,1.77E4,766.8489,20.18,2.34E4,766.8492,20.18,2.92E4,766.8510,20.17,1.91E4,766.8496,20.17,1.73E4,0.63:1.15:1.00:0.97:0.79:1.04:1.29:0.85:0.76,2.05E4,2.22E4,1.00:1.09,20.18,,
,0.74,3.23,431.1824,0.27 - 0.72,1,1.9E4,431.1824,0.61,3.37E4,431.1819,0.61,1.12E4,431.1824,0.61,1.63E4,431.1823,0.61,1.76E4,431.1827,0.60,2.03E4,431.1826,0.61,1.66E4,431.1825,0.61,2.67E4,431.1827,0.63,1.26E4,431.1823,0.59,1.94E4,2.07:0.69:1.00:1.08:1.25:1.02:1.64:0.77:1.19,1.98E4,1.88E4,1.00:0.95,0.61,,
,0.74,22.49,702.5069,8.03 - 8.80,1,2.7E5,-,-,0,702.5059,8.47,1.32E6,702.5073,8.48,4.14E5,702.5066,8.50,2.7E5,702.5067,8.50,1.78E5,702.5066,8.51,9.59E4,702.5072,8.49,4.14E4,702.5074,8.48,5.48E4,702.5077,8.45,2.66E4,0:3.18:1.00:0.65:0.43:0.23:0.10:0.13:0.06,4.36E5,5.47E4,1.00:0.13,8.49,,
,0.74,6.63,428.1857,3.89 - 4.75,1,2.6E4,428.1859,4.53,1.42E4,428.1855,4.53,6.74E4,428.1857,4.53,2.21E4,428.1853,4.53,4.1E4,428.1853,4.55,1.85E4,428.1857,4.56,1.94E4,428.1862,4.54,2E4,428.1854,4.53,2.15E4,428.1862,4.53,6.66E3,0.65:3.06:1.00:1.86:0.84:0.88:0.91:0.98:0.30,3.26E4,1.69E4,1.00:0.52,4.54,,
,0.74,3.18,362.9391,19.58 - 20.40,1,2E4,362.9391,20.19,1.53E4,362.9390,20.19,2.16E4,362.9390,20.20,1.96E4,362.9396,20.19,2.14E4,362.9390,20.19,2.57E4,362.9390,20.18,2.03E4,362.9391,20.19,2.07E4,362.9389,20.19,1.89E4,362.9388,20.19,1.96E4,0.78:1.10:1.00:1.09:1.31:1.04:1.06:0.96:1.00,2.07E4,1.99E4,1.00:0.96,20.19,,
,0.74,3.50,307.1942,1.01 - 2.04,1,2.4E4,307.1938,1.94,2.58E4,307.1938,1.94,1.11E4,307.1942,1.94,1.32E4,307.1945,1.95,9.88E3,307.1945,1.95,5.37E4,307.1941,1.95,3.82E4,307.1946,1.95,1.68E4,307.1943,1.94,3.88E4,307.1945,1.95,8.24E3,1.95:0.84:1.00:0.75:4.06:2.89:1.27:2.93:0.62,2.28E4,2.55E4,1.00:1.12,1.95,,
,0.74,4.03,634.2408,7.95 - 11.92,1,4.7E4,634.2406,8.23,6.08E4,634.2400,8.18,3.31E4,634.2410,8.10,6.18E4,634.2400,8.17,4.94E4,634.2417,8.22,5.41E4,634.2404,8.13,5.05E4,634.2411,8.17,4.11E4,634.2412,8.16,3.43E4,634.2412,8.15,4E4,0.98:0.54:1.00:0.80:0.88:0.82:0.66:0.55:0.65,5.18E4,4.15E4,1.00:0.80,8.17,,
,0.74,3.04,266.8028,18.18 - 18.99,3,1.1E4,266.8028,18.43,1.05E4,266.8028,18.42,1.23E4,266.8028,18.41,9.77E3,266.8028,18.41,1.16E4,266.8031,18.47,1.1E4,266.8029,18.42,1.08E4,266.8027,18.48,1.24E4,266.8028,18.43,9.05E3,266.8028,18.47,1.16E4,1.07:1.26:1.00:1.19:1.13:1.10:1.27:0.93:1.18,1.1E4,1.09E4,1.00:0.99,18.44,,
,0.74,3.35,527.4458,11.51 - 16.88,1,1E6,527.4459,11.86,7.56E5,527.4454,11.84,1.08E6,527.4459,11.85,1E6,527.4459,11.87,1.09E6,527.4454,11.88,1.07E6,527.4457,11.86,1.1E6,527.4459,11.87,1.18E6,527.4463,11.84,9.98E5,527.4455,11.83,1.05E6,0.76:1.08:1.00:1.09:1.07:1.10:1.18:1.00:1.05,1E6,1.08E6,1.00:1.08,11.86,,
,0.74,4.57,407.1865,1.60 - 2.13,1,7.6E3,407.1864,2.01,9.26E3,407.1867,2.02,1.78E4,407.1864,2.02,6.96E3,407.1865,2.02,5.56E3,407.1865,2.02,3.84E3,407.1866,2.02,9.23E3,407.1862,2.01,4.3E3,407.1864,2.02,6.98E3,407.1867,2.01,4.59E3,1.33:2.56:1.00:0.80:0.55:1.33:0.62:1.00:0.66,8.69E3,6.27E3,1.00:0.72,2.02,,
,0.73,21.55,714.5067,7.29 - 8.19,1,5.3E5,-,-,0,714.5055,7.76,2.52E6,714.5063,7.78,7.75E5,714.5060,7.79,6.08E5,714.5062,7.81,4.81E5,714.5068,7.80,2.31E5,714.5079,7.80,7.56E4,714.5074,7.78,8.49E4,714.5077,7.78,3.39E4,0:3.26:1.00:0.79:0.62:0.30:0.10:0.11:0.04,8.78E5,1.06E5,1.00:0.12,7.79,,
,0.73,7.40,404.1588,3.89 - 4.67,1,1.5E4,404.1592,4.54,9.82E3,404.1590,4.52,4.94E4,404.1588,4.53,1.14E4,404.1586,4.55,1.97E4,404.1590,4.55,1.04E4,404.1585,4.55,1.07E4,404.1583,4.54,7.93E3,404.1591,4.55,1.17E4,404.1587,4.53,6.58E3,0.86:4.34:1.00:1.73:0.91:0.94:0.70:1.03:0.58,2.01E4,9.23E3,1.00:0.46,4.54,,
,0.73,3.80,834.8384,19.64 - 20.25,2,1.5E4,834.8375,20.17,1.09E4,834.8395,20.17,1.43E4,834.8384,20.17,1.47E4,834.8391,20.17,1.53E4,834.8387,20.19,1.37E4,834.8376,20.17,1.7E4,834.8375,20.19,1.7E4,834.8383,20.17,1.6E4,834.8386,20.19,1.6E4,0.74:0.97:1.00:1.04:0.93:1.15:1.15:1.09:1.09,1.38E4,1.65E4,1.00:1.20,20.18,,
,0.73,3.16,702.8745,20.10 - 20.30,1,6.5E3,702.8749,20.19,4.85E3,702.8745,20.20,6.49E3,702.8749,20.18,5.52E3,702.8749,20.19,6.67E3,702.8743,20.19,9.45E3,702.8730,20.18,6.26E3,702.8748,20.20,6.69E3,702.8746,20.19,6.62E3,702.8741,20.19,5.83E3,0.88:1.18:1.00:1.21:1.71:1.13:1.21:1.20:1.06,6.6E3,6.35E3,1.00:0.96,20.19,,
,0.73,4.36,507.1198,2.47 - 3.68,1,3.5E4,507.1203,3.55,1.51E4,507.1191,3.55,6.6E4,507.1199,3.55,4.81E4,507.1198,3.56,4.14E4,507.1200,3.56,2.72E4,507.1195,3.55,3.06E4,507.1198,3.56,1.42E4,507.1200,3.55,4.84E4,507.1200,3.54,2.47E4,0.31:1.37:1.00:0.86:0.57:0.64:0.30:1.01:0.51,3.96E4,2.95E4,1.00:0.75,3.55,,
,0.73,3.96,601.5245,10.82 - 11.41,1,1.8E4,601.5246,11.09,1.33E4,601.5244,11.10,1.97E4,601.5243,11.16,1.74E4,601.5253,11.12,1.07E4,601.5247,11.14,2.21E4,601.5244,11.18,2.14E4,601.5244,11.14,1.42E4,601.5241,11.11,2.17E4,601.5244,11.12,2.51E4,0.76:1.13:1.00:0.62:1.27:1.23:0.82:1.25:1.44,1.66E4,2.06E4,1.00:1.24,11.13,,
,0.72,3.42,436.2994,1.89 - 3.05,1,3.7E4,436.2997,2.94,7.01E4,436.2990,2.93,5.25E4,436.2992,2.94,1.05E4,436.2990,2.94,1.49E4,436.2996,2.94,2.82E4,436.2994,2.94,2.05E4,436.2991,2.95,4.89E3,436.2999,2.94,7.53E4,436.2997,2.94,5.56E4,6.66:4.99:1.00:1.42:2.68:1.95:0.46:7.16:5.28,3.52E4,3.91E4,1.00:1.11,2.94,,
