Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,STARD6_C00_neg m/z,STARD6_C00_neg RT mean,STARD6_C00_neg Normalized Area,STARD6_C05_neg m/z,STARD6_C05_neg RT mean,STARD6_C05_neg Normalized Area,STARD6_C06_neg m/z,STARD6_C06_neg RT mean,STARD6_C06_neg Normalized Area,STARD6_C07_neg m/z,STARD6_C07_neg RT mean,STARD6_C07_neg Normalized Area,STARD6_C11_neg m/z,STARD6_C11_neg RT mean,STARD6_C11_neg Normalized Area,STARD6_C12_neg m/z,STARD6_C12_neg RT mean,STARD6_C12_neg Normalized Area,STARD6_C08_neg m/z,STARD6_C08_neg RT mean,STARD6_C08_neg Normalized Area,STARD6_C09_neg m/z,STARD6_C09_neg RT mean,STARD6_C09_neg Normalized Area,STARD6_C10_neg m/z,STARD6_C10_neg RT mean,STARD6_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.03,8.39,854.5475,0.00 - 0.11,1,111.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,854.5464,0.00,4.56E2,-,-,0,854.5486,0.06,5.49E2,0:0:0:0:0:0:1.00:0:1.20,0,3.35E2,0:1.00,0.03,,
,0.03,8.39,779.6141,20.57 - 20.76,1,72.2,-,-,0,-,-,0,779.6141,20.67,6.5E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.08E2,0,1.00:0,20.67,,
,0.03,4.44,706.7971,14.69 - 15.01,1,114.2,-,-,0,-,-,0,706.7963,14.97,2.31E2,-,-,0,706.7926,14.72,2.2E2,-,-,0,-,-,0,706.8024,14.83,5.77E2,-,-,0,0:0:1.00:0:0.96:0:0:2.50:0,7.51E1,1.92E2,1.00:2.56,14.84,,
,0.03,4.27,947.6364,8.11 - 8.59,1,340.9,-,-,0,-,-,0,-,-,0,-,-,0,947.6398,8.44,8.89E2,947.6390,8.16,5.33E2,-,-,0,947.6305,8.47,1.65E3,-,-,0,0:0:0:0:1.00:0.60:0:1.85:0,2.37E2,5.49E2,1.00:2.32,8.36,,
,0.03,8.39,674.0255,3.63 - 3.83,1,81.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,674.0255,3.71,7.37E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.23E2,0,1.00:0,3.71,,
,0.03,3.28,662.7384,10.31 - 11.82,1,202.2,662.7371,11.78,4.36E2,-,-,0,-,-,0,662.7394,11.02,8.57E2,-,-,0,-,-,0,-,-,0,662.7389,10.37,5.28E2,-,-,0,1.00:0:0:1.96:0:0:0:1.21:0,2.15E2,1.76E2,1.00:0.82,11.05,,
,0.03,4.57,901.6374,7.57 - 12.84,1,725.4,-,-,0,-,-,0,-,-,0,-,-,0,901.6386,8.50,1.12E3,901.6339,9.12,4.41E3,-,-,0,901.6396,7.65,1E3,-,-,0,0:0:0:0:1.00:3.94:0:0.89:0,9.21E2,3.33E2,1.00:0.36,8.42,,
,0.03,4.40,366.8744,0.11 - 0.27,3,1.1E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,366.8745,0.18,4.57E5,-,-,0,366.8743,0.18,5.71E5,-,-,0,0:0:0:0:0:1.00:0:1.25:0,7.61E4,1.9E5,1.00:2.50,0.18,,
,0.03,8.39,1388.7135,20.14 - 20.23,1,165.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1388.7135,20.19,1.49E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,4.97E2,0:1.00,20.19,,
,0.03,8.39,549.7454,0.00 - 0.11,1,86.3,549.7446,0.07,4.77E2,-,-,0,-,-,0,-,-,0,-,-,0,549.7461,0.02,2.99E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0.63:0:0:0,1.29E2,0,1.00:0,0.05,,
,0.03,8.39,411.8523,7.48 - 8.44,3,525.4,-,-,0,411.8522,7.90,1.87E3,411.8523,7.61,2.55E3,411.8524,7.92,3.1E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0.73:1.00:0.12:0:0:0:0:0,7.88E2,0,1.00:0,7.81,,
,0.03,3.93,879.6436,5.29 - 6.56,1,489.2,879.6450,6.47,2.26E3,-,-,0,-,-,0,-,-,0,879.6443,6.05,1.22E3,-,-,0,879.6415,5.38,9.24E2,-,-,0,-,-,0,1.00:0:0:0:0.54:0:0.41:0:0,5.8E2,3.08E2,1.00:0.53,5.97,,
,0.03,8.39,1344.7036,20.15 - 20.22,1,151.1,-,-,0,-,-,0,-,-,0,-,-,0,1344.7036,20.19,1.36E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,2.27E2,0,1.00:0,20.19,,
,0.03,8.39,1284.7404,20.14 - 20.22,1,132.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1284.7404,20.20,1.2E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.99E2,0:1.00,20.20,,
,0.03,8.39,911.6704,11.82 - 13.53,1,227.8,911.6716,11.86,8.93E2,-,-,0,-,-,0,911.6683,13.50,4.53E2,-,-,0,911.6713,12.31,7.04E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0.51:0:0.79:0:0:0,3.42E2,0,1.00:0,12.56,,
,0.03,8.39,931.7562,15.46 - 15.98,1,265.8,931.7534,15.57,9.06E2,-,-,0,-,-,0,931.7606,15.85,6.39E2,931.7546,15.85,8.46E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0.71:0.93:0:0:0:0,3.99E2,0,1.00:0,15.76,,
,0.03,8.43,513.7930,13.92 - 14.75,1,210.1,-,-,0,513.7927,13.97,6.14E2,-,-,0,-,-,0,513.7938,14.58,6.3E2,513.7924,14.51,6.47E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:1.03:1.05:0:0:0,3.15E2,0,1.00:0,14.36,,
,0.03,8.43,1203.7620,20.15 - 20.22,1,148.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1203.7620,20.18,1.33E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,4.44E2,0:1.00,20.18,,
,0.03,3.57,753.7071,9.38 - 15.19,1,1.1E4,753.7084,10.38,5.8E3,-,-,0,-,-,0,-,-,0,-,-,0,753.7065,10.19,7.01E4,-,-,0,753.7062,10.32,2.55E4,-,-,0,1.00:0:0:0:0:12.08:0:4.40:0,1.26E4,8.5E3,1.00:0.67,10.30,,
,0.03,8.43,355.1105,0.12 - 0.18,1,2.4E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,355.1105,0.16,2.2E4,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,7.33E3,0:1.00,0.16,,
,0.03,4.28,493.8061,3.25 - 4.72,1,248.9,493.8063,3.29,3.66E2,-,-,0,493.8060,4.44,6.7E2,-,-,0,-,-,0,-,-,0,493.8059,3.69,1.2E3,-,-,0,-,-,0,0.55:0:1.00:0:0:0:1.80:0:0,1.73E2,4.01E2,1.00:2.32,3.81,,
,0.03,3.09,595.7322,5.71 - 6.94,1,70.6,-,-,0,-,-,0,-,-,0,595.7311,6.00,2.15E2,-,-,0,595.7329,6.90,2E2,-,-,0,-,-,0,595.7327,5.77,2.21E2,0:0:0:1.00:0:0.93:0:0:1.03,6.92E1,7.35E1,1.00:1.06,6.23,,
,0.03,3.61,1248.7184,20.09 - 20.23,1,247.2,1248.7222,20.15,1.26E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1248.7146,20.14,9.63E2,-,-,0,-,-,0,1.00:0:0:0:0:0:0.76:0:0,2.1E2,3.21E2,1.00:1.53,20.14,,
,0.03,8.44,855.7375,15.15 - 16.29,1,277.3,855.7360,15.51,5.41E2,855.7388,15.40,1.51E3,-,-,0,-,-,0,855.7379,16.24,4.42E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:2.79:0:0:0.82:0:0:0:0,4.16E2,0,1.00:0,15.72,,
,0.03,8.44,1351.7126,20.11 - 20.21,1,176,-,-,0,-,-,0,1351.7126,20.19,1.58E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.64E2,0,1.00:0,20.19,,
,0.03,8.44,638.7168,10.42 - 11.56,1,146.8,-,-,0,-,-,0,638.7172,11.23,4.82E2,638.7166,11.45,4.43E2,-,-,0,638.7166,10.56,3.96E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0.92:0:0.82:0:0:0,2.2E2,0,1.00:0,11.08,,
,0.03,3.87,706.7881,12.15 - 13.89,1,364.8,-,-,0,-,-,0,-,-,0,-,-,0,706.7866,13.37,7.55E2,706.7910,13.80,9.71E2,-,-,0,-,-,0,706.7866,12.23,1.56E3,0:0:0:0:1.00:1.29:0:0:2.06,2.88E2,5.19E2,1.00:1.81,13.14,,
,0.03,3.57,732.8161,18.92 - 20.33,1,745.7,732.8169,18.95,6.98E2,-,-,0,-,-,0,-,-,0,732.8184,19.57,3.15E3,-,-,0,-,-,0,732.8131,19.99,2.86E3,-,-,0,1.00:0:0:0:4.51:0:0:4.10:0,6.41E2,9.54E2,1.00:1.49,19.50,,
,0.03,8.40,891.5179,0.10 - 0.20,2,1.7E4,-,-,0,-,-,0,-,-,0,891.5179,0.17,1.53E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.54E4,0,1.00:0,0.17,,
,0.03,4.91,842.6792,2.19 - 4.17,1,726.7,-,-,0,842.6794,2.30,1.72E3,842.6797,3.92,3.97E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,842.6785,2.90,8.52E2,0:0.43:1.00:0:0:0:0:0:0.21,9.48E2,2.84E2,1.00:0.30,3.04,,
,0.03,8.40,731.7232,14.88 - 16.36,1,240.1,731.7233,15.00,7.38E2,-,-,0,-,-,0,731.7220,15.63,1.12E3,731.7244,16.28,2.99E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.52:0.41:0:0:0:0,3.6E2,0,1.00:0,15.64,,
,0.03,3.48,913.5961,7.24 - 8.41,1,326.1,913.5925,8.27,1.27E3,-,-,0,-,-,0,-,-,0,913.5939,7.91,4.53E2,-,-,0,-,-,0,913.6020,7.28,1.21E3,-,-,0,1.00:0:0:0:0.36:0:0:0.95:0,2.88E2,4.03E2,1.00:1.40,7.82,,
,0.03,4.03,902.6400,11.43 - 12.48,1,169.7,902.6396,11.54,8.22E2,-,-,0,-,-,0,-,-,0,-,-,0,902.6377,12.34,4E2,902.6428,11.46,3.05E2,-,-,0,-,-,0,1.00:0:0:0:0:0.49:0.37:0:0,2.04E2,1.02E2,1.00:0.50,11.78,,
,0.03,8.40,776.7255,15.94 - 17.04,1,608.6,776.7247,16.74,9.57E2,-,-,0,-,-,0,776.7313,16.74,3.2E3,776.7205,16.09,1.32E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:3.34:1.38:0:0:0:0,9.13E2,0,1.00:0,16.52,,
,0.03,3.37,676.7734,8.57 - 14.21,1,2.3E3,-,-,0,-,-,0,676.7742,10.07,9.46E3,676.7703,10.98,5.82E3,-,-,0,-,-,0,-,-,0,-,-,0,676.7758,11.75,5.85E3,0:0:1.00:0.62:0:0:0:0:0.62,2.55E3,1.95E3,1.00:0.77,10.94,,
,0.03,8.40,909.6718,12.58 - 13.20,1,312.4,-,-,0,909.6772,12.80,9.85E2,-,-,0,909.6719,12.66,4.53E2,-,-,0,909.6664,13.07,1.37E3,-,-,0,-,-,0,-,-,0,0:1.00:0:0.46:0:1.39:0:0:0,4.69E2,0,1.00:0,12.84,,
,0.03,8.40,412.0831,0.25 - 0.60,1,2.5E3,-,-,0,412.0831,0.50,2.27E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.78E3,0,1.00:0,0.50,,
,0.03,7.30,478.6397,0.90 - 2.20,2,622.3,-,-,0,-,-,0,-,-,0,478.6400,1.47,8.6E2,-,-,0,478.6398,1.46,4.48E3,-,-,0,478.6393,1.40,2.59E2,-,-,0,0:0:0:1.00:0:5.21:0:0.30:0,8.9E2,8.63E1,1.00:0.10,1.44,,
,0.03,4.26,571.7502,12.60 - 14.04,1,96.1,-,-,0,571.7500,13.98,2.12E2,571.7487,13.60,1.9E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,571.7519,12.73,4.63E2,0:1.12:1.00:0:0:0:0:0:2.45,6.68E1,1.54E2,1.00:2.31,13.44,,
,0.03,3.37,1221.7840,9.74 - 10.59,1,365.8,-,-,0,-,-,0,-,-,0,-,-,0,1221.7844,9.82,1.99E3,-,-,0,-,-,0,1221.7837,10.37,7.35E2,1221.7839,9.98,5.63E2,0:0:0:0:1.00:0:0:0.37:0.28,3.32E2,4.33E2,1.00:1.30,10.06,,
,0.03,3.62,377.8917,7.13 - 8.68,1,344.9,377.8926,7.98,9.39E2,377.8907,7.28,8.15E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,377.8917,7.81,1.35E3,-,-,0,1.00:0.87:0:0:0:0:0:1.44:0,2.92E2,4.5E2,1.00:1.54,7.69,,
,0.03,3.99,676.6885,9.48 - 11.33,1,280.2,676.6879,9.64,8.07E2,-,-,0,-,-,0,-,-,0,676.6869,10.34,4.69E2,-,-,0,-,-,0,-,-,0,676.6908,10.51,1.25E3,1.00:0:0:0:0.58:0:0:0:1.54,2.13E2,4.15E2,1.00:1.95,10.16,,
,0.03,8.40,904.9856,3.68 - 3.77,1,120,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,904.9873,3.71,4.48E2,904.9839,3.71,6.32E2,0:0:0:0:0:0:0:1.00:1.41,0,3.6E2,0:1.00,3.71,,
,0.03,8.40,265.7696,10.83 - 16.72,3,2.3E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,265.7696,15.83,2.05E5,-,-,0,0:0:0:0:0:0:0:1.00:0,0,6.84E4,0:1.00,15.83,,
,0.03,8.40,903.6436,7.81 - 8.98,1,314.3,-,-,0,-,-,0,-,-,0,903.6422,7.82,2.99E2,-,-,0,-,-,0,-,-,0,903.6403,8.44,2.03E3,903.6484,8.75,4.98E2,0:0:0:1.00:0:0:0:6.80:1.67,4.98E1,8.43E2,1.00:16.94,8.34,,
,0.03,8.40,492.0187,0.48 - 0.79,3,234,-,-,0,-,-,0,-,-,0,-,-,0,492.0187,0.60,2.11E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,3.51E2,0,1.00:0,0.60,,
,0.03,8.40,1125.7694,20.17 - 20.22,1,50.4,-,-,0,-,-,0,-,-,0,1125.7694,20.18,4.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,7.57E1,0,1.00:0,20.18,,
,0.03,3.64,901.6393,12.93 - 14.16,1,564,-,-,0,901.6389,12.98,1.16E3,901.6415,13.92,2.69E3,-,-,0,-,-,0,-,-,0,-,-,0,901.6375,14.12,1.23E3,-,-,0,0:0.43:1.00:0:0:0:0:0.46:0,6.41E2,4.1E2,1.00:0.64,13.68,,
,0.02,4.75,607.7904,3.73 - 4.81,1,290.5,-,-,0,-,-,0,-,-,0,607.7897,4.67,1.03E3,-,-,0,-,-,0,607.7942,4.44,1.04E3,607.7874,3.84,5.45E2,-,-,0,0:0:0:1.00:0:0:1.00:0.53:0,1.72E2,5.27E2,1.00:3.06,4.32,,
,0.02,3.50,759.6494,20.94 - 22.00,1,1.1E3,-,-,0,-,-,0,759.6486,21.91,1.71E3,-,-,0,-,-,0,759.6502,21.30,3.93E3,-,-,0,759.6495,21.82,4.01E3,-,-,0,0:0:1.00:0:0:2.30:0:2.35:0,9.39E2,1.34E3,1.00:1.42,21.68,,
,0.02,7.89,915.7384,19.05 - 20.08,1,433.6,-,-,0,-,-,0,-,-,0,-,-,0,915.7412,19.21,5.16E2,-,-,0,-,-,0,915.7383,19.46,1.61E3,915.7358,20.02,1.77E3,0:0:0:0:1.00:0:0:3.13:3.43,8.61E1,1.13E3,1.00:13.11,19.56,,
,0.02,8.36,1104.7849,20.12 - 20.22,1,91.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1104.7849,20.18,8.24E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.75E2,0:1.00,20.18,,
,0.02,5.03,494.8047,5.12 - 7.13,1,351.9,-,-,0,-,-,0,-,-,0,-,-,0,494.8044,5.17,4.43E2,494.8049,5.32,6.91E2,-,-,0,-,-,0,494.8049,6.87,2.03E3,0:0:0:0:1.00:1.56:0:0:4.58,1.89E2,6.78E2,1.00:3.58,5.79,,
,0.02,8.36,1493.6868,20.14 - 20.23,1,148.2,1493.6868,20.19,1.33E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.22E2,0,1.00:0,20.19,,
,0.02,3.89,394.2964,5.56 - 7.02,2,135.7,-,-,0,-,-,0,394.2966,5.79,6.36E2,-,-,0,-,-,0,-,-,0,-,-,0,394.2959,5.64,1.74E2,394.2966,7.00,4.12E2,0:0:1.00:0:0:0:0:0.27:0.65,1.06E2,1.95E2,1.00:1.84,6.14,,
,0.02,4.63,493.8067,10.20 - 16.97,1,1.4E4,493.8077,10.87,5.03E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,493.8062,11.99,1.75E4,493.8062,10.53,5.48E4,-,-,0,1.00:0:0:0:0:0:0.35:1.09:0,8.38E3,2.41E4,1.00:2.87,11.13,,
,0.02,5.01,728.7964,15.30 - 16.43,1,348.6,-,-,0,-,-,0,-,-,0,728.7916,15.45,1.13E3,-,-,0,-,-,0,-,-,0,728.8008,16.22,1.42E3,728.7969,16.03,5.86E2,0:0:0:1.00:0:0:0:1.26:0.52,1.88E2,6.69E2,1.00:3.55,15.90,,
,0.02,8.39,781.7121,16.19 - 16.32,1,71.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,781.7121,16.28,6.4E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.07E2,0,1.00:0,16.28,,
,0.02,7.33,356.8322,11.53 - 14.15,1,435.9,-,-,0,356.8320,11.71,6.29E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,356.8322,11.73,1.98E3,356.8322,13.82,1.31E3,0:1.00:0:0:0:0:0:3.15:2.09,1.05E2,1.1E3,1.00:10.48,12.42,,
,0.02,8.39,956.5641,8.65 - 8.80,1,80.9,-,-,0,-,-,0,-,-,0,-,-,0,956.5641,8.68,7.29E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.21E2,0,1.00:0,8.68,,
,0.02,3.93,718.7568,14.50 - 15.66,1,443.6,-,-,0,718.7538,14.66,7.05E2,718.7537,14.63,2.45E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,718.7629,15.55,8.34E2,0:0.29:1.00:0:0:0:0:0:0.34,5.26E2,2.78E2,1.00:0.53,14.95,,
,0.02,4.73,814.6859,5.36 - 6.94,1,113.5,814.6869,5.40,1.08E2,-,-,0,-,-,0,-,-,0,814.6854,5.49,2.98E2,-,-,0,-,-,0,-,-,0,814.6855,6.84,6.16E2,1.00:0:0:0:2.75:0:0:0:5.69,6.77E1,2.05E2,1.00:3.03,5.91,,
,0.02,3.70,922.6265,3.91 - 5.16,1,451.6,922.6232,4.10,1.49E3,-,-,0,-,-,0,922.6273,4.89,7.5E2,-,-,0,-,-,0,922.6290,5.03,1.83E3,-,-,0,-,-,0,1.00:0:0:0.50:0:0:1.23:0:0,3.73E2,6.09E2,1.00:1.63,4.68,,
,0.02,4.46,522.8380,18.70 - 19.74,1,242.2,-,-,0,-,-,0,-,-,0,-,-,0,522.8368,18.77,1.88E2,522.8383,19.60,7.6E2,-,-,0,-,-,0,522.8388,19.39,1.23E3,0:0:0:0:1.00:4.04:0:0:6.54,1.58E2,4.1E2,1.00:2.60,19.25,,
,0.02,3.75,807.7363,12.06 - 14.41,1,562.7,807.7347,12.26,1.61E3,-,-,0,-,-,0,-,-,0,807.7366,14.20,1.14E3,-,-,0,-,-,0,-,-,0,807.7377,13.14,2.32E3,1.00:0:0:0:0.71:0:0:0:1.44,4.58E2,7.73E2,1.00:1.69,13.20,,
,0.02,6.10,899.6436,11.76 - 13.61,1,184.9,-,-,0,-,-,0,899.6453,13.31,4.12E2,-,-,0,-,-,0,-,-,0,899.6428,13.51,7.7E2,899.6428,11.84,4.82E2,-,-,0,0:0:1.00:0:0:0:1.87:1.17:0,6.87E1,4.17E2,1.00:6.08,12.88,,
,0.02,8.39,911.6691,12.50 - 14.00,1,361.4,911.6712,13.69,1.99E3,-,-,0,-,-,0,911.6671,12.56,6.35E2,-,-,0,911.6691,13.66,6.25E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0.32:0:0.31:0:0:0,5.42E2,0,1.00:0,13.30,,
,0.02,8.39,1069.2480,20.15 - 20.24,2,52.7,-,-,0,-,-,0,-,-,0,-,-,0,1069.2480,20.22,4.74E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,7.9E1,0,1.00:0,20.22,,
,0.02,4.39,859.6639,6.64 - 7.60,1,229.5,859.6635,6.97,5.07E2,-,-,0,-,-,0,-,-,0,859.6642,6.67,1.21E3,-,-,0,-,-,0,-,-,0,859.6639,7.52,3.45E2,1.00:0:0:0:2.39:0:0:0:0.68,2.87E2,1.15E2,1.00:0.40,7.05,,
,0.02,6.30,821.6929,5.80 - 6.95,1,160.7,-,-,0,-,-,0,-,-,0,821.6948,6.87,3.33E2,-,-,0,-,-,0,821.6897,6.33,8.04E2,821.6943,6.81,3.1E2,-,-,0,0:0:0:1.00:0:0:2.41:0.93:0,5.55E1,3.71E2,1.00:6.69,6.67,,
,0.02,5.23,798.7058,14.54 - 14.98,1,129.7,-,-,0,-,-,0,-,-,0,798.6976,14.69,3.92E2,-,-,0,-,-,0,798.7102,14.56,2.87E2,-,-,0,798.7095,14.69,4.88E2,0:0:0:1.00:0:0:0.73:0:1.24,6.54E1,2.58E2,1.00:3.95,14.65,,
,0.02,8.39,663.6431,0.00 - 0.11,1,165.5,-,-,0,663.6429,0.04,1.17E3,-,-,0,-,-,0,-,-,0,663.6432,0.06,3.17E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0.27:0:0:0,2.48E2,0,1.00:0,0.05,,
,0.02,3.42,845.6041,1.47 - 2.78,1,161.9,-,-,0,-,-,0,-,-,0,845.6049,1.84,1.68E2,-,-,0,845.6014,1.58,8.95E2,-,-,0,-,-,0,845.6059,2.68,3.95E2,0:0:0:1.00:0:5.32:0:0:2.35,1.77E2,1.32E2,1.00:0.74,2.03,,
,0.02,8.42,773.6918,20.72 - 21.99,1,113.9,-,-,0,773.6924,21.24,5.83E2,-,-,0,773.6911,20.78,2.45E2,-,-,0,773.6918,21.89,1.97E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0.42:0:0.34:0:0:0,1.71E2,0,1.00:0,21.30,,
,0.02,8.38,672.7661,10.74 - 16.71,1,1.1E4,-,-,0,672.7653,12.69,3.28E4,-,-,0,-,-,0,672.7665,11.71,4.37E4,672.7665,12.27,2.32E4,-,-,0,-,-,0,-,-,0,0:1.00:0:0:1.33:0.71:0:0:0,1.66E4,0,1.00:0,12.22,,
,0.02,4.78,742.6814,13.35 - 14.63,1,87,-,-,0,-,-,0,742.6787,13.37,7.74E1,-,-,0,742.6815,14.14,2.29E2,-,-,0,-,-,0,-,-,0,742.6839,14.52,4.77E2,0:0:1.00:0:2.96:0:0:0:6.16,5.11E1,1.59E2,1.00:3.11,14.01,,
,0.02,4.16,750.6169,20.80 - 21.41,1,207.8,-,-,0,750.6178,21.41,5.72E2,-,-,0,-,-,0,-,-,0,750.6212,20.84,3.24E2,-,-,0,-,-,0,750.6117,21.19,9.74E2,0:1.00:0:0:0:0.57:0:0:1.70,1.49E2,3.25E2,1.00:2.17,21.15,,
,0.02,4.51,570.7685,15.90 - 18.12,1,342.3,-,-,0,570.7677,17.99,5.26E2,-,-,0,-,-,0,-,-,0,570.7697,16.66,7.9E2,-,-,0,570.7680,16.01,1.76E3,-,-,0,0:1.00:0:0:0:1.50:0:3.35:0,2.19E2,5.88E2,1.00:2.68,16.89,,
,0.02,4.63,634.6996,6.29 - 7.94,1,424.3,-,-,0,-,-,0,634.6987,7.60,2.76E3,-,-,0,-,-,0,634.6989,6.36,4.96E2,634.7012,7.64,5.68E2,-,-,0,-,-,0,0:0:1.00:0:0:0.18:0.21:0:0,5.42E2,1.89E2,1.00:0.35,7.20,,
,0.02,3.84,730.7120,4.61 - 9.81,1,1.9E3,-,-,0,-,-,0,-,-,0,-,-,0,730.7118,4.81,9.05E3,-,-,0,730.7118,5.02,7.1E3,-,-,0,730.7125,5.06,9.58E2,0:0:0:0:1.00:0:0.78:0:0.11,1.51E3,2.69E3,1.00:1.78,4.96,,
,0.02,4.26,727.7854,8.18 - 14.17,1,7.9E3,-,-,0,727.7840,8.98,1.44E4,-,-,0,-,-,0,-,-,0,727.7858,9.32,1.84E4,-,-,0,727.7864,9.17,3.79E4,-,-,0,0:1.00:0:0:0:1.27:0:2.63:0,5.46E3,1.26E4,1.00:2.31,9.16,,
,0.02,8.38,442.0764,0.72 - 2.03,1,1.9E3,-,-,0,-,-,0,442.0764,1.04,1.67E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.78E3,0,1.00:0,1.04,,
,0.02,4.19,898.7141,10.34 - 11.99,1,309.9,-,-,0,-,-,0,898.7146,10.39,4E2,898.7149,11.10,9.21E2,-,-,0,-,-,0,898.7128,11.72,1.47E3,-,-,0,-,-,0,0:0:1.00:2.30:0:0:3.67:0:0,2.2E2,4.89E2,1.00:2.22,11.07,,
,0.02,8.38,768.1398,3.82 - 3.93,2,103.5,768.1398,3.90,9.31E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.55E2,0,1.00:0,3.90,,
,0.02,5.12,678.8050,19.89 - 20.34,1,254.3,678.8011,20.27,7.96E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,678.8143,20.01,7.69E2,678.7994,20.26,7.23E2,-,-,0,1.00:0:0:0:0:0:0.97:0.91:0,1.33E2,4.97E2,1.00:3.75,20.18,,
,0.02,8.35,503.7596,6.66 - 7.05,1,263.7,-,-,0,503.7589,6.94,1.6E3,-,-,0,503.7626,6.74,4.57E2,503.7574,6.93,3.17E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0.29:0.20:0:0:0:0,3.96E2,0,1.00:0,6.87,,
,0.02,5.56,799.7043,14.21 - 14.82,1,306.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,799.7083,14.62,8.19E2,799.7073,14.55,1.05E3,-,-,0,799.6975,14.24,8.88E2,0:0:0:0:0:1.00:1.28:0:1.08,1.37E2,6.47E2,1.00:4.74,14.47,,
,0.02,8.35,807.7297,4.64 - 5.62,1,603,807.7285,4.88,2.54E3,-,-,0,807.7306,4.84,3.73E2,-,-,0,807.7299,5.08,2.51E3,-,-,0,-,-,0,-,-,0,-,-,0,6.81:0:1.00:0:6.72:0:0:0:0,9.04E2,0,1.00:0,4.94,,
